paper_dgp,dgp,n_train,n_grid,n_particles,method,metric,target_id,mean,mc_sd,n_replications,mc_se
LS1,IC1,125,25,10,cwdb_dr,arm_energy_risk,LAW-A-M-K,0.07510986745990608,0.010822083290871701,2,0.007652368481541008
LS1,IC1,125,25,10,cwdb_dr,barycenter_rmse,MEANQ-A-K,0.22140195441943644,0.01869345083843132,2,0.013218265851632138
LS1,IC1,125,25,10,cwdb_dr,diagnostic_dense_dr_n_levels,NONE_OPERATIONAL,199.0,,1,
LS1,IC1,125,25,10,cwdb_dr,diagnostic_dr_if_se_reference,NONE_OPERATIONAL,0.056653087502116437,,1,
LS1,IC1,125,25,10,cwdb_dr,diagnostic_effective_support,NONE_OPERATIONAL,9.999999999999998,,1,
LS1,IC1,125,25,10,cwdb_dr,diagnostic_ehat_mean,NONE_OPERATIONAL,0.3761885055592532,,1,
LS1,IC1,125,25,10,cwdb_dr,diagnostic_n_boosting_steps,NONE_OPERATIONAL,100.0,,1,
LS1,IC1,125,25,10,cwdb_dr,diagnostic_selected_contrast_shrinkage,NONE_OPERATIONAL,0.0,,1,
LS1,IC1,125,25,10,cwdb_dr,diagnostic_train_risk,NONE_OPERATIONAL,0.018653118721204356,,1,
LS1,IC1,125,25,10,cwdb_dr,kernel_law_error,LAW-A-K,0.03339144183853447,0.004690963571593829,2,0.0033170121517730627
LS1,IC1,125,25,10,cwdb_dr,mean_quantile_rmse,MEANQ-A-K,0.16962004346099357,,1,
LS1,IC1,125,25,10,cwdb_dr,mode_coverage,LAW-A-K,1.0,0.0,2,0.0
LS1,IC1,125,25,10,cwdb_dr,peak_ram,NONE_OPERATIONAL,46.5625,,1,
LS1,IC1,125,25,10,cwdb_dr,process_peak_ram,NONE_OPERATIONAL,282.55078125,,1,
LS1,IC1,125,25,10,cwdb_dr,reference_effect_rmse,REF-ATE-K,0.053598484754822484,,1,
LS1,IC1,125,25,10,cwdb_dr,reference_tcate_rmse,REF-TCATE-K,0.09415317605656329,,1,
LS1,IC1,125,25,10,cwdb_dr,runtime,NONE_OPERATIONAL,62.106177440000465,,1,
LS1,IC1,125,25,10,cwdb_dr,tail_calibration,LAW-A-K,4.753160142793533e-05,1.6096054639906863e-05,2,1.1381629386227334e-05
LS1,IC1,125,25,10,cwdb_dr,tate_functional_rmse,TATE-K-grid_mean,0.09733570334675387,,1,
LS1,IC1,125,25,10,cwdb_dr,tate_functional_rmse,TATE-K-grid_sd,0.02064776298934968,,1,
LS1,IC1,125,25,10,cwdb_dr,tate_functional_rmse,TATE-K-grid_skewness,0.02577292282459931,,1,
LS1,IC1,125,25,10,cwdb_dr,tate_functional_rmse,TATE-K-grid_upper_tail_mean,0.11394912314658395,,1,
LS1,IC1,125,25,10,cwdb_dr,tcate_functional_rmse,TCATE-K-grid_mean,0.1688628488725523,,1,
LS1,IC1,125,25,10,cwdb_dr,tcate_functional_rmse,TCATE-K-grid_sd,0.04672773335348855,,1,
LS1,IC1,125,25,10,cwdb_dr,tcate_functional_rmse,TCATE-K-grid_skewness,0.07415889473797556,,1,
LS1,IC1,125,25,10,cwdb_dr,tcate_functional_rmse,TCATE-K-grid_upper_tail_mean,0.19998088281509221,,1,
