suite,source,grid,dgp,n_train,method,metric,target_aggregation,n_seeds,seed_min,seed_max,mean,se,mean_se
income,merged_phase6,income,IC0,1000,causal_drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.1947119094,0.008084975677,0.1947(0.0081)
income,merged_phase6,income,IC0,1000,causal_drf,reference_effect_rmse,single reported value within seed,10,0,9,0.157001689,0.008052355033,0.1570(0.0081)
income,merged_phase6,income,IC0,1000,causal_drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1571742118,0.008029790267,0.1572(0.0080)
income,merged_phase6,income,IC0,1000,causal_drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1134483943,0.004771617709,0.1134(0.0048)
income,merged_phase6,income,IC0,1000,causal_drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1137824389,0.004741656567,0.1138(0.0047)
income,merged_phase6,income,IC0,1000,cwdb_dr,kernel_law_error,mean over two arms within seed,10,0,9,0.01528928676,0.0004695282969,0.0153(0.0005)
income,merged_phase6,income,IC0,1000,cwdb_dr,mean_quantile_rmse,single reported value within seed,10,0,9,0.03560651434,0.005379860725,0.0356(0.0054)
income,merged_phase6,income,IC0,1000,cwdb_dr,reference_effect_rmse,single reported value within seed,10,0,9,0.01422622449,0.002466850433,0.0142(0.0025)
income,merged_phase6,income,IC0,1000,cwdb_dr,reference_tcate_rmse,single reported value within seed,10,0,9,0.02980031782,0.002770914402,0.0298(0.0028)
income,merged_phase6,income,IC0,1000,cwdb_dr,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.01002657919,0.001215773785,0.0100(0.0012)
income,merged_phase6,income,IC0,1000,cwdb_dr,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.02401903767,0.002517491805,0.0240(0.0025)
income,merged_phase6,income,IC0,1000,drf,kernel_law_error,mean over two arms within seed,10,0,9,0.06413054178,0.001339002221,0.0641(0.0013)
income,merged_phase6,income,IC0,1000,drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.1962879258,0.006321641969,0.1963(0.0063)
income,merged_phase6,income,IC0,1000,drf,reference_effect_rmse,single reported value within seed,10,0,9,0.1543075999,0.006519604388,0.1543(0.0065)
income,merged_phase6,income,IC0,1000,drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1544057797,0.006498969917,0.1544(0.0065)
income,merged_phase6,income,IC0,1000,drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1104155861,0.003776737385,0.1104(0.0038)
income,merged_phase6,income,IC0,1000,drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1105176412,0.003776036906,0.1105(0.0038)
income,merged_phase6,income,IC1,1000,causal_drf,kernel_law_error,mean over two arms within seed,10,0,9,0.04548752447,0.0008630218619,0.0455(0.0009)
income,merged_phase6,income,IC1,1000,causal_drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.176048834,0.009015069395,0.1760(0.0090)
income,merged_phase6,income,IC1,1000,causal_drf,reference_effect_rmse,single reported value within seed,10,0,9,0.1329347408,0.00800348806,0.1329(0.0080)
income,merged_phase6,income,IC1,1000,causal_drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1332597635,0.008002651991,0.1333(0.0080)
income,merged_phase6,income,IC1,1000,causal_drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.0961847591,0.005081096625,0.0962(0.0051)
income,merged_phase6,income,IC1,1000,causal_drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.0966147378,0.005051100371,0.0966(0.0051)
income,merged_phase6,income,IC1,1000,cwdb_dr,kernel_law_error,mean over two arms within seed,10,0,9,0.01742099563,0.000616907968,0.0174(0.0006)
income,merged_phase6,income,IC1,1000,cwdb_dr,mean_quantile_rmse,single reported value within seed,10,0,9,0.09043610417,0.006072862891,0.0904(0.0061)
income,merged_phase6,income,IC1,1000,cwdb_dr,reference_effect_rmse,single reported value within seed,10,0,9,0.01434292778,0.002760352907,0.0143(0.0028)
income,merged_phase6,income,IC1,1000,cwdb_dr,reference_tcate_rmse,single reported value within seed,10,0,9,0.03002698383,0.003249928388,0.0300(0.0032)
income,merged_phase6,income,IC1,1000,cwdb_dr,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.0128184333,0.001486978443,0.0128(0.0015)
income,merged_phase6,income,IC1,1000,cwdb_dr,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.02710246297,0.002048944125,0.0271(0.0020)
income,merged_phase6,income,IC1,1000,drf,kernel_law_error,mean over two arms within seed,10,0,9,0.05912785285,0.00116530342,0.0591(0.0012)
income,merged_phase6,income,IC1,1000,drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.1875768498,0.005787651013,0.1876(0.0058)
income,merged_phase6,income,IC1,1000,drf,reference_effect_rmse,single reported value within seed,10,0,9,0.1393695398,0.005624706126,0.1394(0.0056)
income,merged_phase6,income,IC1,1000,drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1395088971,0.005616149947,0.1395(0.0056)
income,merged_phase6,income,IC1,1000,drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1011522736,0.003175812013,0.1012(0.0032)
income,merged_phase6,income,IC1,1000,drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1012823026,0.003162130816,0.1013(0.0032)
income,merged_phase6,income,IC2,1000,causal_drf,kernel_law_error,mean over two arms within seed,10,0,9,0.04881637779,0.001025050651,0.0488(0.0010)
income,merged_phase6,income,IC2,1000,causal_drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.1975339701,0.007187626015,0.1975(0.0072)
income,merged_phase6,income,IC2,1000,causal_drf,reference_effect_rmse,single reported value within seed,10,0,9,0.1564772071,0.006890113444,0.1565(0.0069)
income,merged_phase6,income,IC2,1000,causal_drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1567007339,0.006929446782,0.1567(0.0069)
income,merged_phase6,income,IC2,1000,causal_drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1176035864,0.003877199916,0.1176(0.0039)
income,merged_phase6,income,IC2,1000,causal_drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1178645737,0.003913936916,0.1179(0.0039)
income,merged_phase6,income,IC2,1000,cwdb_dr,kernel_law_error,mean over two arms within seed,10,0,9,0.0166869849,0.0006064863298,0.0167(0.0006)
income,merged_phase6,income,IC2,1000,cwdb_dr,mean_quantile_rmse,single reported value within seed,10,0,9,0.06997629045,0.003352649586,0.0700(0.0034)
income,merged_phase6,income,IC2,1000,cwdb_dr,reference_effect_rmse,single reported value within seed,10,0,9,0.01426198154,0.003273615073,0.0143(0.0033)
income,merged_phase6,income,IC2,1000,cwdb_dr,reference_tcate_rmse,single reported value within seed,10,0,9,0.0329817873,0.003547794327,0.0330(0.0035)
income,merged_phase6,income,IC2,1000,cwdb_dr,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.00985204946,0.001645282161,0.0099(0.0016)
income,merged_phase6,income,IC2,1000,cwdb_dr,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.02548031831,0.001566590781,0.0255(0.0016)
income,merged_phase6,income,IC2,1000,drf,kernel_law_error,mean over two arms within seed,10,0,9,0.07235393363,0.00162095726,0.0724(0.0016)
income,merged_phase6,income,IC2,1000,drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.2298188965,0.006288547051,0.2298(0.0063)
income,merged_phase6,income,IC2,1000,drf,reference_effect_rmse,single reported value within seed,10,0,9,0.179519061,0.005046161795,0.1795(0.0050)
income,merged_phase6,income,IC2,1000,drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1795828196,0.005037812853,0.1796(0.0050)
income,merged_phase6,income,IC2,1000,drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1356934032,0.003372759053,0.1357(0.0034)
income,merged_phase6,income,IC2,1000,drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1357730057,0.003375033368,0.1358(0.0034)
income,merged_phase6,income,IC3,1000,causal_drf,kernel_law_error,mean over two arms within seed,10,0,9,0.06050600671,0.001307882195,0.0605(0.0013)
income,merged_phase6,income,IC3,1000,causal_drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.3177279247,0.007619125415,0.3177(0.0076)
income,merged_phase6,income,IC3,1000,causal_drf,reference_effect_rmse,single reported value within seed,10,0,9,0.2473892948,0.006700569575,0.2474(0.0067)
income,merged_phase6,income,IC3,1000,causal_drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.2475809594,0.006652976582,0.2476(0.0067)
income,merged_phase6,income,IC3,1000,causal_drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1783610914,0.004254934718,0.1784(0.0043)
income,merged_phase6,income,IC3,1000,causal_drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1785583708,0.004238956499,0.1786(0.0042)
income,merged_phase6,income,IC3,1000,cwdb_dr,kernel_law_error,mean over two arms within seed,10,0,9,0.01801951431,0.0005688801341,0.0180(0.0006)
income,merged_phase6,income,IC3,1000,cwdb_dr,mean_quantile_rmse,single reported value within seed,10,0,9,0.1103454532,0.004273240283,0.1103(0.0043)
income,merged_phase6,income,IC3,1000,cwdb_dr,reference_effect_rmse,single reported value within seed,10,0,9,0.01613574351,0.004165981614,0.0161(0.0042)
income,merged_phase6,income,IC3,1000,cwdb_dr,reference_tcate_rmse,single reported value within seed,10,0,9,0.04625532636,0.006380734761,0.0463(0.0064)
income,merged_phase6,income,IC3,1000,cwdb_dr,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.01877717427,0.002671107238,0.0188(0.0027)
income,merged_phase6,income,IC3,1000,cwdb_dr,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.04119835986,0.003042924806,0.0412(0.0030)
income,merged_phase6,income,IC3,1000,drf,kernel_law_error,mean over two arms within seed,10,0,9,0.0773053823,0.001370698283,0.0773(0.0014)
income,merged_phase6,income,IC3,1000,drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.3480548248,0.005468894349,0.3481(0.0055)
income,merged_phase6,income,IC3,1000,drf,reference_effect_rmse,single reported value within seed,10,0,9,0.2700730917,0.005081406697,0.2701(0.0051)
income,merged_phase6,income,IC3,1000,drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.2701731149,0.00505760925,0.2702(0.0051)
income,merged_phase6,income,IC3,1000,drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1972427919,0.003306715266,0.1972(0.0033)
income,merged_phase6,income,IC3,1000,drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1973146717,0.003296098648,0.1973(0.0033)
zi,merged_phase65,e_zi,ZI0,1000,causal_drf,kernel_law_error,mean over two arms within seed,10,0,9,0.0246993065,0.001344557529,0.0247(0.0013)
zi,merged_phase65,e_zi,ZI0,1000,causal_drf,mass_contrast_rmse,single reported value within seed,10,0,9,0.0595176747,0.005416135738,0.0595(0.0054)
zi,merged_phase65,e_zi,ZI0,1000,causal_drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.3642802389,0.01869119242,0.3643(0.0187)
zi,merged_phase65,e_zi,ZI0,1000,causal_drf,reference_effect_rmse,single reported value within seed,10,0,9,0.1306093703,0.01200649604,0.1306(0.0120)
zi,merged_phase65,e_zi,ZI0,1000,causal_drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1335824028,0.01162841327,0.1336(0.0116)
zi,merged_phase65,e_zi,ZI0,1000,causal_drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.181745836,0.01739145399,0.1817(0.0174)
zi,merged_phase65,e_zi,ZI0,1000,causal_drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1850361294,0.01703712939,0.1850(0.0170)
zi,merged_phase65,e_zi,ZI0,1000,causal_drf,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.09452594911,0.002598098765,0.0945(0.0026)
zi,merged_phase65,e_zi,ZI0,1000,cwdb_zipt,kernel_law_error,mean over two arms within seed,10,0,9,0.01333436728,0.0007076287549,0.0133(0.0007)
zi,merged_phase65,e_zi,ZI0,1000,cwdb_zipt,mass_contrast_rmse,single reported value within seed,10,0,9,0.04266395183,0.009216556061,0.0427(0.0092)
zi,merged_phase65,e_zi,ZI0,1000,cwdb_zipt,mean_quantile_rmse,single reported value within seed,10,0,9,0.4117464697,0.03813894269,0.4117(0.0381)
zi,merged_phase65,e_zi,ZI0,1000,cwdb_zipt,reference_effect_rmse,single reported value within seed,10,0,9,0.07192204133,0.02525219962,0.0719(0.0253)
zi,merged_phase65,e_zi,ZI0,1000,cwdb_zipt,reference_tcate_rmse,single reported value within seed,10,0,9,0.107527496,0.02217114227,0.1075(0.0222)
zi,merged_phase65,e_zi,ZI0,1000,cwdb_zipt,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.09032374965,0.03256345201,0.0903(0.0326)
zi,merged_phase65,e_zi,ZI0,1000,cwdb_zipt,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1361819439,0.02884817906,0.1362(0.0288)
zi,merged_phase65,e_zi,ZI0,1000,cwdb_zipt,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.05366526035,0.003248187657,0.0537(0.0032)
zi,merged_phase65,e_zi,ZI0,1000,drf,kernel_law_error,mean over two arms within seed,10,0,9,0.02960035028,0.001276305058,0.0296(0.0013)
zi,merged_phase65,e_zi,ZI0,1000,drf,mass_contrast_rmse,single reported value within seed,10,0,9,0.05607906509,0.007873436848,0.0561(0.0079)
zi,merged_phase65,e_zi,ZI0,1000,drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.3599657093,0.03015259304,0.3600(0.0302)
zi,merged_phase65,e_zi,ZI0,1000,drf,reference_effect_rmse,single reported value within seed,10,0,9,0.1235742835,0.01883774405,0.1236(0.0188)
zi,merged_phase65,e_zi,ZI0,1000,drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1257620122,0.01831053055,0.1258(0.0183)
zi,merged_phase65,e_zi,ZI0,1000,drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.172561036,0.02535353911,0.1726(0.0254)
zi,merged_phase65,e_zi,ZI0,1000,drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.175135053,0.02476284202,0.1751(0.0248)
zi,merged_phase65,e_zi,ZI0,1000,drf,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.1058281983,0.002916203383,0.1058(0.0029)
zi,merged_phase65,e_zi,ZI1,1000,causal_drf,kernel_law_error,mean over two arms within seed,10,0,9,0.02487852542,0.001201413476,0.0249(0.0012)
zi,merged_phase65,e_zi,ZI1,1000,causal_drf,mass_contrast_rmse,single reported value within seed,10,0,9,0.0426236456,0.008734509051,0.0426(0.0087)
zi,merged_phase65,e_zi,ZI1,1000,causal_drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.3487004106,0.03005928266,0.3487(0.0301)
zi,merged_phase65,e_zi,ZI1,1000,causal_drf,reference_effect_rmse,single reported value within seed,10,0,9,0.08532202061,0.02291226816,0.0853(0.0229)
zi,merged_phase65,e_zi,ZI1,1000,causal_drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.09649957182,0.02120639544,0.0965(0.0212)
zi,merged_phase65,e_zi,ZI1,1000,causal_drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1229994231,0.02956969533,0.1230(0.0296)
zi,merged_phase65,e_zi,ZI1,1000,causal_drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1343675379,0.02794026704,0.1344(0.0279)
zi,merged_phase65,e_zi,ZI1,1000,causal_drf,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.0901185328,0.002880507911,0.0901(0.0029)
zi,merged_phase65,e_zi,ZI1,1000,cwdb_zipt,kernel_law_error,mean over two arms within seed,10,0,9,0.01540065347,0.001109546944,0.0154(0.0011)
zi,merged_phase65,e_zi,ZI1,1000,cwdb_zipt,mass_contrast_rmse,single reported value within seed,10,0,9,0.03651419548,0.005535979346,0.0365(0.0055)
zi,merged_phase65,e_zi,ZI1,1000,cwdb_zipt,mean_quantile_rmse,single reported value within seed,10,0,9,0.380984936,0.03309481352,0.3810(0.0331)
zi,merged_phase65,e_zi,ZI1,1000,cwdb_zipt,reference_effect_rmse,single reported value within seed,10,0,9,0.05641597929,0.01294295249,0.0564(0.0129)
zi,merged_phase65,e_zi,ZI1,1000,cwdb_zipt,reference_tcate_rmse,single reported value within seed,10,0,9,0.09564958895,0.01526863934,0.0956(0.0153)
zi,merged_phase65,e_zi,ZI1,1000,cwdb_zipt,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.07054567216,0.01561375668,0.0705(0.0156)
zi,merged_phase65,e_zi,ZI1,1000,cwdb_zipt,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1192370732,0.018361671,0.1192(0.0184)
zi,merged_phase65,e_zi,ZI1,1000,cwdb_zipt,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.05261987269,0.003340471518,0.0526(0.0033)
zi,merged_phase65,e_zi,ZI1,1000,drf,kernel_law_error,mean over two arms within seed,10,0,9,0.02912252753,0.001645871822,0.0291(0.0016)
zi,merged_phase65,e_zi,ZI1,1000,drf,mass_contrast_rmse,single reported value within seed,10,0,9,0.04792464796,0.007958269368,0.0479(0.0080)
zi,merged_phase65,e_zi,ZI1,1000,drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.3544177046,0.02572959786,0.3544(0.0257)
zi,merged_phase65,e_zi,ZI1,1000,drf,reference_effect_rmse,single reported value within seed,10,0,9,0.1009064009,0.01996810045,0.1009(0.0200)
zi,merged_phase65,e_zi,ZI1,1000,drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1027403086,0.01979435081,0.1027(0.0198)
zi,merged_phase65,e_zi,ZI1,1000,drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1469279544,0.02591848566,0.1469(0.0259)
zi,merged_phase65,e_zi,ZI1,1000,drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1489524054,0.02577023323,0.1490(0.0258)
zi,merged_phase65,e_zi,ZI1,1000,drf,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.1022218733,0.003707599938,0.1022(0.0037)
zi,merged_phase65,e_zi,ZI2,1000,causal_drf,kernel_law_error,mean over two arms within seed,10,0,9,0.02581022475,0.00136319768,0.0258(0.0014)
zi,merged_phase65,e_zi,ZI2,1000,causal_drf,mass_contrast_rmse,single reported value within seed,10,0,9,0.05967847456,0.005104654043,0.0597(0.0051)
zi,merged_phase65,e_zi,ZI2,1000,causal_drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.3737418561,0.01725462984,0.3737(0.0173)
zi,merged_phase65,e_zi,ZI2,1000,causal_drf,reference_effect_rmse,single reported value within seed,10,0,9,0.135021658,0.01106649682,0.1350(0.0111)
zi,merged_phase65,e_zi,ZI2,1000,causal_drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1385974164,0.0105514931,0.1386(0.0106)
zi,merged_phase65,e_zi,ZI2,1000,causal_drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.182411124,0.01588713046,0.1824(0.0159)
zi,merged_phase65,e_zi,ZI2,1000,causal_drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1861761649,0.01554028246,0.1862(0.0155)
zi,merged_phase65,e_zi,ZI2,1000,causal_drf,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.09455583578,0.002574519176,0.0946(0.0026)
zi,merged_phase65,e_zi,ZI2,1000,cwdb_zipt,kernel_law_error,mean over two arms within seed,10,0,9,0.01358276024,0.0007090193864,0.0136(0.0007)
zi,merged_phase65,e_zi,ZI2,1000,cwdb_zipt,mass_contrast_rmse,single reported value within seed,10,0,9,0.04266395183,0.009216556061,0.0427(0.0092)
zi,merged_phase65,e_zi,ZI2,1000,cwdb_zipt,mean_quantile_rmse,single reported value within seed,10,0,9,0.4251150267,0.04055427582,0.4251(0.0406)
zi,merged_phase65,e_zi,ZI2,1000,cwdb_zipt,reference_effect_rmse,single reported value within seed,10,0,9,0.07995297656,0.0287111491,0.0800(0.0287)
zi,merged_phase65,e_zi,ZI2,1000,cwdb_zipt,reference_tcate_rmse,single reported value within seed,10,0,9,0.1179509811,0.02499017808,0.1180(0.0250)
zi,merged_phase65,e_zi,ZI2,1000,cwdb_zipt,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.09302473439,0.03345758083,0.0930(0.0335)
zi,merged_phase65,e_zi,ZI2,1000,cwdb_zipt,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1391786409,0.02948589763,0.1392(0.0295)
zi,merged_phase65,e_zi,ZI2,1000,cwdb_zipt,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.05366526035,0.003248187657,0.0537(0.0032)
zi,merged_phase65,e_zi,ZI2,1000,drf,kernel_law_error,mean over two arms within seed,10,0,9,0.03039449121,0.001251799499,0.0304(0.0013)
zi,merged_phase65,e_zi,ZI2,1000,drf,mass_contrast_rmse,single reported value within seed,10,0,9,0.05642488436,0.007969848948,0.0564(0.0080)
zi,merged_phase65,e_zi,ZI2,1000,drf,mean_quantile_rmse,single reported value within seed,10,0,9,0.3732607074,0.03357474455,0.3733(0.0336)
zi,merged_phase65,e_zi,ZI2,1000,drf,reference_effect_rmse,single reported value within seed,10,0,9,0.1286768324,0.02006817311,0.1287(0.0201)
zi,merged_phase65,e_zi,ZI2,1000,drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.1310555291,0.01939031299,0.1311(0.0194)
zi,merged_phase65,e_zi,ZI2,1000,drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1744407343,0.02550954282,0.1744(0.0255)
zi,merged_phase65,e_zi,ZI2,1000,drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1769176963,0.02493769489,0.1769(0.0249)
zi,merged_phase65,e_zi,ZI2,1000,drf,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.1060428102,0.002990456942,0.1060(0.0030)
zi,merged_phase65,e_zi,ZI3,1000,causal_drf,kernel_law_error,mean over two arms within seed,10,0,9,0.07683607367,0.002799486066,0.0768(0.0028)
zi,merged_phase65,e_zi,ZI3,1000,causal_drf,mass_contrast_rmse,single reported value within seed,10,0,9,0.2050847243,0.008166379048,0.2051(0.0082)
zi,merged_phase65,e_zi,ZI3,1000,causal_drf,mean_quantile_rmse,single reported value within seed,10,0,9,1.069101425,0.03836043197,1.0691(0.0384)
zi,merged_phase65,e_zi,ZI3,1000,causal_drf,reference_effect_rmse,single reported value within seed,10,0,9,0.5020734307,0.02072503264,0.5021(0.0207)
zi,merged_phase65,e_zi,ZI3,1000,causal_drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.5022079248,0.02078834021,0.5022(0.0208)
zi,merged_phase65,e_zi,ZI3,1000,causal_drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.6478666767,0.02569151641,0.6479(0.0257)
zi,merged_phase65,e_zi,ZI3,1000,causal_drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.6480583028,0.02576104246,0.6481(0.0258)
zi,merged_phase65,e_zi,ZI3,1000,causal_drf,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.1730565899,0.003875452209,0.1731(0.0039)
zi,merged_phase65,e_zi,ZI3,1000,cwdb_zipt,kernel_law_error,mean over two arms within seed,10,0,9,0.01761185088,0.0009642180938,0.0176(0.0010)
zi,merged_phase65,e_zi,ZI3,1000,cwdb_zipt,mass_contrast_rmse,single reported value within seed,10,0,9,0.04448992379,0.007376695041,0.0445(0.0074)
zi,merged_phase65,e_zi,ZI3,1000,cwdb_zipt,mean_quantile_rmse,single reported value within seed,10,0,9,0.4061921662,0.02692774757,0.4062(0.0269)
zi,merged_phase65,e_zi,ZI3,1000,cwdb_zipt,reference_effect_rmse,single reported value within seed,10,0,9,0.09865125023,0.01844998924,0.0987(0.0184)
zi,merged_phase65,e_zi,ZI3,1000,cwdb_zipt,reference_tcate_rmse,single reported value within seed,10,0,9,0.1133606089,0.0161764586,0.1134(0.0162)
zi,merged_phase65,e_zi,ZI3,1000,cwdb_zipt,tate_functional_rmse,mean over four functionals within seed,10,0,9,0.1273889586,0.02486472708,0.1274(0.0249)
zi,merged_phase65,e_zi,ZI3,1000,cwdb_zipt,tcate_functional_rmse,mean over four functionals within seed,10,0,9,0.1440143926,0.02235199456,0.1440(0.0224)
zi,merged_phase65,e_zi,ZI3,1000,cwdb_zipt,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.05983645165,0.003152989799,0.0598(0.0032)
zi,merged_phase65,e_zi,ZI3,1000,drf,kernel_law_error,mean over two arms within seed,10,0,9,0.2471523141,0.009939328347,0.2472(0.0099)
zi,merged_phase65,e_zi,ZI3,1000,drf,mass_contrast_rmse,single reported value within seed,10,0,9,0.3823100987,0.01295542014,0.3823(0.0130)
zi,merged_phase65,e_zi,ZI3,1000,drf,mean_quantile_rmse,single reported value within seed,10,0,9,1.940681779,0.06213629993,1.9407(0.0621)
zi,merged_phase65,e_zi,ZI3,1000,drf,reference_effect_rmse,single reported value within seed,10,0,9,0.9471764556,0.03333143789,0.9472(0.0333)
zi,merged_phase65,e_zi,ZI3,1000,drf,reference_tcate_rmse,single reported value within seed,10,0,9,0.9471310289,0.03332529906,0.9471(0.0333)
zi,merged_phase65,e_zi,ZI3,1000,drf,tate_functional_rmse,mean over four functionals within seed,10,0,9,1.211984763,0.04149748649,1.2120(0.0415)
zi,merged_phase65,e_zi,ZI3,1000,drf,tcate_functional_rmse,mean over four functionals within seed,10,0,9,1.212071363,0.04148841298,1.2121(0.0415)
zi,merged_phase65,e_zi,ZI3,1000,drf,zero_mass_abs_error,mean over two arms within seed,10,0,9,0.3475119019,0.007873931732,0.3475(0.0079)
