paper_dgp,dgp,metric,target_id,detail,arm,method_left,method_right,rmse_difference,paired_mc_se,ci95_low,ci95_high,n_pairs
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_mean,plugin functional contrast; marginal absolute error,,cwdb_zipt,drf,-1.7257789405916815,0.019459063794738808,-1.7639187056293695,-1.6876391755539935,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_zipt,0.18128403104784135,0.003009400246598335,0.1753856065645086,0.1871824555311741,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,causal_drf,drf,-0.2086403809430739,0.004085334300097979,-0.21664763617126595,-0.20063312571488187,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,cwdb_zipt,drf,-0.38992441199091527,0.004596189549556359,-0.39893294350804576,-0.3809158804737848,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_zipt,0.2143585315208021,0.003473884817333798,0.20754971727882784,0.22116734576277633,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,causal_drf,drf,-0.2474730626967615,0.004776675321980969,-0.2568353463278442,-0.2381107790656788,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,cwdb_zipt,drf,-0.4618315942175636,0.005678114834176969,-0.47296069929255047,-0.4507024891425767,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_upper_tail_mean,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_zipt,0.9320681352231046,0.0143546022654619,0.9039331147827993,0.96020315566341,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_upper_tail_mean,plugin functional contrast; marginal absolute error,,causal_drf,drf,-1.0614905546311753,0.020822650703673534,-1.1023029500103754,-1.0206781592519751,50
Z3,ZI3,plugin_tate_abs_error,TATE-K-grid_upper_tail_mean,plugin functional contrast; marginal absolute error,,cwdb_zipt,drf,-1.9935586898542799,0.02254853048688551,-2.0377538096085757,-1.9493635700999843,50
Z3,ZI3,plugin_tcate_rmse,TCATE-K-grid_mean,"plugin functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_zipt,0.7823589986436011,0.013926213706878824,0.7550636197781186,0.8096543775090836,50
Z3,ZI3,plugin_tcate_rmse,TCATE-K-grid_mean,"plugin functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.9111758250547861,0.018655108698888284,-0.9477398381046072,-0.8746118120049651,50
