paper_dgp,dgp,metric,target_id,detail,arm,method_left,method_right,rmse_difference,paired_mc_se,ci95_low,ci95_high,n_pairs
LS0,IC0,aipw_reference_tate_abs_error,REF-ATE-K,aipw reference contrast; marginal absolute error,,causal_drf,cwdb_dr,0.0021763659454349417,0.001533649203553317,-0.0008295864935295594,0.005182318384399443,50
LS0,IC0,aipw_reference_tate_abs_error,REF-ATE-K,aipw reference contrast; marginal absolute error,,causal_drf,drf,-0.0001485407844142861,0.00039061413939404466,-0.0009141444976266136,0.0006170629287980414,50
LS0,IC0,aipw_reference_tate_abs_error,REF-ATE-K,aipw reference contrast; marginal absolute error,,cwdb_dr,drf,-0.0023249067298492278,0.0016902875783513316,-0.005637870383417837,0.000988056923719382,50
LS0,IC0,aipw_reference_tcate_rmse,REF-TCATE-K,"aipw reference contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.013733210901535196,0.002311510382378798,0.009202650552072752,0.01826377125099764,50
LS0,IC0,aipw_reference_tcate_rmse,REF-TCATE-K,"aipw reference contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.006945467375638115,0.0007952257644974582,-0.008504109874053133,-0.005386824877223096,50
LS0,IC0,aipw_reference_tcate_rmse,REF-TCATE-K,"aipw reference contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.02067867827717331,0.0027795830466477017,-0.026126661048602805,-0.015230695505743816,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_mean,aipw functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.0027753189399486802,0.0017542548210712243,-0.0006630205093509194,0.00621365838924828,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_mean,aipw functional contrast; marginal absolute error,,causal_drf,drf,-0.00025425092327501647,0.0004433374141316439,-0.0011231922549730384,0.0006146904084230055,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_mean,aipw functional contrast; marginal absolute error,,cwdb_dr,drf,-0.0030295698632236967,0.0018956543332644548,-0.006745052356422028,0.0006859126299746344,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_sd,aipw functional contrast; marginal absolute error,,causal_drf,cwdb_dr,-0.00021629664412417537,0.0010058837818019363,-0.0021878288564559705,0.0017552355682076198,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_sd,aipw functional contrast; marginal absolute error,,causal_drf,drf,-5.215949880572196e-05,6.01035391250851e-05,-0.00016996243549088875,6.564343787944483e-05,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_sd,aipw functional contrast; marginal absolute error,,cwdb_dr,drf,0.00016413714531845341,0.001024313620437007,-0.00184351755073808,0.0021717918413749868,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_skewness,aipw functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.00019807668401943933,0.0006517388834624033,-0.001079331527566871,0.0014754848956057497,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_skewness,aipw functional contrast; marginal absolute error,,causal_drf,drf,-0.00023341024858770498,0.00017175610224013052,-0.0005700522089783608,0.00010323171180295085,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_skewness,aipw functional contrast; marginal absolute error,,cwdb_dr,drf,-0.0004314869326071443,0.0007341547722158107,-0.0018704302861501333,0.0010074564209358447,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_upper_tail_mean,aipw functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.001837332331599724,0.0016768622618149986,-0.0014493177015576734,0.005123982364757121,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_upper_tail_mean,aipw functional contrast; marginal absolute error,,causal_drf,drf,-0.0004424430226150425,0.0004208716455213686,-0.001267351447836925,0.0003824654026068399,50
LS0,IC0,aipw_tate_abs_error,TATE-K-grid_upper_tail_mean,aipw functional contrast; marginal absolute error,,cwdb_dr,drf,-0.0022797753542147664,0.001771894679760671,-0.005752688926545681,0.0011931382181161487,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_mean,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.018276938064401074,0.0028637169924569236,0.012664052759185505,0.023889823369616644,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_mean,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.00830259626610668,0.0009167880612770381,-0.010099500866209676,-0.006505691666003686,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_mean,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.026579534330507755,0.00333161956492988,-0.03310950867777032,-0.02004955998324519,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_sd,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,-0.000658704355318715,0.0009454252285495513,-0.0025117378032758356,0.0011943290926384057,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_sd,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.0002583981694114987,9.26980320168209e-05,-0.0004400863121644677,-7.67100266585297e-05,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_sd,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,0.0004003061859072163,0.000985137178615903,-0.0015305626841799534,0.0023311750559943858,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_skewness,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.007291698006501663,0.0010830873381814969,0.005168846823665929,0.009414549189337398,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_skewness,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.0029892856354112284,0.0002827810920276147,-0.0035435365757853533,-0.0024350346950371034,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_skewness,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.010280983641912891,0.001162371364735084,-0.012559231516793657,-0.008002735767032126,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_upper_tail_mean,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.017556439060200296,0.002890344225118552,0.011891364378967935,0.023221513741432658,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_upper_tail_mean,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.007924441267539342,0.0008933781997241957,-0.009675462538998765,-0.0061734199960799185,50
LS0,IC0,aipw_tcate_rmse,TCATE-K-grid_upper_tail_mean,"aipw functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.02548088032773964,0.0033243457276441834,-0.031996597953922234,-0.01896516270155704,50
LS0,IC0,barycenter_rmse,MEANQ-A-K,,0.0,causal_drf,cwdb_dr,0.1205453241188546,0.0020071833688988868,0.11661124471581279,0.12447940352189642,50
LS0,IC0,barycenter_rmse,MEANQ-A-K,,0.0,causal_drf,drf,-0.04954617994717431,0.0011072330585109244,-0.05171635674185572,-0.04737600315249289,50
LS0,IC0,barycenter_rmse,MEANQ-A-K,,0.0,cwdb_dr,drf,-0.1700915040660289,0.0020583604486411407,-0.17412589054536554,-0.16605711758669228,50
LS0,IC0,barycenter_rmse,MEANQ-A-K,,1.0,causal_drf,cwdb_dr,0.11932591148818175,0.0018683313608516294,0.11566398202091256,0.12298784095545094,50
LS0,IC0,barycenter_rmse,MEANQ-A-K,,1.0,causal_drf,drf,-0.04844696257682146,0.001159665781593763,-0.050719907508745235,-0.04617401764489769,50
LS0,IC0,barycenter_rmse,MEANQ-A-K,,1.0,cwdb_dr,drf,-0.1677728740650032,0.0020498304522230688,-0.17179054175136044,-0.163755206378646,50
LS0,IC0,mean_quantile_rmse,MEANQ-A-K,"arm contrast, the mandatory common target",,causal_drf,cwdb_dr,0.15276279303942883,0.006736557795099945,0.13955913976103293,0.16596644631782473,50
LS0,IC0,mean_quantile_rmse,MEANQ-A-K,"arm contrast, the mandatory common target",,causal_drf,drf,0.001215383193607894,0.001615708277336463,-0.0019514050299715736,0.004382171417187362,50
LS0,IC0,mean_quantile_rmse,MEANQ-A-K,"arm contrast, the mandatory common target",,cwdb_dr,drf,-0.15154740984582094,0.006653486791180499,-0.1645882439565347,-0.13850657573510716,50
LS0,IC0,plugin_reference_tate_abs_error,REF-ATE-K,plugin reference contrast; marginal absolute error,,causal_drf,cwdb_dr,0.1521790924925173,0.0030952177936294546,0.14611246561700356,0.15824571936803103,50
LS0,IC0,plugin_reference_tate_abs_error,REF-ATE-K,plugin reference contrast; marginal absolute error,,causal_drf,drf,0.006146303039245932,0.0013364265795345251,0.0035269069433582624,0.0087656991351336,50
LS0,IC0,plugin_reference_tate_abs_error,REF-ATE-K,plugin reference contrast; marginal absolute error,,cwdb_dr,drf,-0.14603278945327136,0.002828674064780096,-0.15157699062024035,-0.14048858828630237,50
LS0,IC0,plugin_reference_tcate_rmse,REF-TCATE-K,"plugin reference contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.1510100734190022,0.0031767654055786716,0.144783613224068,0.15723653361393639,50
LS0,IC0,plugin_reference_tcate_rmse,REF-TCATE-K,"plugin reference contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,0.006172774666690806,0.0013354277669832965,0.003555336243403545,0.008790213089978067,50
LS0,IC0,plugin_reference_tcate_rmse,REF-TCATE-K,"plugin reference contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.14483729875231138,0.0029050670950336514,-0.15053123025857734,-0.13914336724604542,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_mean,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.17868162289394787,0.0035176366035114958,0.17178705515106535,0.1855761906368304,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_mean,plugin functional contrast; marginal absolute error,,causal_drf,drf,0.007094332590445368,0.0015643881692143263,0.004028131778785289,0.010160533402105447,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_mean,plugin functional contrast; marginal absolute error,,cwdb_dr,drf,-0.1715872903035025,0.0030592944996696288,-0.17758350752285498,-0.16559107308415003,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.008100758640025699,0.0014174694691382616,0.005322518480514706,0.010878998799536691,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,causal_drf,drf,0.0009282417797722986,0.00025240337288407556,0.00043353116891951056,0.0014229523906250866,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,cwdb_dr,drf,-0.0071725168602534,0.001360876143289193,-0.009839834101100219,-0.004505199619406581,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.06603411582276468,0.001010743504783014,0.06405305855338997,0.06801517309213939,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,causal_drf,drf,0.005704318088076407,0.0008671143633349,0.004004773935940003,0.007403862240212811,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,cwdb_dr,drf,-0.06032979773468827,0.0009859513087376874,-0.06226226229981414,-0.05839733316956241,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_upper_tail_mean,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.17781617296371738,0.003693072750781912,0.17057775037218484,0.18505459555524992,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_upper_tail_mean,plugin functional contrast; marginal absolute error,,causal_drf,drf,0.0069663264671588065,0.00160846350886388,0.0038137379897856018,0.010118914944532011,50
LS0,IC0,plugin_tate_abs_error,TATE-K-grid_upper_tail_mean,plugin functional contrast; marginal absolute error,,cwdb_dr,drf,-0.17084984649655857,0.003217034602028219,-0.17715523431653388,-0.16454445867658327,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_mean,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.1776348976641161,0.0035819568033554332,0.17061426232953947,0.18465553299869275,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_mean,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,0.007115918178719816,0.0015626336969767668,0.004053156132645353,0.01017868022479428,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_mean,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.1705189794853963,0.0031199803984745186,-0.17663414106640635,-0.16440381790438624,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_sd,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.006762614905124798,0.0014383550799865626,0.003943438948351136,0.00958179086189846,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_sd,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,0.0010824607424307457,0.0002546384304413955,0.0005833694187656105,0.001581552066095881,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_sd,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.005680154162694052,0.0013978207228790736,-0.008419882779537036,-0.0029404255458510683,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_skewness,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.06558881117113982,0.001017874319331932,0.06359377750524924,0.06758384483703041,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_skewness,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,0.005696469930151549,0.000867553894958205,0.003996064296033467,0.00739687556426963,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_skewness,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.05989234124098827,0.0009953396106580391,-0.06184320687787803,-0.057941475604098513,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_upper_tail_mean,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.17657563388180295,0.0037106483172929723,0.16930276317990872,0.18384850458369717,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_upper_tail_mean,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,0.006997543102482545,0.0016060595694016324,0.003849666346455346,0.010145419858509745,50
LS0,IC0,plugin_tcate_rmse,TCATE-K-grid_upper_tail_mean,"plugin functional contrast; RMSE over four strata of X1 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.1695780907793204,0.0032514822736812803,-0.17595099603573572,-0.16320518552290508,50
LS1,IC1,aipw_reference_tate_abs_error,REF-ATE-K,aipw reference contrast; marginal absolute error,,causal_drf,cwdb_dr,0.00017723903282746908,0.0012735475906923007,-0.0023189142449294405,0.0026733923105843787,50
LS1,IC1,aipw_reference_tate_abs_error,REF-ATE-K,aipw reference contrast; marginal absolute error,,causal_drf,drf,-0.0007837281713483427,0.00046329019507647666,-0.001691776953698237,0.00012432061100155157,50
LS1,IC1,aipw_reference_tate_abs_error,REF-ATE-K,aipw reference contrast; marginal absolute error,,cwdb_dr,drf,-0.0009609672041758117,0.0014938895476849842,-0.0038889907176383807,0.0019670563092867572,50
LS1,IC1,aipw_reference_tcate_rmse,REF-TCATE-K,"aipw reference contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.013802800945720322,0.002227314085592417,0.009437265337959185,0.01816833655348146,50
LS1,IC1,aipw_reference_tcate_rmse,REF-TCATE-K,"aipw reference contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.004979263974758799,0.0005954590981927115,-0.006146363807216513,-0.003812164142301085,50
LS1,IC1,aipw_reference_tcate_rmse,REF-TCATE-K,"aipw reference contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.01878206492047912,0.002638750218665545,-0.02395401534906359,-0.013610114491894653,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_mean,aipw functional contrast; marginal absolute error,,causal_drf,cwdb_dr,-4.6984413323843816e-05,0.0013887478331156456,-0.002768930166230509,0.0026749613395828215,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_mean,aipw functional contrast; marginal absolute error,,causal_drf,drf,-0.0009256333317387427,0.00043132316429595846,-0.0017710267337588213,-8.023992971866421e-05,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_mean,aipw functional contrast; marginal absolute error,,cwdb_dr,drf,-0.0008786489184148989,0.0015425618929418854,-0.003902070228580994,0.0021447723917511962,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_sd,aipw functional contrast; marginal absolute error,,causal_drf,cwdb_dr,-0.0015668300497429996,0.0009976416280963675,-0.00352220764081188,0.00038854754132588076,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_sd,aipw functional contrast; marginal absolute error,,causal_drf,drf,-4.994572177827172e-05,6.669948716606544e-05,-0.00018067671662375998,8.078527306721654e-05,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_sd,aipw functional contrast; marginal absolute error,,cwdb_dr,drf,0.0015168843279647279,0.001006485739505139,-0.0004558277214653447,0.0034895963773948005,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_skewness,aipw functional contrast; marginal absolute error,,causal_drf,cwdb_dr,-0.001388796780141476,0.0006249637356831137,-0.002613725702080379,-0.0001638678582025733,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_skewness,aipw functional contrast; marginal absolute error,,causal_drf,drf,-0.00012662454149754004,0.00016606416199477285,-0.0004521102990072948,0.00019886121601221473,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_skewness,aipw functional contrast; marginal absolute error,,cwdb_dr,drf,0.001262172238643936,0.0006812624273577696,-7.310211897729245e-05,0.0025974465962651646,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_upper_tail_mean,aipw functional contrast; marginal absolute error,,causal_drf,cwdb_dr,-0.001220116086097716,0.0016026040242713175,-0.004361219973669499,0.0019209878014740662,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_upper_tail_mean,aipw functional contrast; marginal absolute error,,causal_drf,drf,-0.0010836226612987825,0.00036132411612726465,-0.0017918179289082212,-0.0003754273936893437,50
LS1,IC1,aipw_tate_abs_error,TATE-K-grid_upper_tail_mean,aipw functional contrast; marginal absolute error,,cwdb_dr,drf,0.00013649342479893356,0.001690535719943876,-0.0031769565862910633,0.0034499434358889304,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_mean,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.018204678763806305,0.002849362655109227,0.012619927959792221,0.02378942956782039,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_mean,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.006085844422119076,0.0008509931810262723,-0.007753791056930569,-0.0044178977873075825,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_mean,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.02429052318592538,0.003454045122931789,-0.031060451626871686,-0.017520594744979075,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_sd,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,-0.0015996978219114562,0.0009823656110634234,-0.003525134419595766,0.0003257387757728536,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_sd,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.000520370146074832,0.00011462775850798751,-0.0007450405527504875,-0.0002956997393991764,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_sd,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,0.0010793276758366242,0.001038118755758889,-0.0009553850854507983,0.003114040437124047,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_skewness,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.0018470741055139437,0.0009714252219371759,-5.691932948292109e-05,0.0037510675405108083,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_skewness,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.0015145484582468824,0.0002774271239970408,-0.0020583056212810824,-0.0009707912952126825,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_skewness,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.003361622563760826,0.0011264466431525613,-0.005569457984339846,-0.0011537871431818061,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_upper_tail_mean,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.016219362356919835,0.0026563999000735433,0.01101281855277569,0.02142590616106398,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_upper_tail_mean,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.006052301544124436,0.0009077220011950885,-0.00783143666646681,-0.0042731664217820625,50
LS1,IC1,aipw_tcate_rmse,TCATE-K-grid_upper_tail_mean,"aipw functional contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.02227166390104427,0.0032653997795085415,-0.02867184746888101,-0.01587148033320753,50
LS1,IC1,barycenter_rmse,MEANQ-A-K,,0.0,causal_drf,cwdb_dr,0.11137367771776394,0.001930964733174225,0.10758898684074246,0.11515836859478541,50
LS1,IC1,barycenter_rmse,MEANQ-A-K,,0.0,causal_drf,drf,-0.04316782188936241,0.0011883673228667419,-0.045497021842181226,-0.0408386219365436,50
LS1,IC1,barycenter_rmse,MEANQ-A-K,,0.0,cwdb_dr,drf,-0.15454149960712635,0.0019162144469388033,-0.1582972799231264,-0.1507857192911263,50
LS1,IC1,barycenter_rmse,MEANQ-A-K,,1.0,causal_drf,cwdb_dr,0.09589953022971479,0.0017283876336354547,0.09251189046778929,0.09928716999164028,50
LS1,IC1,barycenter_rmse,MEANQ-A-K,,1.0,causal_drf,drf,-0.039442161253521985,0.0011048879165881076,-0.041607741570034676,-0.03727658093700929,50
LS1,IC1,barycenter_rmse,MEANQ-A-K,,1.0,cwdb_dr,drf,-0.13534169148323677,0.0015534255243947778,-0.13838640551105053,-0.13229697745542301,50
LS1,IC1,mean_quantile_rmse,MEANQ-A-K,"arm contrast, the mandatory common target",,causal_drf,cwdb_dr,0.07881495685577022,0.0052781005216570205,0.06846987983332246,0.08916003387821798,50
LS1,IC1,mean_quantile_rmse,MEANQ-A-K,"arm contrast, the mandatory common target",,causal_drf,drf,-0.011339140603127656,0.0018925961625641113,-0.015048629081753315,-0.007629652124501998,50
LS1,IC1,mean_quantile_rmse,MEANQ-A-K,"arm contrast, the mandatory common target",,cwdb_dr,drf,-0.09015409745889788,0.004533358777386297,-0.09903948066257502,-0.08126871425522074,50
LS1,IC1,plugin_reference_tate_abs_error,REF-ATE-K,plugin reference contrast; marginal absolute error,,causal_drf,cwdb_dr,0.09314958362647463,0.0028744966871330174,0.08751557011969392,0.09878359713325534,50
LS1,IC1,plugin_reference_tate_abs_error,REF-ATE-K,plugin reference contrast; marginal absolute error,,causal_drf,drf,-0.005789408222674319,0.0015132875663460294,-0.008755451852712537,-0.0028233645926361017,50
LS1,IC1,plugin_reference_tate_abs_error,REF-ATE-K,plugin reference contrast; marginal absolute error,,cwdb_dr,drf,-0.09893899184914895,0.0021393260453940904,-0.10313207089812136,-0.09474591280017654,50
LS1,IC1,plugin_reference_tcate_rmse,REF-TCATE-K,"plugin reference contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,cwdb_dr,0.0878347523309578,0.0033979690502199643,0.08117473299252667,0.09449477166938894,50
LS1,IC1,plugin_reference_tcate_rmse,REF-TCATE-K,"plugin reference contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,causal_drf,drf,-0.003959782587668381,0.0015221671360678946,-0.006943230174361454,-0.000976335000975308,50
LS1,IC1,plugin_reference_tcate_rmse,REF-TCATE-K,"plugin reference contrast; RMSE over four strata of X4 with edges (-0.5, 0.0, 0.5)",,cwdb_dr,drf,-0.09179453491862619,0.0028318820608707633,-0.09734502375793289,-0.08624404607931949,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_mean,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.11343973437446417,0.003342338941018676,0.10688875005006757,0.11999071869886077,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_mean,plugin functional contrast; marginal absolute error,,causal_drf,drf,-0.007824570531958758,0.0018300527179573212,-0.011411473859155107,-0.004237667204762409,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_mean,plugin functional contrast; marginal absolute error,,cwdb_dr,drf,-0.12126430490642293,0.002520222061624487,-0.12620394014720693,-0.11632466966563892,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.005575701982997708,0.0015334052674259196,0.002570227658842906,0.008581176307152511,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,causal_drf,drf,0.0003953679721068262,0.00024340731211429384,-8.171035963718969e-05,0.0008724463038508421,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_sd,plugin functional contrast; marginal absolute error,,cwdb_dr,drf,-0.005180334010890882,0.0014341792530747056,-0.007991325346917304,-0.002369342674864459,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.011915180355230315,0.003057215691596531,0.005923037599701114,0.017907323110759515,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,causal_drf,drf,-0.002081548184290169,0.0008076370129326878,-0.003664516729638237,-0.0004985796389421009,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_skewness,plugin functional contrast; marginal absolute error,,cwdb_dr,drf,-0.013996728539520484,0.0029008200115694946,-0.019682335762196693,-0.008311121316844274,50
LS1,IC1,plugin_tate_abs_error,TATE-K-grid_upper_tail_mean,plugin functional contrast; marginal absolute error,,causal_drf,cwdb_dr,0.10937846758052323,0.0035100031339613427,0.102498861437959,0.11625807372308747,50
