dgp,n_train,n_grid,n_particles,method,comparator,metric,target_id,n_seeds,mean,mc_se,comparator_mean,paired_delta,paired_mc_se,n_pairs
SYM-NL,500,25,10,cwdb_dr,drf,mean_quantile_rmse,MEANQ-A-K,10,0.1321790104706922,,0.25488783524169095,-0.12270882477099876,0.012072094811686038,10
SYM-NL,500,25,10,cwdb_dr,drf,reference_tcate_rmse,REF-TCATE-COMMON199,10,0.05943598244872801,,0.07440903041624952,-0.01497304796752153,0.007772947504566443,10
SYM-NL,1000,25,10,cwdb_dr,drf,reference_tcate_rmse,REF-TCATE-K,10,0.041656364175153476,,0.07364319258183331,-0.031986828406679844,0.0036659658339942844,10
SYM-NL,1000,25,10,cwdb_dr,drf,reference_effect_rmse,REF-ATE-K,10,0.017633342444770113,,0.03035778559252437,-0.01272444314775426,0.0059924243095937305,10
SYM-NL,1000,25,10,cwdb_dr,drf,kernel_law_error,LAW-A-K,10,0.021998632074992107,,0.06305818297561008,-0.04105955090061796,0.0009862343689653196,10
SYM-NL,1000,25,10,cwdb_dr,drf,mean_quantile_rmse,MEANQ-A-K,10,0.10712225604274224,,0.22281505760787942,-0.11569280156513721,0.007892614312067784,10
SYM-NL,1000,25,10,cwdb_dr,drf,reference_tcate_rmse,REF-TCATE-COMMON199,10,0.04146431093787309,,0.07346394625826633,-0.031999635320393224,0.003619040926948069,10
SYM-RANDOM,500,25,10,cwdb_dr,drf,reference_tcate_rmse,REF-TCATE-K,10,0.04442763699415645,,0.041709883521391725,0.0027177534727647243,0.004828795732226889,10
SYM-RANDOM,500,25,10,cwdb_dr,drf,reference_effect_rmse,REF-ATE-K,10,0.015715847394025078,,0.016925252023266512,-0.001209404629241434,0.0031812981569231966,10
SYM-RANDOM,500,25,10,cwdb_dr,drf,kernel_law_error,LAW-A-K,10,0.02889968663963196,,0.06545763609948382,-0.03655794945985188,0.002022463351484663,10
SYM-RANDOM,500,25,10,cwdb_dr,drf,mean_quantile_rmse,MEANQ-A-K,10,0.13235027635732344,,0.12076663441466558,0.011583641942657855,0.004872386031753901,10
SYM-RANDOM,500,25,10,cwdb_dr,drf,reference_tcate_rmse,REF-TCATE-COMMON199,10,0.04408743840240511,,0.04160701729062522,0.002480421111779894,0.004864138331857785,10
SYM-RANDOM,1000,25,10,cwdb_dr,drf,reference_tcate_rmse,REF-TCATE-K,10,0.02859516809102648,,0.02753961021673827,0.0010555578742882138,0.003975516968571502,10
SYM-RANDOM,1000,25,10,cwdb_dr,drf,reference_effect_rmse,REF-ATE-K,10,0.010182039724058857,,0.009886984723869334,0.0002950550001895215,0.0018244291721572156,10
SYM-RANDOM,1000,25,10,cwdb_dr,drf,kernel_law_error,LAW-A-K,10,0.023273550072227967,,0.04965422904734981,-0.026380678975121846,0.0012291443587366846,10
SYM-RANDOM,1000,25,10,cwdb_dr,drf,mean_quantile_rmse,MEANQ-A-K,10,0.11786104477186402,,0.10584864675559529,0.012012398016268749,0.0037986438256256516,10
SYM-RANDOM,1000,25,10,cwdb_dr,drf,reference_tcate_rmse,REF-TCATE-COMMON199,10,0.02847956705910844,,0.027462588888390888,0.001016978170717554,0.003918261502088682,10
