dgp,n_train,n_grid,n_particles,metric,target_id,functional,mean,mc_se,n_seeds,primary_mean,absolute_delta,relative_delta,paired_delta,paired_mc_se,n_pairs,evaluated
IC3,1000,25,10,kernel_law_error,LAW-A-K,,0.01878640647932004,0.0006810193929870029,10,0.01878640647932004,0.0,0.0,0.0,0.0,10,True
IC3,1000,25,25,kernel_law_error,LAW-A-K,,0.019257063076363316,0.0009365897176599567,10,0.01878640647932004,0.0004706565970432758,0.025053040216146266,-0.00047065659704327784,0.0006897996542868643,10,True
IC3,1000,25,5,mean_quantile_rmse,MEANQ-A-K,,0.11034545320880892,0.0042732402833684496,10,0.11831614614052617,0.007970692931717246,0.06736775319110136,0.007970692931717227,0.004368373064904956,10,True
IC3,1000,25,10,mean_quantile_rmse,MEANQ-A-K,,0.11831614614052617,0.005502396210271046,10,0.11831614614052617,0.0,0.0,0.0,0.0,10,True
IC3,1000,25,25,mean_quantile_rmse,MEANQ-A-K,,0.12588482438358645,0.00828895565815373,10,0.11831614614052617,0.007568678243060276,0.06396995245324187,-0.007568678243060284,0.006659959327329014,10,True
IC3,1000,25,5,reference_effect_rmse,REF-ATE-K,,0.016135743513628766,0.00416598161410709,10,0.01816198544360067,0.002026241929971903,0.11156500131905152,0.002026241929971903,0.002078008772347011,10,True
IC3,1000,25,10,reference_effect_rmse,REF-ATE-K,,0.01816198544360067,0.003945032441411493,10,0.01816198544360067,0.0,0.0,0.0,0.0,10,True
IC3,1000,25,25,reference_effect_rmse,REF-ATE-K,,0.016701359090672233,0.0029265727447145176,10,0.01816198544360067,0.001460626352928436,0.0804221739668382,0.0014606263529284374,0.0027683716542535996,10,True
IC3,1000,25,5,reference_tcate_rmse,REF-TCATE-K,,0.04625532636329866,0.006380734761239964,10,0.04736192997244222,0.0011066036091435597,0.023364833523199804,0.0011066036091435525,0.002920312257362019,10,True
IC3,1000,25,10,reference_tcate_rmse,REF-TCATE-K,,0.04736192997244222,0.006127420662122925,10,0.04736192997244222,0.0,0.0,0.0,0.0,10,True
IC3,1000,25,25,reference_tcate_rmse,REF-TCATE-K,,0.04872993627622975,0.006624763559670615,10,0.04736192997244222,0.0013680063037875279,0.02888409118005768,-0.0013680063037875376,0.0038466669691673,10,True
IC3,1000,25,5,tate_functional_rmse,TATE-K-grid_mean,grid_mean,0.02429440562058521,0.004262923021649443,10,0.025994760113961218,0.0017003544933760079,0.06541143237797316,0.0017003544933760079,0.0030997445095922523,10,True
IC3,1000,25,10,tate_functional_rmse,TATE-K-grid_mean,grid_mean,0.025994760113961218,0.0036894247969364974,10,0.025994760113961218,0.0,0.0,0.0,0.0,10,True
IC3,1000,25,25,tate_functional_rmse,TATE-K-grid_mean,grid_mean,0.024389890651278653,0.003860133104241288,10,0.025994760113961218,0.0016048694626825642,0.06173819091412288,0.0016048694626825649,0.003959544665138015,10,True
IC3,1000,25,5,tate_functional_rmse,TATE-K-grid_sd,grid_sd,0.010954727759051245,0.0030197395400937597,10,0.014627415616029357,0.0036726878569781126,0.25108248465664856,0.003672687856978112,0.002516685696988787,10,True
IC3,1000,25,10,tate_functional_rmse,TATE-K-grid_sd,grid_sd,0.014627415616029357,0.002692447107942709,10,0.014627415616029357,0.0,0.0,0.0,0.0,10,True
IC3,1000,25,25,tate_functional_rmse,TATE-K-grid_sd,grid_sd,0.014590129586706491,0.004235179732743089,10,0.014627415616029357,3.7286029322866274e-05,0.002549051062855329,3.7286029322864885e-05,0.0033217583330712075,10,True
IC3,1000,25,5,tate_functional_rmse,TATE-K-grid_skewness,grid_skewness,0.012639656683440132,0.0027035302447243324,10,0.014557310729031164,0.0019176540455910322,0.13173133975678064,0.0019176540455910329,0.0024644992784678996,10,True
IC3,1000,25,10,tate_functional_rmse,TATE-K-grid_skewness,grid_skewness,0.014557310729031164,0.0021692377699086777,10,0.014557310729031164,0.0,0.0,0.0,0.0,10,True
IC3,1000,25,25,tate_functional_rmse,TATE-K-grid_skewness,grid_skewness,0.010902088497165568,0.0023458938796779194,10,0.014557310729031164,0.003655222231865596,0.2510918602964287,0.003655222231865596,0.0022188933264951777,10,True
IC3,1000,25,5,tate_functional_rmse,TATE-K-grid_upper_tail_mean,grid_upper_tail_mean,0.02721990700047261,0.0058178868927069695,10,0.0265063184410567,0.0007135885594159105,0.026921451238230226,-0.0007135885594159147,0.003976875200594288,10,True
