grid,dgp,n_train,n_grid,n_particles,method,metric,comparison,native_target_id,common_target_id,n_pairs,native_mean,common_mean,paired_delta,paired_mc_se,p_value
wcf_sensitivity_v1_flex,SYM-MU,500,25,10,cwdb_dr_flex,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.02732646504254609,0.037420330715862746,-0.010093865673316656,0.00011463389394133052,0.0
wcf_sensitivity_v1_flex,SYM-MU,500,25,10,cwdb_dr_oracle,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.04258814632248029,0.04231418240493272,0.00027396391754756707,8.613140768975341e-05,0.0014688584264185571
wcf_sensitivity_v1_flex,SYM-MU,500,25,10,cwdb_dr_oracle,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.04258814632248029,0.043358825122046855,-0.0007706787995665689,0.0003368119581690569,0.022128352197389574
wcf_sensitivity_v1_flex,SYM-MU,500,25,10,cwdb_dr_oracle,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.02732646504254609,0.037420330715862746,-0.010093865673316656,0.00011463389394133052,0.0
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.1056604009305507,0.10498522404010151,0.0006751768904491709,0.00015509902963160507,1.3416545902014604e-05
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.1056604009305507,0.10913654191921099,-0.0034761409886603064,0.0006398294281334486,5.5439804925386144e-08
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.02363687322588149,0.03373960873172537,-0.010102735505843882,0.00016168887546109937,0.0
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.02614621015131268,0.02597529848078991,0.00017091167052277098,4.718484175863677e-05,0.0002921383772083061
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.02614621015131268,0.026962858139696344,-0.0008166479883836621,0.00021797200553988518,0.00017926699062811307
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.02363687322588149,0.03373960873172537,-0.010102735505843882,0.00016168887546109937,0.0
wcf_sensitivity_v1_flex,SYM-NL,500,25,10,cwdb_dr_flex,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.17366091991802143,0.17299243043148757,0.0006684894865338576,0.0002593059809294875,0.009937547555351752
wcf_sensitivity_v1_flex,SYM-NL,500,25,10,cwdb_dr_flex,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.17366091991802143,0.17896051530273277,-0.005299595384711345,0.001110987118893633,1.8407218576877965e-06
wcf_sensitivity_v1_flex,SYM-NL,500,25,10,cwdb_dr_flex,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.029028240854596498,0.03917674409061407,-0.010148503236017571,0.00014858613558293353,0.0
wcf_sensitivity_v1_flex,SYM-NL,500,25,10,cwdb_dr_oracle,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.05782438919626985,0.057436460006032995,0.0003879291902368555,9.279799707605287e-05,2.9104581584196496e-05
wcf_sensitivity_v1_flex,SYM-NL,500,25,10,cwdb_dr_oracle,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.05782438919626985,0.059395958730365725,-0.0015715695340958852,0.00042962762375543475,0.000254210234140881
wcf_sensitivity_v1_flex,SYM-NL,500,25,10,cwdb_dr_oracle,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.029028240854596498,0.03917674409061407,-0.010148503236017571,0.00014858613558293353,0.0
wcf_sensitivity_v1_flex,SYM-NL,1000,25,10,cwdb_dr_flex,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.1470896380025269,0.1461968931756134,0.0008927448269134789,0.0004709558654895454,0.05801270768220832
wcf_sensitivity_v1_flex,SYM-NL,1000,25,10,cwdb_dr_flex,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.1470896380025269,0.1533641909042966,-0.006274552901769727,0.0008669115567542667,4.559420004356505e-13
wcf_sensitivity_v1_flex,SYM-NL,1000,25,10,cwdb_dr_flex,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.021998632074992107,0.032263264048521714,-0.01026463197352961,8.528356440344017e-05,0.0
wcf_sensitivity_v1_flex,SYM-NL,1000,25,10,cwdb_dr_oracle,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.03388322710801821,0.033704666995163016,0.00017856011285520174,9.817492145431525e-05,0.06894262353518874
wcf_sensitivity_v1_flex,SYM-NL,1000,25,10,cwdb_dr_oracle,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.03388322710801821,0.03553042733526178,-0.0016472002272435713,0.00026658082961717946,6.451306308978604e-10
wcf_sensitivity_v1_flex,SYM-NL,1000,25,10,cwdb_dr_oracle,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.021998632074992107,0.032263264048521714,-0.01026463197352961,8.528356440344017e-05,0.0
wcf_sensitivity_v1_flex_rf,SYM-MU,500,25,10,cwdb_dr_flex_rf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.047007794069504207,0.04674194737676041,0.00026584669274379996,8.194162565769123e-05,0.0011772213055915878
wcf_sensitivity_v1_flex_rf,SYM-MU,500,25,10,cwdb_dr_flex_rf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.047007794069504207,0.04778859827237622,-0.000780804202872011,0.000280950309402569,0.0054500664296697355
wcf_sensitivity_v1_flex_rf,SYM-MU,500,25,10,cwdb_dr_flex_rf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.02732646504254609,0.037420330715862746,-0.010093865673316656,0.00011463389394133052,0.0
wcf_sensitivity_v1_flex_rf,SYM-MU,1000,25,10,cwdb_dr_flex_rf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.029102881370266027,0.02890974767037664,0.00019313369988938658,6.37902284029156e-05,0.002464733986869972
wcf_sensitivity_v1_flex_rf,SYM-MU,1000,25,10,cwdb_dr_flex_rf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.029102881370266027,0.030127573441942085,-0.0010246920716760629,0.00021339787055823316,1.572524169857928e-06
wcf_sensitivity_v1_flex_rf,SYM-MU,1000,25,10,cwdb_dr_flex_rf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.02363687322588149,0.03373960873172537,-0.010102735505843882,0.00016168887546109937,0.0
wcf_sensitivity_v1_flex_rf,SYM-NL,500,25,10,cwdb_dr_flex_rf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.056469759260361976,0.056197700630549886,0.00027205862981208724,0.00012089288182942234,0.024422889031464855
wcf_sensitivity_v1_flex_rf,SYM-NL,500,25,10,cwdb_dr_flex_rf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.056469759260361976,0.05816837498851539,-0.0016986157281534066,0.0003806064913806889,8.085083422542579e-06
wcf_sensitivity_v1_flex_rf,SYM-NL,500,25,10,cwdb_dr_flex_rf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.029028240854596498,0.03917674409061407,-0.010148503236017571,0.00014858613558293353,0.0
wcf_sensitivity_v1_flex_rf,SYM-NL,1000,25,10,cwdb_dr_flex_rf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.03829519844029431,0.03810762683022805,0.00018757161006626114,0.00011934221916666612,0.11601733440883673
wcf_sensitivity_v1_flex_rf,SYM-NL,1000,25,10,cwdb_dr_flex_rf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.03829519844029431,0.040304887946273835,-0.00200968950597952,0.0002739908384101722,2.2192274550447368e-13
wcf_sensitivity_v1_flex_rf,SYM-NL,1000,25,10,cwdb_dr_flex_rf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.021998632074992107,0.032263264048521714,-0.01026463197352961,8.528356440344017e-05,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.15282549791744343,0.1566113904232977,-0.0037858925058542907,0.00037779054362100495,1.2307314486076561e-23
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.15282549791744343,0.16135064180976963,-0.008525143892326219,0.0004536533793913598,8.748080360457709e-79
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,causal_drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.05721734867876592,0.2880238773252393,-0.23080652864647339,0.0024279090795633587,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.031846174065840435,0.032055791953957934,-0.00020961788811750466,0.00038337868782503464,0.5845404785491961
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.031846174065840435,0.0320942410833137,-0.0002480670174732653,0.0004016250694388434,0.5368006713107265
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.01774015956220776,0.2750718677279714,-0.2573317081657637,0.0026503928731490957,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.16643677753209163,0.17051941156958894,-0.004082634037497335,0.000356117664065838,1.994018860853605e-30
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.16643677753209163,0.17559837441259105,-0.009161596880499445,0.00038181617768181055,3.1522274620938496e-127
wcf_sensitivity_v1_logit_f3,IC0,1000,5,10,drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.0762078561278913,0.30088399169791685,-0.22467613557002558,0.002455617723365223,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,25,5,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.02980031781643172,0.02980139413894862,-1.0763225168949897e-06,0.00014319482232472426,0.9940027647767884
wcf_sensitivity_v1_logit_f3,IC0,1000,25,5,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.02980031781643172,0.029724845650407866,7.547216602385565e-05,0.0013077650009854307,0.9539789899022275
wcf_sensitivity_v1_logit_f3,IC0,1000,25,5,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.01528928675865084,0.0673615482081621,-0.05207226144951127,0.0007501737223243216,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.15780545553614694,0.15936572775699667,-0.0015602722208497427,0.00010599384944327281,4.768075985333e-49
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.15780545553614694,0.18254383981943606,-0.024738384283289144,0.0010309940836699622,3.1593284749133187e-127
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,causal_drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.046733968112982936,0.09279868718550795,-0.046064719072525004,0.0005782973893993154,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.028572799968550423,0.028606302039974975,-3.350207142455361e-05,0.0001363061127321849,0.8058482517329957
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.028572799968550423,0.02922199096114712,-0.0006491909925967021,0.001449377964627483,0.6542180970624383
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.015286262643050852,0.06687927520211155,-0.051593012559060694,0.0006095994651913857,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.1544057797118461,0.15595555281348897,-0.0015497731016428152,0.00010270985528818673,1.9176944438078835e-51
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.1544057797118461,0.1782078675945616,-0.023802087882715445,0.0011307848316121842,2.3269456156516418e-98
wcf_sensitivity_v1_logit_f3,IC0,1000,25,10,drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.06413054178424533,0.10856552030775435,-0.04443497852350905,0.0005840992768414261,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,25,25,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.02804079697189756,0.028206440703017015,-0.00016564373111945807,0.00013361910314066972,0.2150970968756134
wcf_sensitivity_v1_logit_f3,IC0,1000,25,25,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.02804079697189756,0.0294942756755242,-0.0014534787036266435,0.001311682674145934,0.2678175997437038
wcf_sensitivity_v1_logit_f3,IC0,1000,25,25,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.015262917190107764,0.06610356361655755,-0.05084064642644979,0.000780399108238141,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.1377649226815105,0.13850538955707573,-0.0007404668755652183,6.353412679764803e-05,2.173169010463849e-31
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.1377649226815105,0.16063924047437947,-0.022874317792868956,0.0015177482118701848,2.5044379085800412e-51
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,causal_drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.04920407683251335,0.06736940270659122,-0.018165325874077865,0.00026823814601878497,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.029726863736103847,0.029811995644915497,-8.513190881164686e-05,7.019781354387344e-05,0.22522808425773844
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.029726863736103847,0.03160757061553503,-0.0018807068794311776,0.0012674896993585872,0.13786080136351106
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.014996654853805533,0.03583371034460464,-0.02083705549079911,0.00025737371060480187,0.0
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.143525765077456,0.14435495095849943,-0.0008291858810434427,5.571633450969013e-05,4.296299831941059e-50
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.143525765077456,0.16699558833445832,-0.023469823257002323,0.0012337029835488612,1.081644789334186e-80
wcf_sensitivity_v1_logit_f3,IC0,1000,49,10,drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.060343339714548715,0.078181541862128,-0.01783820214757929,0.00025677074756752657,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,5,5,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.030084751825753254,0.027861162281892164,0.0022235895438610883,0.0008177904654132239,0.006547542809636979
wcf_sensitivity_v1_logit_f3,IC1,1000,5,5,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.030084751825753254,0.026938080388325153,0.003146671437428105,0.001794607684782623,0.07953276666982886
wcf_sensitivity_v1_logit_f3,IC1,1000,5,5,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.018618377251964406,0.2475904306084063,-0.22897205335644194,0.0026485944619754308,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.130487544241588,0.13901309498725217,-0.008525550745664136,0.00040949865120559455,2.882709950777811e-96
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.130487544241588,0.15126187273681066,-0.020774328495222642,0.00047811145329962486,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,causal_drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.05325735575591454,0.25686045408650493,-0.2036030983305904,0.002184578025427303,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.0260809909925392,0.024946922847770395,0.0011340681447688003,0.0007827751697939174,0.14739933976860126
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.0260809909925392,0.024788029834311085,0.0012929611582281112,0.0017968534849303601,0.4717900299003739
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.020176184596326772,0.24743820984155981,-0.22726202524523303,0.0023796968562080256,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.1486848399345056,0.15792473322005712,-0.009239893285551543,0.0003466773814520229,1.6646138157305511e-156
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.1486848399345056,0.17066740452800191,-0.021982564593496325,0.00037240894395416745,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,5,10,drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.06883489446745114,0.26849052577098714,-0.19965563130353603,0.002139861642594964,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,5,25,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.02837113392012532,0.027474888809976596,0.000896245110148719,0.0009778058184210423,0.3593585584593544
wcf_sensitivity_v1_logit_f3,IC1,1000,5,25,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.02837113392012532,0.027669544172081357,0.000701589748043962,0.0020966646774980037,0.7379103837488983
wcf_sensitivity_v1_logit_f3,IC1,1000,5,25,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.018787441922216135,0.24378625222240982,-0.2249988103001937,0.002551890351956151,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,25,5,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.030026983831248473,0.02795503950374953,0.0020719443274989403,0.0015854831704550446,0.19127316309700804
wcf_sensitivity_v1_logit_f3,IC1,1000,25,5,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.030026983831248473,0.03199672481512515,-0.0019697409838766813,0.0008162955869343701,0.015820770246730148
wcf_sensitivity_v1_logit_f3,IC1,1000,25,5,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.01742099562642164,0.061303764067516045,-0.043882768441094414,0.0006082811476027878,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.13396417352800355,0.1462741906406518,-0.012310017112648263,0.00010574966625995607,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.13396417352800355,0.1555088249649633,-0.021544651436959765,0.0011464290626680184,8.643716958984252e-79
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,causal_drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.0455803829214106,0.084420536019888,-0.03884015309847738,0.0004753092359175774,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.030854929704266943,0.0289670072047787,0.0018879224994882491,0.0011618490378915401,0.10417763234297253
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.030854929704266943,0.03170408428085925,-0.0008491545765923044,0.0011379203179034876,0.4555262075290403
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.016942015582137423,0.06046282797933951,-0.04352081239720208,0.0005843198292027447,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.13950889707655875,0.15191308099611314,-0.012404183919554406,9.091481433540532e-05,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.13950889707655875,0.16196978614898513,-0.022460889072426417,0.0010042763972679016,8.580852764862362e-111
wcf_sensitivity_v1_logit_f3,IC1,1000,25,10,drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.05912785285382427,0.0971305300278654,-0.03800267717404114,0.0004848535831754864,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,25,25,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.02805222488235957,0.02591413065188495,0.0021380942304746247,0.0017788891705363772,0.22939196355419889
wcf_sensitivity_v1_logit_f3,IC1,1000,25,25,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.02805222488235957,0.028910992073276725,-0.0008587671909171587,0.0011894163301115876,0.4702900318529407
wcf_sensitivity_v1_logit_f3,IC1,1000,25,25,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.017166389356229078,0.060214462725876695,-0.04304807336964761,0.0006165451499312492,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,49,5,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.025309065728102525,0.023473318198155773,0.0018357475299467505,0.0010566819673621967,0.08233858116246907
wcf_sensitivity_v1_logit_f3,IC1,1000,49,5,cwdb_dr,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.025309065728102525,0.026831515448545014,-0.0015224497204424882,0.0016928921024868904,0.3684828680838109
wcf_sensitivity_v1_logit_f3,IC1,1000,49,5,cwdb_dr,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.017007730263828576,0.03487722503012848,-0.0178694947662999,0.0002935005309126213,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,49,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs COMMON199,REF-TCATE-K,REF-TCATE-COMMON199,10,0.10616212533670895,0.11370810113671515,-0.007545975800006191,7.327837348643447e-05,0.0
wcf_sensitivity_v1_logit_f3,IC1,1000,49,10,causal_drf,reference_tcate_rmse,REF-TCATE native vs INTERIOR,REF-TCATE-K,REF-TCATE-INTERIOR,10,0.10616212533670895,0.12381537805375306,-0.017653252717044116,0.0015489979609854111,4.3495397471673764e-30
wcf_sensitivity_v1_logit_f3,IC1,1000,49,10,causal_drf,kernel_law_error,LAW-A native vs COMMON199,LAW-A-K,LAW-A-COMMON199,10,0.047408137521889764,0.06275907227001955,-0.015350934748129772,0.0002163970509594738,0.0
