grid,dgp,n_train,n_grid,n_particles,method,seed,metric,target_id,value,n_arm_rows,wall_seconds
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tail_calibration,LAW-A-K,0.03613303749449916,2,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tate_functional_rmse,TATE-COMMON199-grid_mean,0.05272615963598895,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tate_functional_rmse,TATE-COMMON199-grid_sd,0.012316652015301743,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tate_functional_rmse,TATE-COMMON199-grid_skewness,0.0008810023683006928,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tate_functional_rmse,TATE-COMMON199-grid_upper_tail_mean,0.06291264021906948,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tate_functional_rmse,TATE-K-grid_mean,0.055140345727386436,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tate_functional_rmse,TATE-K-grid_sd,0.011846385043714536,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tate_functional_rmse,TATE-K-grid_skewness,0.0005075581998616903,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tate_functional_rmse,TATE-K-grid_upper_tail_mean,0.06457342474189462,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tcate_functional_rmse,TCATE-COMMON199-grid_mean,0.0623204480030934,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tcate_functional_rmse,TCATE-COMMON199-grid_sd,0.01300450446334808,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tcate_functional_rmse,TCATE-COMMON199-grid_skewness,0.003160989181545712,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tcate_functional_rmse,TCATE-COMMON199-grid_upper_tail_mean,0.07075211757030278,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tcate_functional_rmse,TCATE-K-grid_mean,0.0623204386686722,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tcate_functional_rmse,TCATE-K-grid_sd,0.01306178127920548,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tcate_functional_rmse,TCATE-K-grid_skewness,0.002444641397217132,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,8,tcate_functional_rmse,TCATE-K-grid_upper_tail_mean,0.07047184410348453,1,331.65148640399997
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,arm_energy_risk,LAW-A-M-K,0.047950891617530605,2,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,barycenter_rmse,MEANQ-A-K,0.16229417055142648,2,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,diagnostic_dense_dr_n_levels,NONE_OPERATIONAL,199.0,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,diagnostic_dr_if_se_reference,NONE_OPERATIONAL,0.056351125141182214,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,diagnostic_effective_support,NONE_OPERATIONAL,9.999999999999998,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,diagnostic_ehat_mean,NONE_OPERATIONAL,0.5024409196835794,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,diagnostic_n_boosting_steps,NONE_OPERATIONAL,100.0,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,diagnostic_selected_contrast_shrinkage,NONE_OPERATIONAL,0.0,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,diagnostic_train_risk,NONE_OPERATIONAL,0.05453625751992735,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,kernel_law_error,LAW-A-COMMON199,0.03308199897598402,2,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,kernel_law_error,LAW-A-INTERIOR,0.02228153758180342,2,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,kernel_law_error,LAW-A-K,0.022715628808081777,2,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,mean_quantile_rmse,MEANQ-A-COMMON199,0.12333844391580498,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,mean_quantile_rmse,MEANQ-A-INTERIOR,0.12092187271418527,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,mean_quantile_rmse,MEANQ-A-K,0.12416034606638071,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,mode_coverage,LAW-A-K,1.0,2,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,peak_ram,NONE_OPERATIONAL,171.84765625,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,process_peak_ram,NONE_OPERATIONAL,437.8984375,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,reference_effect_rmse,REF-ATE-COMMON199,0.006231450805773538,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,reference_effect_rmse,REF-ATE-K,0.010681747639997127,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,reference_tcate_rmse,REF-TCATE-COMMON199,0.0479368358890038,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,reference_tcate_rmse,REF-TCATE-INTERIOR,0.04993097794427678,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,reference_tcate_rmse,REF-TCATE-K,0.047873772256593325,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,runtime,NONE_OPERATIONAL,313.810161506,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tail_calibration,LAW-A-K,0.033619922744222146,2,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tate_functional_rmse,TATE-COMMON199-grid_mean,0.0016927409787571568,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tate_functional_rmse,TATE-COMMON199-grid_sd,0.006487218881878774,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tate_functional_rmse,TATE-COMMON199-grid_skewness,0.004196933491454981,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tate_functional_rmse,TATE-COMMON199-grid_upper_tail_mean,0.006910339412562111,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tate_functional_rmse,TATE-K-grid_mean,0.0005606516344549284,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tate_functional_rmse,TATE-K-grid_sd,0.006557433911136306,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tate_functional_rmse,TATE-K-grid_skewness,0.004218994802889902,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tate_functional_rmse,TATE-K-grid_upper_tail_mean,0.004592161798697869,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tcate_functional_rmse,TCATE-COMMON199-grid_mean,0.12049730310454054,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tcate_functional_rmse,TCATE-COMMON199-grid_sd,0.007862547513500445,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tcate_functional_rmse,TCATE-COMMON199-grid_skewness,0.0046897666079235975,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tcate_functional_rmse,TCATE-COMMON199-grid_upper_tail_mean,0.11951839438820669,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tcate_functional_rmse,TCATE-K-grid_mean,0.12049731130392143,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tcate_functional_rmse,TCATE-K-grid_sd,0.007901564356167063,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tcate_functional_rmse,TCATE-K-grid_skewness,0.0047267292173969406,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_flex,9,tcate_functional_rmse,TCATE-K-grid_upper_tail_mean,0.11953812088286779,1,317.545302913
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,arm_energy_risk,LAW-A-M-K,0.04947699750604731,2,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,barycenter_rmse,MEANQ-A-K,0.16046226258458562,2,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,diagnostic_dense_dr_n_levels,NONE_OPERATIONAL,199.0,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,diagnostic_dr_if_se_reference,NONE_OPERATIONAL,0.01697163649441874,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,diagnostic_effective_support,NONE_OPERATIONAL,9.999999999999998,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,diagnostic_ehat_mean,NONE_OPERATIONAL,0.4956516351424105,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,diagnostic_n_boosting_steps,NONE_OPERATIONAL,100.0,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,diagnostic_selected_contrast_shrinkage,NONE_OPERATIONAL,0.0,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,diagnostic_train_risk,NONE_OPERATIONAL,0.051859677197713366,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,kernel_law_error,LAW-A-COMMON199,0.035340223899913814,2,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,kernel_law_error,LAW-A-INTERIOR,0.024398283064133802,2,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,kernel_law_error,LAW-A-K,0.024728208481066962,2,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,mean_quantile_rmse,MEANQ-A-COMMON199,0.12130009852488774,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,mean_quantile_rmse,MEANQ-A-INTERIOR,0.11926872789589969,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,mean_quantile_rmse,MEANQ-A-K,0.12154362184013723,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,mode_coverage,LAW-A-K,1.0,2,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,peak_ram,NONE_OPERATIONAL,21.265625,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,process_peak_ram,NONE_OPERATIONAL,455.59375,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,reference_effect_rmse,REF-ATE-COMMON199,0.014182516310202817,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,reference_effect_rmse,REF-ATE-K,0.013208927621326676,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,reference_tcate_rmse,REF-TCATE-COMMON199,0.0359112921180662,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,reference_tcate_rmse,REF-TCATE-INTERIOR,0.03695996110430203,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,reference_tcate_rmse,REF-TCATE-K,0.03621554526371132,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,runtime,NONE_OPERATIONAL,289.3237041370003,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tail_calibration,LAW-A-K,0.03081281279655959,2,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tate_functional_rmse,TATE-COMMON199-grid_mean,0.004376492791244191,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tate_functional_rmse,TATE-COMMON199-grid_sd,0.0012234559651225054,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tate_functional_rmse,TATE-COMMON199-grid_skewness,0.0003328011357449918,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tate_functional_rmse,TATE-COMMON199-grid_upper_tail_mean,0.0033938455773939447,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tate_functional_rmse,TATE-K-grid_mean,0.005481181247632222,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tate_functional_rmse,TATE-K-grid_sd,0.0013320756401009686,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tate_functional_rmse,TATE-K-grid_skewness,0.0004026102169393243,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tate_functional_rmse,TATE-K-grid_upper_tail_mean,0.0044534059852512076,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tcate_functional_rmse,TCATE-COMMON199-grid_mean,0.029240954907007646,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tcate_functional_rmse,TCATE-COMMON199-grid_sd,0.003970057078450621,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tcate_functional_rmse,TCATE-COMMON199-grid_skewness,0.0005557413260473851,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tcate_functional_rmse,TCATE-COMMON199-grid_upper_tail_mean,0.028014305935774766,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tcate_functional_rmse,TCATE-K-grid_mean,0.02924095691348681,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tcate_functional_rmse,TCATE-K-grid_sd,0.003988081065638121,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tcate_functional_rmse,TCATE-K-grid_skewness,0.0006404547538695183,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,0,tcate_functional_rmse,TCATE-K-grid_upper_tail_mean,0.028047877076226833,1,291.5111339270002
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,arm_energy_risk,LAW-A-M-K,0.04735994229188098,2,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,barycenter_rmse,MEANQ-A-K,0.15152891016295394,2,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,diagnostic_dense_dr_n_levels,NONE_OPERATIONAL,199.0,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,diagnostic_dr_if_se_reference,NONE_OPERATIONAL,0.017638311295201898,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,diagnostic_effective_support,NONE_OPERATIONAL,9.999999999999998,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,diagnostic_ehat_mean,NONE_OPERATIONAL,0.49522717242008285,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,diagnostic_n_boosting_steps,NONE_OPERATIONAL,100.0,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,diagnostic_selected_contrast_shrinkage,NONE_OPERATIONAL,0.0,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,diagnostic_train_risk,NONE_OPERATIONAL,0.04642500550347659,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,kernel_law_error,LAW-A-COMMON199,0.03221208638124069,2,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,kernel_law_error,LAW-A-INTERIOR,0.02163475502453357,2,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,kernel_law_error,LAW-A-K,0.021894564272720077,2,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,mean_quantile_rmse,MEANQ-A-COMMON199,0.11202171257571382,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,mean_quantile_rmse,MEANQ-A-INTERIOR,0.11031019113999964,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,mean_quantile_rmse,MEANQ-A-K,0.11218438574665286,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,mode_coverage,LAW-A-K,1.0,2,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,peak_ram,NONE_OPERATIONAL,19.00390625,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,process_peak_ram,NONE_OPERATIONAL,458.03515625,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,reference_effect_rmse,REF-ATE-COMMON199,0.011390107587657648,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,reference_effect_rmse,REF-ATE-K,0.0007734920314166407,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,reference_tcate_rmse,REF-TCATE-COMMON199,0.026605971269941797,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,reference_tcate_rmse,REF-TCATE-INTERIOR,0.027064440999983966,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,reference_tcate_rmse,REF-TCATE-K,0.02699119465553269,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,runtime,NONE_OPERATIONAL,303.41660250800004,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tail_calibration,LAW-A-K,0.027512552509246238,2,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tate_functional_rmse,TATE-COMMON199-grid_mean,0.02249286111103299,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tate_functional_rmse,TATE-COMMON199-grid_sd,0.0010814329107975012,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tate_functional_rmse,TATE-COMMON199-grid_skewness,0.00011813638794172873,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tate_functional_rmse,TATE-COMMON199-grid_upper_tail_mean,0.02338198339022929,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tate_functional_rmse,TATE-K-grid_mean,0.021804037067182647,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tate_functional_rmse,TATE-K-grid_sd,0.0010764091884934756,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tate_functional_rmse,TATE-K-grid_skewness,8.063608140775901e-05,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tate_functional_rmse,TATE-K-grid_upper_tail_mean,0.022649064969958888,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tcate_functional_rmse,TCATE-COMMON199-grid_mean,0.03233864554821494,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tcate_functional_rmse,TCATE-COMMON199-grid_sd,0.0033894766292173585,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tcate_functional_rmse,TCATE-COMMON199-grid_skewness,0.0009205981910230497,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tcate_functional_rmse,TCATE-COMMON199-grid_upper_tail_mean,0.03420495016429294,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tcate_functional_rmse,TCATE-K-grid_mean,0.032338656006259556,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tcate_functional_rmse,TCATE-K-grid_sd,0.003407955220432654,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tcate_functional_rmse,TCATE-K-grid_skewness,0.0010294587246183187,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,1,tcate_functional_rmse,TCATE-K-grid_upper_tail_mean,0.03412592303280707,1,305.76074715600004
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,arm_energy_risk,LAW-A-M-K,0.05152420477907871,2,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,barycenter_rmse,MEANQ-A-K,0.16341991112125764,2,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,diagnostic_dense_dr_n_levels,NONE_OPERATIONAL,199.0,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,diagnostic_dr_if_se_reference,NONE_OPERATIONAL,0.018096836575788745,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,diagnostic_effective_support,NONE_OPERATIONAL,9.999999999999998,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,diagnostic_ehat_mean,NONE_OPERATIONAL,0.5005211929512883,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,diagnostic_n_boosting_steps,NONE_OPERATIONAL,100.0,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,diagnostic_selected_contrast_shrinkage,NONE_OPERATIONAL,0.0,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,diagnostic_train_risk,NONE_OPERATIONAL,0.05506197533186118,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,kernel_law_error,LAW-A-COMMON199,0.033876760808353376,2,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,kernel_law_error,LAW-A-INTERIOR,0.02387767293389783,2,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,kernel_law_error,LAW-A-K,0.02439780650380352,2,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,mean_quantile_rmse,MEANQ-A-COMMON199,0.12265570604394202,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,mean_quantile_rmse,MEANQ-A-INTERIOR,0.12099681730339615,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,mean_quantile_rmse,MEANQ-A-K,0.12348001769353414,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,mode_coverage,LAW-A-K,1.0,2,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,peak_ram,NONE_OPERATIONAL,10.96484375,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,process_peak_ram,NONE_OPERATIONAL,454.38671875,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,reference_effect_rmse,REF-ATE-COMMON199,0.01960573967706758,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,reference_effect_rmse,REF-ATE-K,0.009886486849847689,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,reference_tcate_rmse,REF-TCATE-COMMON199,0.031065495113191694,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,reference_tcate_rmse,REF-TCATE-INTERIOR,0.032074667716863375,1,307.857787542
wcf_sensitivity_v1_flex,SYM-MU,1000,25,10,cwdb_dr_oracle,2,reference_tcate_rmse,REF-TCATE-K,0.03125708464971429,1,307.857787542
