state_fips,k,u_k,wage_q,wage_q_se
8,3,0.1,6060.870000000001,195.61373811273432
8,4,0.14,10101.45,31.94358967030766
8,5,0.18,13131.885,169.09679943293966
8,6,0.22,17172.465,353.06231699428855
8,7,0.26,20202.9,0.0
8,8,0.3,24243.480000000003,842.9703963289569
8,9,0.34,28284.06,159.71794835153887
8,10,0.38,30304.350000000002,0.0
8,11,0.42,35355.075000000004,901.3503545214262
8,12,0.46,38284.495500000005,781.9985910748621
8,13,0.5,40405.8,0.0
8,14,0.54,45456.525,0.0
8,15,0.58,50507.25,582.7995214800212
8,16,0.62,52527.54,505.07250000000204
8,17,0.66,58588.41,1317.06794272069
8,18,0.7,63639.135,874.8112315058297
8,19,0.74,70710.15000000001,0.0
8,20,0.78,75760.875,1116.8230858356005
8,21,0.82,85862.32500000001,319.43589670308006
8,22,0.86,98994.21,1778.543801872054
8,23,0.9,114146.38500000001,2200.6397183830118
8,24,0.94,141420.30000000002,1710.6259995293672
8,25,0.98,222231.90000000002,5405.235080386084
9,1,0.02,1010.1450000000001,77.53275991262305
9,2,0.06,3030.4350000000004,0.0
9,3,0.1,5050.725,157.82326424962633
9,4,0.14,8485.218,383.68467469423337
9,5,0.18,12121.740000000002,49.46137339851542
9,6,0.22,15152.175000000001,406.88476817017096
9,7,0.26,20202.9,213.03815089220743
9,8,0.3,23687.526122222225,789.5470989621305
9,9,0.34,27273.915,513.9770471513862
9,10,0.38,30304.350000000002,932.117600323134
9,11,0.42,35355.075000000004,0.0
9,12,0.46,40405.8,9.508274058196196
9,13,0.5,43436.235,934.7560498593866
9,14,0.54,48486.96000000001,618.4852387705969
9,15,0.58,51517.395000000004,1524.9026557500565
9,16,0.62,58588.41,978.2875490674136
9,17,0.66,62628.990000000005,1195.2196824998287
9,18,0.7,70710.15000000001,925.7960955726451
9,19,0.74,75760.875,0.0
9,20,0.78,83842.035,1613.0722081214358
9,21,0.82,91923.195,1904.5384354136281
9,22,0.86,101014.5,1707.8001544144888
9,23,0.9,126268.12500000001,1196.6043572562546
9,24,0.94,161623.2,2795.0220459188163
9,25,0.98,303043.5,1236.5854545945065
10,1,0.02,1010.1450000000001,91.32070195298193
10,2,0.06,3030.4350000000004,130.60724538224528
10,3,0.1,5230.9797633333355,525.4849607298933
10,4,0.14,8393.70986457921,795.9548297753375
10,5,0.18,12121.740000000002,607.2814518864532
10,6,0.22,15152.175000000001,605.5760856684609
10,7,0.26,20202.9,275.97122898246346
10,8,0.3,23233.335000000003,1017.4871940076499
10,9,0.34,26263.77,1116.3192478686258
10,10,0.38,30304.350000000002,837.3648037436742
10,11,0.42,31516.524,1274.0969690910786
10,12,0.46,35355.075000000004,230.0471775279693
10,13,0.5,40344.93228846155,1787.9104901022895
10,14,0.54,41415.945,1593.9408410904543
10,15,0.58,45456.525,1049.449171218233
10,16,0.62,50507.25,183.89806002515795
10,17,0.66,55557.975000000006,1069.3237504853794
10,18,0.7,60608.700000000004,0.0
10,19,0.74,65659.425,1608.030956200646
10,20,0.78,72730.44,1738.6419471365225
10,21,0.82,80811.6,749.143582074724
10,22,0.86,90913.05,1159.062382722987
10,23,0.9,102187.9935165289,3968.5190252230645
10,24,0.94,126268.12500000001,5656.5289903449375
10,25,0.98,186876.825,9814.591835163954
11,1,0.02,814.977855564706,224.99649667228962
11,2,0.06,3030.4350000000004,523.631409975586
11,3,0.1,6565.9425,828.4790057918191
11,4,0.14,12121.740000000002,1455.5336222440314
11,5,0.18,20002.27641913044,1388.201544315359
11,6,0.22,25253.625,435.89033002201865
11,7,0.26,30304.350000000002,833.0372166478116
11,8,0.3,36365.22,1981.4413592992566
11,9,0.34,40405.8,1683.205042739234
11,10,0.38,47972.668475517254,2335.2806113317
11,11,0.42,50507.25,931.307673581213
11,12,0.46,58588.41,2417.496046175223
11,13,0.5,64649.280000000006,2430.6960305371367
11,14,0.54,70710.15000000001,225.87528871315342
11,15,0.58,75760.875,874.811231505832
11,16,0.62,80811.6,1597.7392313466607
11,17,0.66,90913.05,2268.5795239538975
11,18,0.7,97984.065,2700.317845976782
11,19,0.74,104044.93500000001,2144.5177709418986
11,20,0.78,117176.82,2801.076677249154
11,21,0.82,129298.56000000001,2600.085287710374
11,22,0.86,146471.02500000002,5322.65998218265
11,23,0.9,161623.2,2507.5756406951127
11,24,0.94,194957.98500000002,8301.550763593073
11,25,0.98,303043.5,3750.142361282445
12,1,0.02,1212.174,55.327920285105606
12,2,0.06,4040.5800000000004,22.5875288713152
12,3,0.1,7273.044000000001,234.17996107951677
12,4,0.14,10101.45,0.0
12,5,0.18,13131.885,0.0
12,6,0.22,15758.262,255.9614547235166
12,7,0.26,18788.697,481.48456669067417
12,8,0.3,20202.9,0.0
12,9,0.34,23435.364,387.29544199573775
12,10,0.38,25253.625,0.0
12,11,0.42,28284.06,0.0
12,12,0.46,30304.350000000002,0.0
12,13,0.5,32324.640000000003,0.0
12,14,0.54,35355.075000000004,0.0
12,15,0.58,38385.51,801.3970834969068
12,16,0.62,40405.8,251.21572925244536
12,17,0.66,45456.525,0.0
12,18,0.7,50507.25,0.0
12,19,0.74,54547.83,958.3076901092331
12,20,0.78,60608.700000000004,0.0
12,21,0.82,66669.57,1524.3940868605914
12,22,0.86,76771.02,931.3076735812161
12,23,0.9,90913.05,0.0
12,24,0.94,116166.675,0.0
12,25,0.98,202029.0,387.3121931752469
13,1,0.02,909.1305000000001,39.30934111703427
13,2,0.06,3131.4495,198.39753594093747
13,3,0.1,6060.870000000001,0.0
13,4,0.14,10101.45,84.77548533736044
13,5,0.18,12626.8125,578.6607476434012
13,6,0.22,15758.262,490.8724661475022
13,7,0.26,19394.784,415.1000104248315
13,8,0.3,21213.045000000002,250.66776953801684
13,9,0.34,24243.480000000003,622.4349295020376
13,10,0.38,26768.842500000002,656.7328432438521
13,11,0.42,30304.350000000002,0.0
13,12,0.46,32324.640000000003,345.52275143603146
13,13,0.5,35355.075000000004,0.0
13,14,0.54,38385.51,112.93764435657573
13,15,0.58,40405.8,164.53256779576128
13,16,0.62,45456.525,0.0
13,17,0.66,50507.25,0.0
13,18,0.7,55557.975000000006,931.3076735812161
13,19,0.74,60608.700000000004,0.0
13,20,0.78,66669.57,1236.5442001679478
13,21,0.82,75760.875,225.87528871315016
13,22,0.86,85862.32500000001,319.43589670308006
13,23,0.9,101014.5,0.0
13,24,0.94,126268.12500000001,225.87528871315342
13,25,0.98,202029.0,5252.75945049375
15,1,0.02,1212.174,171.98087159127476
15,2,0.06,4646.667,444.93678241098564
15,3,0.1,8081.160000000001,353.21717706206874
15,4,0.14,12121.740000000002,906.3624975404772
15,5,0.18,15960.291000000001,948.095718479578
15,6,0.22,20202.9,112.94755772908455
15,7,0.26,23233.335000000003,750.1826767696356
15,8,0.3,25253.625,403.963821936623
15,9,0.34,29824.030394097426,1003.4797194957605
15,10,0.38,30515.244507882366,1062.7187718087798
15,11,0.42,34344.93,1125.5542520836573
15,12,0.46,37375.365000000005,1388.093380126215
15,13,0.5,40405.8,0.0
15,14,0.54,45254.49600000001,1110.4523688534405
15,15,0.58,48486.96000000001,1088.3287823361088
15,16,0.62,50507.25,0.0
15,17,0.66,55557.975000000006,597.6098412499142
15,18,0.7,60608.700000000004,0.0
15,19,0.74,65659.425,619.6514632318704
15,20,0.78,70710.15000000001,2423.266751983556
15,21,0.82,80811.6,1151.7425047867669
15,22,0.86,87882.615,2381.4770264633653
15,23,0.9,101014.5,0.0
15,24,0.94,120207.255,4274.851798204862
15,25,0.98,157834.5377938776,7138.46042827131
16,1,0.02,679.0131948074537,118.52011258584866
16,2,0.06,2020.2900000000002,171.65189890429804
16,3,0.1,4040.5800000000004,216.86190199896444
16,4,0.14,6565.9425,668.0830599607286
16,5,0.18,9697.392,684.7712172737085
16,6,0.22,12121.740000000002,0.0
16,7,0.26,15152.175000000001,67.7625866139457
16,8,0.3,18182.61,592.4416127731891
16,9,0.34,20202.9,875.5603870334276
16,10,0.38,24243.480000000003,271.7422304290258
16,11,0.42,26263.77,891.4906988533747
16,12,0.46,30304.350000000002,840.2315232684513
16,13,0.5,31516.524,874.0832213409203
16,14,0.54,35355.075000000004,391.9215853767578
16,15,0.58,37375.365000000005,1137.66060614871
16,16,0.62,40405.8,0.0
16,17,0.66,45456.525,558.0798132755443
16,18,0.7,49497.105,867.1859131570379
16,19,0.74,52527.54,1158.7603541334036
16,20,0.78,60608.700000000004,1132.181077417559
16,21,0.82,65659.425,2629.4180088835847
16,22,0.86,75760.875,319.43589670308006
16,23,0.9,88281.492769231,2246.090999183031
16,24,0.94,107075.37000000001,4034.524027107674
16,25,0.98,156572.475,7738.034667815425
17,1,0.02,1010.1450000000001,0.0
17,2,0.06,3535.5075,214.4453695989231
17,3,0.1,6060.870000000001,196.93489886689892
17,4,0.14,10101.45,0.0
17,5,0.18,13030.8705,487.0242828374847
17,6,0.22,16566.378,629.8470005426955
17,7,0.26,20202.9,0.0
17,8,0.3,23233.335000000003,260.8188004800825
17,9,0.34,26061.741,638.7672325536734
17,10,0.38,30304.350000000002,0.0
17,11,0.42,32324.640000000003,0.0
17,12,0.46,35355.075000000004,0.0
17,13,0.5,40405.8,0.0
17,14,0.54,42426.090000000004,332.7066749385396
17,15,0.58,47981.887500000004,883.6839275990781
17,16,0.62,50507.25,0.0
17,17,0.66,55557.975000000006,1498.2871641494448
17,18,0.7,60608.700000000004,0.0
17,19,0.74,68689.86,782.4549524509414
17,20,0.78,75760.875,0.0
17,21,0.82,83842.035,1305.161689165991
17,22,0.86,95963.77500000001,735.1033773119304
17,23,0.9,111115.95000000001,0.0
17,24,0.94,138389.86500000002,3368.47558663516
17,25,0.98,227282.62500000003,5616.979456907795
18,1,0.02,909.1305000000001,64.97071585450651
18,2,0.06,2727.3915,242.49308230997417
18,3,0.1,5050.725,0.0
18,4,0.14,8081.160000000001,0.245732456950934
18,5,0.18,11111.595000000001,228.55200005531347
18,6,0.22,15051.160500000002,674.3841363803062
18,7,0.26,18182.61,79.87260113328827
18,8,0.3,20202.9,0.0
18,9,0.34,24243.480000000003,169.02958850065357
18,10,0.38,26263.77,177.85438018720555
18,11,0.42,30304.350000000002,534.1905712831066
18,12,0.46,31314.495000000003,344.8104150682196
18,13,0.5,35355.075000000004,494.10176445764125
18,14,0.54,37375.365000000005,223.19490258073176
18,15,0.58,40405.8,0.0
18,16,0.62,43436.235,453.1531396428262
18,17,0.66,47476.815,512.6643249841401
18,18,0.7,50507.25,0.0
18,19,0.74,55557.975000000006,0.0
18,20,0.78,60608.700000000004,0.0
18,21,0.82,68689.86,553.2792028510556
18,22,0.86,75760.875,1587.5471196326562
18,23,0.9,89902.90500000001,1348.4999954690484
18,24,0.94,107075.37000000001,1776.2881567707009
18,25,0.98,165663.78,4989.853998979133
19,1,0.02,1010.1450000000001,33.07866129276689
19,2,0.06,3030.4350000000004,0.0
19,3,0.1,5050.725,0.0
19,4,0.14,8060.808912469446,392.01931194733334
19,5,0.18,11111.595000000001,500.4059020721971
19,6,0.22,14142.03,606.3943056124019
19,7,0.26,18182.61,232.21079557059005
19,8,0.3,21213.045000000002,799.3438008018569
19,9,0.34,25253.625,782.8723105003428
19,10,0.38,28284.06,847.4339845357757
19,11,0.42,30304.350000000002,0.0
19,12,0.46,33334.785,785.8902896380994
19,13,0.5,36365.22,830.9076470640275
19,14,0.54,40405.8,329.91919148987034
19,15,0.58,42426.090000000004,563.3479587842504
19,16,0.62,45456.525,0.0
19,17,0.66,50507.25,0.0
19,18,0.7,52527.54,319.43589670307773
19,19,0.74,56568.12,682.1608679871607
19,20,0.78,60608.700000000004,0.0
19,21,0.82,68689.86,1424.7016174333223
19,22,0.86,75760.875,0.0
19,23,0.9,85862.32500000001,0.0
19,24,0.94,103034.79000000001,3130.1207972165303
19,25,0.98,161623.2,8931.056367187464
20,1,0.02,888.9276000000001,97.29380896434824
20,2,0.06,2525.3625,262.5302627088287
20,3,0.1,5050.725,45.17505774263061
20,4,0.14,8081.160000000001,342.4948523628769
20,5,0.18,11111.595000000001,542.126485503094
20,6,0.22,14142.03,411.66149558944886
20,7,0.26,17475.5085,922.7372613066442
20,8,0.3,20202.9,479.1538450546183
20,9,0.34,24243.480000000003,435.6429477502728
20,10,0.38,26263.77,697.4666203053313
20,11,0.42,30304.350000000002,0.0
20,12,0.46,32324.640000000003,136.13439259933423
20,13,0.5,35355.075000000004,585.6562660390382
20,14,0.54,39395.655000000006,1153.5935338822405
20,15,0.58,41415.945,1179.543273287508
20,16,0.62,45456.525,0.0
20,17,0.66,49497.105,1442.9355202523443
20,18,0.7,52527.54,1035.1490999222476
20,19,0.74,57578.26500000001,1446.307535796328
20,20,0.78,62628.990000000005,1735.0045384544217
20,21,0.82,70710.15000000001,319.43589670308006
20,22,0.86,78791.31000000001,1838.0184585806553
20,23,0.9,90913.05,760.4371022090912
20,24,0.94,111115.95000000001,1851.019405370457
20,25,0.98,181826.1,7990.496455019196
21,1,0.02,899.0290500000001,80.93234801566383
21,2,0.06,2828.4060000000004,286.3695064295666
21,3,0.1,5050.725,0.0
21,4,0.14,8081.160000000001,102.77075361542438
21,5,0.18,10303.479000000001,502.65193899553225
21,6,0.22,13434.928500000002,593.1642326735798
21,7,0.26,16162.320000000002,269.27776699499816
21,8,0.3,20202.9,431.7348054915519
21,9,0.34,22223.190000000002,448.9474531680109
21,10,0.38,25253.625,112.9376443565759
21,11,0.42,28183.0455,759.6407070026906
21,12,0.46,30304.350000000002,0.0
21,13,0.5,33334.785,659.2898773213926
21,14,0.54,35860.1475,811.2005803061502
21,15,0.58,40405.8,251.25974022428235
21,16,0.62,42426.090000000004,481.0597312384335
21,17,0.66,45456.525,0.0
21,18,0.7,50507.25,0.0
21,19,0.74,53537.685000000005,903.501154852607
21,20,0.78,60608.700000000004,451.7505774263036
21,21,0.82,65659.425,638.8717934061555
21,22,0.86,72730.44,505.07250000000204
21,23,0.9,81821.74500000001,1882.590164142145
21,24,0.94,101014.5,0.0
21,25,0.98,154552.185,4030.9945955105113
22,1,0.02,707.1015000000001,54.60497928193304
22,2,0.06,3030.4350000000004,0.0
22,3,0.1,5353.7685,325.6771608323076
22,4,0.14,8485.218,493.86689315737374
22,5,0.18,11111.595000000001,99.48029270469695
22,6,0.22,13737.972000000002,566.132765917556
22,7,0.26,16162.320000000002,90.35011548526121
22,8,0.3,19697.827500000003,639.7440584707361
22,9,0.34,21314.059500000003,593.6865447430929
22,10,0.38,24748.5525,877.5600752361013
22,11,0.42,27273.915,714.2386125031968
22,12,0.46,30304.350000000002,0.0
22,13,0.5,33334.785,788.1547630740257
22,14,0.54,36365.22,799.926242815029
22,15,0.58,40405.8,0.0
22,16,0.62,44446.380000000005,1294.386668011724
22,17,0.66,48486.96000000001,0.0
22,18,0.7,50507.25,553.2792028510582
22,19,0.74,56568.12,1392.3887926680225
22,20,0.78,62628.990000000005,1317.8586497274475
22,21,0.82,70710.15000000001,0.0
22,22,0.86,80811.6,0.0
22,23,0.9,92933.34000000001,2674.326290739632
22,24,0.94,119197.11000000002,3525.3258556185524
22,25,0.98,176245.213677927,5546.966769454346
23,1,0.02,868.7247000000001,178.79856909826887
23,2,0.06,3030.4350000000004,151.88504150814697
23,3,0.1,5050.725,131.99571603736453
23,4,0.14,8081.160000000001,402.66935627868554
23,5,0.18,11111.595000000001,1125.2048762792558
23,6,0.22,15152.175000000001,681.774907130767
23,7,0.26,18485.6535,863.6223622070695
23,8,0.3,21213.045000000002,1110.2722916790408
23,9,0.34,24445.509000000002,1066.8401112285362
23,10,0.38,27273.915,1002.3612959643812
23,11,0.42,30304.350000000002,0.0
23,12,0.46,32324.640000000003,400.765567643281
23,13,0.5,35355.075000000004,18.587653967005433
23,14,0.54,38385.51,521.4582205727393
23,15,0.58,40405.8,0.0
23,16,0.62,43739.2785,1524.449357569156
23,17,0.66,47036.332359705906,1469.855645994755
23,18,0.7,50507.25,0.0
23,19,0.74,55557.975000000006,892.7942065863216
23,20,0.78,60608.700000000004,313.1123629818737
23,21,0.82,66669.57,1856.4691824079457
23,22,0.86,75760.875,1155.2397534909046
23,23,0.9,84852.18000000001,3099.8653375379777
23,24,0.94,103094.67716785702,3741.3252623288727
23,25,0.98,172624.650343269,12339.951791345025
24,1,0.02,979.8406500000001,74.84677484896652
24,2,0.06,3131.4495,264.17718402431774
24,3,0.1,6767.971500000001,334.08826940929515
24,4,0.14,10505.508000000002,657.2317030822713
24,5,0.18,15152.175000000001,54.72303840478033
24,6,0.22,20202.9,443.26943553409365
24,7,0.26,23233.335000000003,921.8319180175812
24,8,0.3,27071.886000000002,857.0126617670986
24,9,0.34,30304.350000000002,0.0
24,10,0.38,35031.40770624999,942.4514754184163
24,11,0.42,38385.51,778.640582308114
24,12,0.46,41533.55473928583,1024.7890525445723
24,13,0.5,46466.670000000006,701.3170364325944
24,14,0.54,50507.25,0.0
24,15,0.58,55557.975000000006,0.0
24,16,0.62,60608.700000000004,0.0
24,17,0.66,65659.425,451.75057742630685
24,18,0.7,72730.44,0.0
24,19,0.74,80811.6,0.0
24,20,0.78,88892.76000000001,1355.2517322789206
24,21,0.82,98994.21,874.8112315058353
24,22,0.86,109095.66,1598.196849303697
24,23,0.9,126268.12500000001,391.22747622546507
24,24,0.94,151521.75,0.0
24,25,0.98,227282.62500000003,5224.898321702808
25,1,0.02,1010.1450000000001,0.0
25,2,0.06,3030.4350000000004,0.0
25,3,0.1,5656.812000000001,344.9065688990166
25,4,0.14,9394.3485,604.7544895032715
25,5,0.18,13131.885,123.62241675448614
25,6,0.22,18182.61,129.75547463175633
25,7,0.26,22223.190000000002,531.6008316003409
25,8,0.3,25655.76028082386,849.0032753663545
25,9,0.34,30304.350000000002,0.0
25,10,0.38,34344.93,338.3861044428397
25,11,0.42,38385.51,0.0
25,12,0.46,41415.945,1032.8965226237824
25,13,0.5,46466.670000000006,917.2586458612723
25,14,0.54,50507.25,0.0
25,15,0.58,55557.975000000006,0.0
25,16,0.62,60608.700000000004,0.0
25,17,0.66,66522.3774428592,1185.3312825875782
25,18,0.7,72730.44,749.1435820747279
25,19,0.74,80811.6,0.0
25,20,0.78,89902.90500000001,1548.522962183235
25,21,0.82,101014.5,225.87528871315016
25,22,0.86,111115.95000000001,0.0
25,23,0.9,131318.85,451.7505774263036
25,24,0.94,161623.2,2791.6976374037285
25,25,0.98,262637.7,11739.71657473037
26,1,0.02,808.1160000000001,18.62615347162425
26,2,0.06,2828.4060000000004,241.470290346158
26,3,0.1,5050.725,0.0
26,4,0.14,7677.102000000001,284.8179018627295
26,5,0.18,10101.45,0.0
26,6,0.22,13131.885,90.3501154852608
26,7,0.26,16162.320000000002,120.28218414680427
26,8,0.3,20202.9,151.52174999999977
26,9,0.34,22223.190000000002,179.2829523749743
26,10,0.38,25253.625,0.0
26,11,0.42,29092.176000000003,589.2804268815161
26,12,0.46,30304.350000000002,196.88303212286078
26,13,0.5,35355.075000000004,657.7805538894579
26,14,0.54,38385.51,125.76203829410368
26,15,0.58,40405.8,0.0
26,16,0.62,45456.525,0.0
26,17,0.66,50507.25,0.0
26,18,0.7,55557.975000000006,1238.0693040971214
26,19,0.74,60608.700000000004,0.0
26,20,0.78,65659.425,0.0
26,21,0.82,73740.585,1010.1450000000041
26,22,0.86,82831.89,1411.0436353096543
26,23,0.9,98994.21,1619.0899898921812
26,24,0.94,121217.40000000001,1133.1776826857729
26,25,0.98,186876.825,7205.470982855491
27,1,0.02,1010.1450000000001,45.17505774263045
27,2,0.06,3434.4930000000004,245.36336796774495
27,3,0.1,6060.870000000001,66.22452530948084
27,4,0.14,10101.45,90.35011548526121
27,5,0.18,13131.885,587.0477902621336
27,6,0.22,18182.61,924.8849374729915
27,7,0.26,21213.045000000002,575.8712523933841
27,8,0.3,25253.625,0.0
27,9,0.34,30304.350000000002,885.9898216756662
27,10,0.38,32324.640000000003,0.0
27,11,0.42,35355.075000000004,0.0
27,12,0.46,39900.7275,858.7415885532396
27,13,0.5,41415.945,753.7764150811537
27,14,0.54,45456.525,0.0
27,15,0.58,50507.25,0.0
27,16,0.62,52527.54,1156.9478793774397
27,17,0.66,58588.41,878.7087563437524
27,18,0.7,61618.845,1446.3075357963319
27,19,0.74,69700.005,1548.5229621832443
27,20,0.78,75760.875,0.0
27,21,0.82,81821.74500000001,1546.5538336891266
27,22,0.86,90913.05,505.07250000000204
27,23,0.9,106065.225,1582.589863457316
27,24,0.94,132328.995,3467.9349383629587
27,25,0.98,211498.02440444435,11031.144950032112
28,1,0.02,808.1160000000001,85.81010390122786
28,2,0.06,3030.4350000000004,378.9936125868182
28,3,0.1,5050.725,387.45950142239263
28,4,0.14,7778.116500000001,347.5675702149672
28,5,0.18,10101.45,135.5251732278918
28,6,0.22,12767.689464431814,505.4348916625925
28,7,0.26,15152.175000000001,50.37163509696368
28,8,0.3,18182.61,470.77891512262175
28,9,0.34,20202.9,0.0
28,10,0.38,22223.190000000002,505.3847007386949
28,11,0.42,25253.625,736.4465810665217
28,12,0.46,26566.8135,738.6364387470736
28,13,0.5,30304.350000000002,245.36336796774515
28,14,0.54,32324.640000000003,724.047432052291
28,15,0.58,35355.075000000004,45.175057742629384
28,16,0.62,38385.51,1351.2518724890435
28,17,0.66,41415.945,1142.8820447899816
28,18,0.7,45456.525,112.93764435657671
28,19,0.74,50507.25,0.0
28,20,0.78,54547.83,1137.589699912839
28,21,0.82,60608.700000000004,0.0
28,22,0.86,67679.71500000001,2356.7763523980475
28,23,0.9,80811.6,1383.4066972155647
28,24,0.94,98994.21,2781.1674855808155
28,25,0.98,141420.30000000002,5736.480560324273
29,1,0.02,1010.1450000000001,0.0
29,2,0.06,3030.4350000000004,0.0
29,3,0.1,5757.8265,319.4428255761569
29,4,0.14,8889.276,324.531575552714
29,5,0.18,12121.740000000002,67.76258661394611
29,6,0.22,15152.175000000001,0.0
29,7,0.26,18182.61,416.4934532189563
29,8,0.3,20202.9,667.273539451588
29,9,0.34,24243.480000000003,45.175057742630194
29,10,0.38,26566.8135,831.2132453214638
29,11,0.42,30304.350000000002,0.0
29,12,0.46,32324.640000000003,0.0
29,13,0.5,35355.075000000004,0.0
29,14,0.54,38385.51,224.74307462241862
