state_fips,k,u_k,wage_q,wage_q_se
29,15,0.58,40405.8,0.0
29,16,0.62,45456.525,322.63410574404116
29,17,0.66,49194.0615,933.8972916566879
29,18,0.7,52359.611436305626,1256.248960816299
29,19,0.74,57578.26500000001,1277.7435868123182
29,20,0.78,62628.990000000005,1010.1450000000029
29,21,0.82,70710.15000000001,0.0
29,22,0.86,78791.31000000001,1216.3756555794064
29,23,0.9,90913.05,225.87528871315342
29,24,0.94,111115.95000000001,2555.2986635563857
29,25,0.98,176775.375,6580.801457884732
30,1,0.02,899.0290500000001,107.47430497671267
30,2,0.06,2323.3335,358.8796287899978
30,3,0.1,4040.5800000000004,281.95066162065825
30,4,0.14,6060.870000000001,552.8630410245148
30,5,0.18,9091.305,857.7725664437177
30,6,0.22,11616.667500000001,857.924732102023
30,7,0.26,14142.03,751.8260497777428
30,8,0.3,18182.61,1118.4888357230664
30,9,0.34,20202.9,0.0
30,10,0.38,23233.335000000003,862.9776748349508
30,11,0.42,25253.625,182.8190327456371
30,12,0.46,29294.205,1229.6154496357171
30,13,0.5,31516.524,1067.5360624090974
30,14,0.54,35355.075000000004,391.2274762254679
30,15,0.58,38789.568,1290.4219019789577
30,16,0.62,40405.8,771.0328712306246
30,17,0.66,45456.525,485.3444554172994
30,18,0.7,50507.25,274.1810704770663
30,19,0.74,53537.685000000005,1583.1670696140004
30,20,0.78,60608.700000000004,685.9779316352395
30,21,0.82,65659.425,749.1435820747279
30,22,0.86,72730.44,2803.79932634906
30,23,0.9,81821.74500000001,2729.4603570708337
30,24,0.94,101014.5,638.8717934061555
30,25,0.98,161623.2,19228.46799053982
31,1,0.02,1010.1450000000001,22.587528871315225
31,2,0.06,3030.4350000000004,0.0
31,3,0.1,5050.725,222.22000133092004
31,4,0.14,9091.305,763.2608489779897
31,5,0.18,12121.740000000002,0.0
31,6,0.22,15152.175000000001,365.0980862710903
31,7,0.26,20202.9,1006.6223089601241
31,8,0.3,22425.219,745.4112093974605
31,9,0.34,25253.625,203.28775984183793
31,10,0.38,29294.205,930.1240716001489
31,11,0.42,30304.350000000002,0.0
31,12,0.46,34103.36103857144,908.828923466795
31,13,0.5,36365.22,532.2145632564293
31,14,0.54,40405.8,346.8688863077983
31,15,0.58,41415.945,1272.120129187989
31,16,0.62,45456.525,0.0
31,17,0.66,50507.25,1137.0361364037722
31,18,0.7,52527.54,1025.4144495830012
31,19,0.74,56568.12,1192.9343078303264
31,20,0.78,60608.700000000004,1341.37951956235
31,21,0.82,68689.86,2064.473736364
31,22,0.86,75760.875,547.8049869761602
31,23,0.9,86872.47,2284.1491028203104
31,24,0.94,106065.225,2315.5113225763125
31,25,0.98,157582.62000000002,10129.808368463955
32,1,0.02,1010.1450000000001,90.47745510561937
32,2,0.06,4444.638,364.89671042957957
32,3,0.1,8081.160000000001,199.2139340048191
32,4,0.14,11313.624000000002,654.2955836208138
32,5,0.18,14699.040174306565,502.98822637304727
32,6,0.22,18012.359615675683,615.2887404106469
32,7,0.26,20202.9,0.0
32,8,0.3,23233.335000000003,951.1970984749278
32,9,0.34,25253.625,0.0
32,10,0.38,28284.06,567.3191020644805
32,11,0.42,30304.350000000002,0.0
32,12,0.46,32728.698000000004,692.6667687230248
32,13,0.5,35355.075000000004,0.0
32,14,0.54,38385.51,558.4275672101135
32,15,0.58,40405.8,0.0
32,16,0.62,43638.264,1187.5882081274888
32,17,0.66,48142.00538588244,1015.273252166847
32,18,0.7,50507.25,0.0
32,19,0.74,56568.12,1446.3075357963337
32,20,0.78,61618.845,1542.2997235155694
32,21,0.82,70710.15000000001,677.6258661394603
32,22,0.86,80811.6,1681.3726386623446
32,23,0.9,90913.05,814.4049353155071
32,24,0.94,114146.38500000001,3101.0987048132565
32,25,0.98,173261.16244864737,8112.484388393663
33,1,0.02,879.3358140681818,171.87211906744818
33,2,0.06,2828.4060000000004,387.4509132650969
33,3,0.1,5050.725,340.940910520714
33,4,0.14,9647.192929830513,867.8559697348408
33,5,0.18,13131.885,869.4231836904378
33,6,0.22,18182.61,1262.8845034105634
33,7,0.26,21680.418689556656,888.3541414038178
33,8,0.3,25253.625,0.0
33,9,0.34,29092.176000000003,938.6149575411956
33,10,0.38,31011.451500000003,1333.7477912100671
33,11,0.42,35355.075000000004,166.04974665232925
33,12,0.46,39395.655000000006,1422.055375933304
33,13,0.5,41745.788265306124,1129.5811625805488
33,14,0.54,45456.525,1239.1754077796822
33,15,0.58,50507.25,0.0
33,16,0.62,55557.975000000006,845.7160047005486
33,17,0.66,60608.700000000004,630.6783528247341
33,18,0.7,64649.280000000006,1472.9957111663855
33,19,0.74,70710.15000000001,0.0
33,20,0.78,75760.875,2547.5032443791793
33,21,0.82,85862.32500000001,515.6490932414038
33,22,0.86,95963.77500000001,2247.1530774032367
33,23,0.9,111115.95000000001,682.6106689916554
33,24,0.94,141420.30000000002,5674.346381704031
33,25,0.98,202029.0,10452.775220680538
34,1,0.02,1010.1450000000001,0.0
34,2,0.06,3535.5075,90.35011548526113
34,3,0.1,6868.986000000001,371.3069067815029
34,4,0.14,10101.45,86.5330135041305
34,5,0.18,15152.175000000001,191.6615380218474
34,6,0.22,19192.755,608.6722365725159
34,7,0.26,22223.190000000002,525.303890242162
34,8,0.3,25758.697500000002,737.4693691389871
34,9,0.34,30304.350000000002,0.0
34,10,0.38,33334.785,689.6696762340772
34,11,0.42,37375.365000000005,744.7208301381688
34,12,0.46,40405.8,327.3243906396594
34,13,0.5,46062.612,1026.2866424857373
34,14,0.54,50507.25,0.0
34,15,0.58,55557.975000000006,0.0
34,16,0.62,60608.700000000004,0.0
34,17,0.66,66669.57,1059.852972797222
34,18,0.7,74750.73000000001,1318.1739628541684
34,19,0.74,80811.6,0.0
34,20,0.78,90913.05,0.0
34,21,0.82,101014.5,0.0
34,22,0.86,116166.675,324.4778620317222
34,23,0.9,136369.575,2891.717932043936
34,24,0.94,176775.375,1129.3764435657677
34,25,0.98,301023.21,8062.271945145574
35,1,0.02,808.1160000000001,50.34057761518825
35,2,0.06,3030.4350000000004,66.7593426723012
35,3,0.1,5050.725,45.17505774263061
35,4,0.14,7576.087500000001,539.2579125802973
35,5,0.18,10101.45,189.28960728637313
35,6,0.22,12121.740000000002,463.05630000245293
35,7,0.26,15152.175000000001,202.02283586871866
35,8,0.3,18182.61,462.4071864283351
35,9,0.34,20202.9,90.35011548526121
35,10,0.38,23233.335000000003,818.8295898465235
35,11,0.42,25253.625,90.35011548526121
35,12,0.46,28284.06,575.0893834477095
35,13,0.5,30304.350000000002,225.87528871315263
35,14,0.54,34344.93,1232.0485299894983
35,15,0.58,37375.365000000005,1126.6495458155243
35,16,0.62,40405.8,0.0
35,17,0.66,45456.525,792.8879595361232
35,18,0.7,50507.25,1062.274517004429
35,19,0.74,53537.685000000005,1499.9082309422788
35,20,0.78,60608.700000000004,391.2274762254679
35,21,0.82,65659.425,597.7753428211721
35,22,0.86,75760.875,677.625866139457
35,23,0.9,85862.32500000001,1825.2066699385605
35,24,0.94,111115.95000000001,2790.3964038241056
35,25,0.98,151521.75,2970.435970231035
36,1,0.02,1010.1450000000001,0.0
36,2,0.06,3636.5220000000004,127.77435868123155
36,3,0.1,6970.0005,246.40084983820014
36,4,0.14,10101.45,22.587528871315097
36,5,0.18,14546.088000000002,376.04253539594333
36,6,0.22,18182.61,0.0
36,7,0.26,21011.016000000003,316.2254041984147
36,8,0.3,25253.625,0.0
36,9,0.34,28284.06,0.0
36,10,0.38,30304.350000000002,0.0
36,11,0.42,35355.075000000004,0.0
36,12,0.46,39395.655000000006,525.8578530342313
36,13,0.5,42325.075500000006,531.3796661505604
36,14,0.54,46466.670000000006,202.0289999999994
36,15,0.58,50507.25,0.0
36,16,0.62,55557.975000000006,1173.6824286764036
36,17,0.66,60608.700000000004,0.0
36,18,0.7,68689.86,1188.0001583704693
36,19,0.74,75760.875,319.43589670307546
36,20,0.78,80811.6,1121.239712893601
36,21,0.82,90913.05,1134.3173778374135
36,22,0.86,101014.5,1336.2962290576759
36,23,0.9,121217.40000000001,391.2274762254707
36,24,0.94,157582.62000000002,3357.9305381519202
36,25,0.98,287891.325,9225.197687657412
37,1,0.02,855.070007129771,60.086035120899695
37,2,0.06,3030.4350000000004,205.20850258675196
37,3,0.1,5050.725,90.35011548526121
37,4,0.14,8687.247000000001,481.21601218107855
37,5,0.18,12121.740000000002,134.40066742837578
37,6,0.22,15152.175000000001,0.0
37,7,0.26,18182.61,0.0
37,8,0.3,20202.9,0.0
37,9,0.34,23738.4075,699.332364438872
37,10,0.38,25253.625,112.93764435657671
37,11,0.42,29193.1905,362.97577652398707
37,12,0.46,30304.350000000002,303.0968625261515
37,13,0.5,34850.0025,766.9788256340048
37,14,0.54,37072.321500000005,643.1383980366872
37,15,0.58,40405.8,0.0
37,16,0.62,43436.235,698.1178874308617
37,17,0.66,47476.815,622.2447607243415
37,18,0.7,50507.25,0.0
37,19,0.74,55557.975000000006,391.2274762254679
37,20,0.78,60608.700000000004,225.8752887131518
37,21,0.82,70710.15000000001,319.43589670308006
37,22,0.86,80811.6,505.07250000000204
37,23,0.9,95963.77500000001,1659.8376085531747
37,24,0.94,121217.40000000001,0.0
37,25,0.98,196978.27500000002,6075.131818545427
38,1,0.02,1212.174,243.76094744042774
38,2,0.06,3636.5220000000004,450.019846940778
38,3,0.1,6060.870000000001,419.0125648969795
38,4,0.14,9091.305,1131.3884609877005
38,5,0.18,11111.595000000001,1376.6874338804298
38,6,0.22,15152.175000000001,920.6893015401765
38,7,0.26,20202.9,1505.0183340741723
38,8,0.3,23233.335000000003,1247.1310374446157
38,9,0.34,25253.625,1697.948391978768
38,10,0.38,28995.650679826773,1454.9844285835857
38,11,0.42,30304.350000000002,1762.535949017186
38,12,0.46,35355.075000000004,1114.0882792043433
38,13,0.5,37375.365000000005,1379.251113416348
38,14,0.54,40405.8,192.17832724958555
38,15,0.58,43436.235,1982.8773869771433
38,16,0.62,46466.670000000006,1670.0504346189591
38,17,0.66,50507.25,319.43589670307773
38,18,0.7,53537.685000000005,1667.7682306950287
38,19,0.74,60608.700000000004,2431.452215310712
38,20,0.78,62628.990000000005,1913.6261774846248
38,21,0.82,68689.86,3008.8083212023657
38,22,0.86,75760.875,3520.573477560143
38,23,0.9,90913.05,4925.714860260156
38,24,0.94,111115.95000000001,4445.82853687298
38,25,0.98,181676.11914915184,16687.70328224157
39,1,0.02,909.1305000000001,51.73665351556272
39,2,0.06,3030.4350000000004,154.8522962183239
39,3,0.1,5050.725,0.0
39,4,0.14,8081.160000000001,0.0
39,5,0.18,11111.595000000001,199.4878980025545
39,6,0.22,15152.175000000001,603.4816406169157
39,7,0.26,18182.61,0.0
39,8,0.3,20202.9,135.52517322789194
39,9,0.34,24243.480000000003,0.0
39,10,0.38,26394.595127443805,558.6551953297325
39,11,0.42,30304.350000000002,0.0
39,12,0.46,32324.640000000003,0.0
39,13,0.5,35355.075000000004,0.0
39,14,0.54,39294.6405,708.8338865481428
39,15,0.58,41415.945,485.5005301302698
39,16,0.62,45456.525,0.0
39,17,0.66,50507.25,0.0
39,18,0.7,53537.685000000005,1428.5607589633655
39,19,0.74,60608.700000000004,319.43589670307773
39,20,0.78,65659.425,1129.383513841121
39,21,0.82,70710.15000000001,597.60984124991
39,22,0.86,80811.6,0.0
39,23,0.9,91923.195,1471.945219999629
39,24,0.94,111115.95000000001,1653.944299654639
39,25,0.98,176775.375,5315.599272640795
40,1,0.02,951.9855736558444,106.07601575855797
40,2,0.06,3030.4350000000004,0.0
40,3,0.1,6060.870000000001,389.94499816510654
40,4,0.14,9091.305,432.6623356769132
40,5,0.18,12121.740000000002,196.93347833729632
40,6,0.22,15152.175000000001,404.5744895970321
40,7,0.26,18182.61,683.7003637815486
40,8,0.3,20202.9,0.0
40,9,0.34,23233.335000000003,465.7880116880058
40,10,0.38,25253.625,0.0
40,11,0.42,28284.06,192.98793127398554
40,12,0.46,30304.350000000002,0.0
40,13,0.5,33334.785,849.806478185706
40,14,0.54,36365.22,205.78218149912274
40,15,0.58,40405.8,300.21164167917306
40,16,0.62,42426.090000000004,439.375858511938
40,17,0.66,46466.670000000006,821.2263749170154
40,18,0.7,50507.25,0.0
40,19,0.74,55557.975000000006,451.07112766450996
40,20,0.78,60608.700000000004,0.0
40,21,0.82,66669.57,1513.1522495524914
40,22,0.86,75760.875,0.0
40,23,0.9,86647.48315909137,1446.009573079338
40,24,0.94,106065.225,2664.697463438961
40,25,0.98,176775.375,8520.369119947396
41,1,0.02,1010.1450000000001,35.27793554198386
41,2,0.06,3030.4350000000004,298.6010140755144
41,3,0.1,6060.870000000001,232.75226722622224
41,4,0.14,9596.3775,484.218786931295
41,5,0.18,12121.740000000002,196.96814302399122
41,6,0.22,16051.957378474557,875.7604266887565
41,7,0.26,20000.871000000003,705.9165778528263
41,8,0.3,22223.190000000002,261.52563609936055
41,9,0.34,25253.625,0.0
41,10,0.38,28284.06,487.5734459636981
41,11,0.42,30304.350000000002,0.0
41,12,0.46,33334.785,495.20448788501517
41,13,0.5,36365.22,268.18834169589275
41,14,0.54,40405.8,0.0
41,15,0.58,43436.235,655.0383372681409
41,16,0.62,48284.931000000004,964.864791666565
41,17,0.66,50507.25,1152.3998088574751
41,18,0.7,57578.26500000001,1603.260531244587
41,19,0.74,62628.990000000005,1129.3764435657615
41,20,0.78,70710.15000000001,319.43589670308006
41,21,0.82,78791.31000000001,1465.334817570954
41,22,0.86,88892.76000000001,2015.6754277090665
41,23,0.9,101014.5,0.0
41,24,0.94,124247.835,3211.9192837656574
41,25,0.98,202029.0,7323.550419115574
42,1,0.02,878.3274015888326,47.52699537838729
42,2,0.06,2525.3625,110.65584057021134
42,3,0.1,5050.725,0.0
42,4,0.14,8081.160000000001,0.0
42,5,0.18,11616.667500000001,507.354837829083
42,6,0.22,15152.175000000001,0.0
42,7,0.26,19192.755,330.6002082191877
42,8,0.3,22223.190000000002,22.587528871314692
42,9,0.34,25253.625,0.0
42,10,0.38,29092.176000000003,462.0550641431656
42,11,0.42,30304.350000000002,734.610238509463
42,12,0.46,35355.075000000004,0.0
42,13,0.5,38385.51,0.0
42,14,0.54,40405.8,0.0
42,15,0.58,45456.525,0.0
42,16,0.62,50507.25,279.3923020743621
42,17,0.66,52527.54,225.87528871315342
42,18,0.7,58588.41,451.7505774263036
42,19,0.74,62628.990000000005,1173.6824286764036
42,20,0.78,70710.15000000001,0.0
42,21,0.82,76771.02,845.1479425032671
42,22,0.86,86872.47,814.4049353154999
42,23,0.9,101014.5,0.0
42,24,0.94,123237.69,2856.80978797454
42,25,0.98,202029.0,0.0
44,1,0.02,724.8323286141734,135.0366066796813
44,2,0.06,3030.4350000000004,437.9686237996111
44,3,0.1,5050.725,0.0
44,4,0.14,7879.131,636.4462793175325
44,5,0.18,12121.740000000002,775.9494020907476
44,6,0.22,15152.175000000001,271.5845534280349
44,7,0.26,19596.813000000002,885.8649206530807
44,8,0.3,23233.335000000003,1159.7053409134862
44,9,0.34,25253.625,1068.1070729392877
44,10,0.38,30304.350000000002,587.9853518620016
44,11,0.42,33119.230604698794,1254.1450559367486
44,12,0.46,35355.075000000004,583.3697994160349
44,13,0.5,39395.655000000006,1246.9350448540972
44,14,0.54,41415.945,1509.4866196737892
44,15,0.58,45456.525,1358.7743643882397
44,16,0.62,50507.25,0.0
44,17,0.66,55557.975000000006,1693.5829191951282
44,18,0.7,60608.700000000004,451.75057742630526
44,19,0.74,64649.280000000006,2106.4998709002284
44,20,0.78,70710.15000000001,225.87528871315342
44,21,0.82,77422.97946705844,2368.3459237231673
44,22,0.86,85862.32500000001,1143.0267609673176
44,23,0.9,98994.21,3102.057699922479
44,24,0.94,121217.40000000001,976.6001420972673
44,25,0.98,185347.08666562545,9610.590191083116
45,1,0.02,909.1305000000001,100.07914159873745
45,2,0.06,3030.4350000000004,55.328584652049116
45,3,0.1,5252.754000000001,337.0079468294304
45,4,0.14,8081.160000000001,431.27940454212495
45,5,0.18,11212.6095,605.2237445698217
45,6,0.22,15059.835862941174,587.715578961221
45,7,0.26,17576.523,564.0222876062222
45,8,0.3,20202.9,0.0
45,9,0.34,23233.335000000003,358.57908035347043
45,10,0.38,25253.625,0.0
45,11,0.42,28284.06,424.11278240989157
45,12,0.46,30304.350000000002,0.0
45,13,0.5,33637.8285,750.3546187172373
45,14,0.54,36365.22,235.82072469539688
45,15,0.58,40405.8,0.0
45,16,0.62,42426.090000000004,649.5967090624612
45,17,0.66,45456.525,837.8907704953906
45,18,0.7,50507.25,0.0
45,19,0.74,55557.975000000006,225.87528871315342
45,20,0.78,60608.700000000004,0.0
45,21,0.82,66669.57,1589.6112701889926
45,22,0.86,75760.875,0.0
45,23,0.9,89902.90500000001,2239.1339900316007
45,24,0.94,111115.95000000001,1376.0518920924503
45,25,0.98,176775.375,4804.7977932118365
46,1,0.02,1010.1450000000001,44.21164776192966
46,2,0.06,3333.4785,411.121842684193
46,3,0.1,5050.725,439.8166522686202
46,4,0.14,8081.160000000001,211.3361988017029
46,5,0.18,11111.595000000001,1311.5888346488764
46,6,0.22,15152.175000000001,303.78677965213467
46,7,0.26,20202.9,213.09032119177203
46,8,0.3,22223.190000000002,526.2848417953634
46,9,0.34,25253.625,588.3108221394201
46,10,0.38,27273.915,1042.9297921488085
46,11,0.42,30304.350000000002,0.0
46,12,0.46,31314.495000000003,1242.7665391523833
46,13,0.5,35355.075000000004,187.33937683685213
46,14,0.54,37880.4375,903.6612063447881
46,15,0.58,40405.8,0.0
46,16,0.62,42426.090000000004,986.2144275713066
46,17,0.66,45456.525,1162.796090274454
46,18,0.7,50507.25,153.61991334736638
46,19,0.74,52527.54,1090.0471163141315
46,20,0.78,57578.26500000001,1297.9225157507085
46,21,0.82,60610.60593396212,2805.375720969884
46,22,0.86,70710.15000000001,1741.0694168009518
46,23,0.9,80811.6,3249.457884858329
46,24,0.94,101014.5,4751.287826887635
46,25,0.98,161623.2,13465.620992426477
47,1,0.02,909.1305000000001,82.5949566616554
47,2,0.06,3030.4350000000004,0.0
47,3,0.1,5757.8265,379.5525151328685
47,4,0.14,9091.305,310.62805546284795
47,5,0.18,12121.740000000002,0.0
47,6,0.22,15152.175000000001,0.0
47,7,0.26,18182.61,0.0
47,8,0.3,20202.9,0.0
47,9,0.34,24243.480000000003,546.4316141726288
47,10,0.38,25253.625,557.379415762664
47,11,0.42,29092.176000000003,505.3462511095567
47,12,0.46,30304.350000000002,0.0
47,13,0.5,33637.8285,710.0891100026972
47,14,0.54,36365.22,413.6255859178428
47,15,0.58,40405.8,174.63726269450265
47,16,0.62,42426.090000000004,121.63756555794204
47,17,0.66,46264.641,831.7225108716098
47,18,0.7,50507.25,0.0
47,19,0.74,55557.975000000006,451.75057742630685
47,20,0.78,60608.700000000004,0.0
47,21,0.82,65659.425,225.87528871315342
47,22,0.86,75760.875,0.0
47,23,0.9,90913.05,451.7505774263036
47,24,0.94,113136.24,3215.3536232150427
47,25,0.98,181826.1,7965.632924489273
48,1,0.02,1010.1450000000001,30.4628665963269
48,2,0.06,3333.4785,172.0214949060873
48,3,0.1,6060.870000000001,45.1750577426304
48,4,0.14,9798.406500000001,259.5109492635142
48,5,0.18,12121.740000000002,0.0
48,6,0.22,15152.175000000001,0.0
48,7,0.26,18182.61,329.249686158204
48,8,0.3,20606.958000000002,455.6744221870223
48,9,0.34,24243.480000000003,0.0
48,10,0.38,26263.77,112.9376443565759
48,11,0.42,30304.350000000002,0.0
48,12,0.46,32324.640000000003,436.23764139647955
48,13,0.5,35355.075000000004,0.0
48,14,0.54,39799.713,764.9245450628334
48,15,0.58,42426.090000000004,0.0
48,16,0.62,47476.815,487.5977344069861
48,17,0.66,50507.25,0.0
48,18,0.7,55557.975000000006,0.0
48,19,0.74,60608.700000000004,0.0
48,20,0.78,67679.71500000001,1281.469018292918
48,21,0.82,75760.875,0.0
48,22,0.86,86872.47,1190.9228177227656
48,23,0.9,101014.5,0.0
48,24,0.94,129298.56000000001,2525.3624999999993
48,25,0.98,202029.0,0.0
49,1,0.02,707.1015000000001,54.40426374728269
49,2,0.06,2525.3625,119.52196824998337
49,3,0.1,5050.725,246.24017863402483
49,4,0.14,7071.015,110.65738065508272
49,5,0.18,10101.45,105.13506188474307
49,6,0.22,12121.740000000002,0.0
49,7,0.26,15152.175000000001,45.17505774263061
49,8,0.3,19672.00819379999,733.7288346452954
49,9,0.34,22223.190000000002,382.9827468541488
49,10,0.38,25253.625,0.0
49,11,0.42,28284.06,274.2413624623242
49,12,0.46,30304.350000000002,0.0
49,13,0.5,34344.93,346.6205840749896
49,14,0.54,37375.365000000005,833.8465481978608
49,15,0.58,40405.8,0.0
49,16,0.62,45456.525,112.93764435657508
49,17,0.66,50507.25,877.2392293667025
49,18,0.7,53537.685000000005,1515.2174999999977
49,19,0.74,60608.700000000004,0.0
49,20,0.78,65659.425,0.0
49,21,0.82,72730.44,1167.0150582764738
49,22,0.86,80811.6,2054.5824294007084
49,23,0.9,97984.065,2292.5120007771866
49,24,0.94,121217.40000000001,1177.1277952280316
49,25,0.98,202029.0,12282.697467812139
50,1,0.02,659.9954676352942,105.14421907166518
50,2,0.06,2020.2900000000002,137.50403310888635
50,3,0.1,3636.5220000000004,553.9082857090439
50,4,0.14,5050.725,599.1581066482046
50,5,0.18,8081.160000000001,655.6558201788115
50,6,0.22,12121.740000000002,443.8377335993539
50,7,0.26,16162.320000000002,1612.2667529170442
50,8,0.3,20202.9,911.0825942542225
50,9,0.34,24243.480000000003,870.8637666662734
50,10,0.38,27273.915,1428.7296037693518
50,11,0.42,30304.350000000002,225.87528871315263
50,12,0.46,32370.678123636386,1477.8974557570941
50,13,0.5,36365.22,1240.2030452703154
50,14,0.54,40405.8,446.3544953834778
50,15,0.58,42426.090000000004,1249.9920363960969
50,16,0.62,45456.525,2053.268923303346
50,17,0.66,50507.25,351.91345157728466
50,18,0.7,52527.54,2439.982166513103
50,19,0.74,58425.54794292453,1851.6454034555254
50,20,0.78,62628.990000000005,1662.8138700386835
50,21,0.82,70710.15000000001,1707.8363441688593
50,22,0.86,75760.875,1836.0218675347237
50,23,0.9,87882.615,2490.661962553072
50,24,0.94,103771.9713733329,4329.085611236661
50,25,0.98,151521.75,2237.5570078784117
51,1,0.02,909.1305000000001,46.43939791221163
51,2,0.06,3030.4350000000004,0.0
51,3,0.1,5656.812000000001,291.9627049722845
51,4,0.14,9899.421,359.9676755097107
51,5,0.18,13131.885,329.12055717979666
51,6,0.22,16970.436,623.0909073965134
51,7,0.26,20202.9,0.0
51,8,0.3,24243.480000000003,179.28295237497596
51,9,0.34,26263.77,813.5913695107694
51,10,0.38,30304.350000000002,0.0
51,11,0.42,33334.785,384.8131158583809
51,12,0.46,36870.2925,838.211390074594
51,13,0.5,40405.8,0.0
51,14,0.54,45456.525,90.35011548526039
51,15,0.58,50002.177500000005,905.669338653607
51,16,0.62,53537.685000000005,858.2719868902134
51,17,0.66,60608.700000000004,1144.4553332570426
51,18,0.7,65659.425,391.2274762254679
51,19,0.74,71720.295,1430.9894349877204
51,20,0.78,80811.6,0.0
51,21,0.82,90913.05,714.2803794816879
51,22,0.86,102024.645,1745.2078094337269
51,23,0.9,121217.40000000001,0.0
51,24,0.94,151521.75,225.87528871315016
51,25,0.98,217181.17500000002,6738.424791350773
53,1,0.02,1010.1450000000001,0.0
53,2,0.06,4040.5800000000004,241.52416072470388
53,3,0.1,7273.044000000001,285.00086242448793
53,4,0.14,11111.595000000001,489.63528619202174
53,5,0.18,15152.175000000001,0.0
53,6,0.22,20202.9,203.2877598418371
53,7,0.26,23233.335000000003,294.5096970437119
53,8,0.3,25354.6395,630.485027719244
53,9,0.34,30304.350000000002,50.50724999999984
53,10,0.38,32324.640000000003,306.39214861725884
53,11,0.42,35355.075000000004,335.65346667111345
53,12,0.46,40405.8,7.158173400753544
53,13,0.5,42426.090000000004,761.1779693202069
53,14,0.54,47274.786,840.8999232854624
53,15,0.58,50507.25,0.0
53,16,0.62,56568.12,640.6177427381439
53,17,0.66,60608.700000000004,583.5686194105577
53,18,0.7,68689.86,1277.7435868123016
53,19,0.74,75760.875,0.0
53,20,0.78,82831.89,1446.307535796334
53,21,0.82,93943.485,1322.853423931406
53,22,0.86,104044.93500000001,1792.8295237497373
53,23,0.9,123237.69,3287.6590897543374
53,24,0.94,151521.75,0.0
53,25,0.98,242434.80000000002,6791.954738369692
54,1,0.02,726.4620944769232,83.17632885448215
54,2,0.06,3030.4350000000004,457.33568788729946
54,3,0.1,5353.7685,610.8859357302708
54,4,0.14,8081.160000000001,348.2394657051037
54,5,0.18,11111.595000000001,1048.57953591873
54,6,0.22,14142.03,534.3595863056921
54,7,0.26,16619.03180812501,847.6332492570136
54,8,0.3,20202.9,338.812933069729
54,9,0.34,22223.190000000002,846.5714570603475
54,10,0.38,25253.625,763.803423329574
54,11,0.42,26263.77,746.7506392217346
54,12,0.46,29294.205,921.5615519351079
54,13,0.5,31314.495000000003,1246.9613886288664
54,14,0.54,35355.075000000004,572.1626937458647
54,15,0.58,37877.34138993806,978.7745374952966
54,16,0.62,40405.8,124.55484111225645
54,17,0.66,45456.525,993.2449715669064
54,18,0.7,50507.25,1424.812750181714
54,19,0.74,52527.54,1053.3599442675038
54,20,0.78,60608.700000000004,225.8752887131518
54,21,0.82,65659.425,0.0
54,22,0.86,73740.585,1490.7455466453748
54,23,0.9,83842.035,2549.0417726119877
54,24,0.94,101014.5,0.0
54,25,0.98,150337.40652550998,5984.017635029637
55,1,0.02,1010.1450000000001,31.102265942900463
55,2,0.06,3232.4640000000004,211.64102662030848
55,3,0.1,5757.8265,405.55805596888194
55,4,0.14,9091.305,258.58370771337286
55,5,0.18,12121.740000000002,45.175057742630194
55,6,0.22,16162.320000000002,715.3022813731603
55,7,0.26,20202.9,0.0
55,8,0.3,23233.335000000003,257.72015027380445
55,9,0.34,26162.755500000003,1028.3842860824843
55,10,0.38,30304.350000000002,45.175057742630194
55,11,0.42,32324.640000000003,450.4207774449885
55,12,0.46,35355.075000000004,0.0
55,13,0.5,38385.51,528.8816050429717
55,14,0.54,40405.8,0.0
55,15,0.58,44953.51164173078,856.1004644235486
55,16,0.62,48486.96000000001,214.95645000338445
55,17,0.66,50507.25,0.0
55,18,0.7,55557.975000000006,0.0
55,19,0.74,60608.700000000004,0.0
55,20,0.78,65659.425,0.0
55,21,0.82,70710.15000000001,0.0
55,22,0.86,79801.455,1298.9428399825429
55,23,0.9,90913.05,1216.3756555794027
55,24,0.94,107191.73345649247,2361.1724035535804
55,25,0.98,171724.65000000002,3889.4935913933305
56,1,0.02,1010.1450000000001,13.200715482409604
56,2,0.06,2525.3625,384.60234596476977
56,3,0.1,4863.49579883721,391.45071790124126
56,4,0.14,7071.015,647.7751235611119
56,5,0.18,10101.45,1124.283766720171
56,6,0.22,13131.885,1478.6337739433561
56,7,0.26,17172.465,1017.1573887322162
56,8,0.3,20202.9,694.6051994843676
56,9,0.34,24243.480000000003,1177.301066108317
56,10,0.38,26263.77,1300.0981933468431
56,11,0.42,30304.350000000002,255.48209471744187
56,12,0.46,32324.640000000003,1413.5508946248835
56,13,0.5,35567.35184782609,906.958552267128
56,14,0.54,38981.68279639025,1782.6260437584601
56,15,0.58,42426.090000000004,1501.133043602027
56,16,0.62,47476.815,1806.0391272338952
56,17,0.66,50507.25,0.0
56,18,0.7,54547.83,1467.2482314712183
56,19,0.74,60608.700000000004,0.0
56,20,0.78,65659.425,1244.258588696903
56,21,0.82,70710.15000000001,1227.4493941805285
56,22,0.86,80811.6,1367.9415138937786
56,23,0.9,92804.26591666718,4051.5533288750185
56,24,0.94,108085.51500000001,3620.379781984107
56,25,0.98,151521.75,7983.484058123959
