year,state_fips,k,u_k,earnwke_q
2010,37,18,0.7,865.38
2010,37,19,0.74,961.0
2010,37,20,0.78,1000.0
2010,37,21,0.82,1125.0
2010,37,22,0.86,1250.0
2010,37,23,0.9,1442.3
2010,37,24,0.94,1846.15
2010,37,25,0.98,2788.46
2010,38,1,0.02,77.5
2010,38,2,0.06,150.0
2010,38,3,0.1,200.0
2010,38,4,0.14,267.26668680958886
2010,38,5,0.18,320.0
2010,38,6,0.22,362.6147265224871
2010,38,7,0.26,400.0
2010,38,8,0.3,440.0
2010,38,9,0.34,476.4201161807873
2010,38,10,0.38,500.0
2010,38,11,0.42,529.2155984789885
2010,38,12,0.46,576.0
2010,38,13,0.5,600.0
2010,38,14,0.54,649.7987081686663
2010,38,15,0.58,692.0
2010,38,16,0.62,735.4142500088101
2010,38,17,0.66,780.0
2010,38,18,0.7,840.0
2010,38,19,0.74,903.7460410018367
2010,38,20,0.78,984.579335905859
2010,38,21,0.82,1057.69
2010,38,22,0.86,1192.0
2010,38,23,0.9,1378.1355372417866
2010,38,24,0.94,1673.07
2010,38,25,0.98,2403.84
2010,39,1,0.02,70.0
2010,39,2,0.06,140.9743579283373
2010,39,3,0.1,184.61
2010,39,4,0.14,231.5128742808545
2010,39,5,0.18,288.0
2010,39,6,0.22,323.0
2010,39,7,0.26,368.0
2010,39,8,0.3,400.0
2010,39,9,0.34,442.3
2010,39,10,0.38,480.76
2010,39,11,0.42,526.6777809200236
2010,39,12,0.46,576.0
2010,39,13,0.5,603.7342393653138
2010,39,14,0.54,658.8
2010,39,15,0.58,700.0
2010,39,16,0.62,761.0
2010,39,17,0.66,807.0
2010,39,18,0.7,876.1433448680026
2010,39,19,0.74,960.0
2010,39,20,0.78,1005.1907065308692
2010,39,21,0.82,1120.0
2010,39,22,0.86,1250.0
2010,39,23,0.9,1414.4041308095118
2010,39,24,0.94,1650.9707458733121
2010,39,25,0.98,2340.5733025828426
2010,40,1,0.02,100.0
2010,40,2,0.06,180.0
2010,40,3,0.1,240.0
2010,40,4,0.14,288.0
2010,40,5,0.18,320.0
2010,40,6,0.22,350.0
2010,40,7,0.26,389.6
2010,40,8,0.3,403.75484598214604
2010,40,9,0.34,450.0
2010,40,10,0.38,480.24648058018596
2010,40,11,0.42,520.0
2010,40,12,0.46,560.0
2010,40,13,0.5,600.0
2010,40,14,0.54,640.0
2010,40,15,0.58,680.0
2010,40,16,0.62,721.8383071136737
2010,40,17,0.66,769.4631421312409
2010,40,18,0.7,846.15
2010,40,19,0.74,937.4340873804888
2010,40,20,0.78,1000.0
2010,40,21,0.82,1060.0
2010,40,22,0.86,1205.04321015528
2010,40,23,0.9,1402.0836081580408
2010,40,24,0.94,1692.8196079598704
2010,40,25,0.98,2309.0217803369587
2010,41,1,0.02,61.87968319004951
2010,41,2,0.06,144.89810847569652
2010,41,3,0.1,200.0
2010,41,4,0.14,240.0
2010,41,5,0.18,280.1603202068191
2010,41,6,0.22,322.3313167519856
2010,41,7,0.26,360.0
2010,41,8,0.3,400.0
2010,41,9,0.34,432.2748209068777
2010,41,10,0.38,480.0
2010,41,11,0.42,520.0
2010,41,12,0.46,560.0
2010,41,13,0.5,600.0
2010,41,14,0.54,667.9007540846328
2010,41,15,0.58,711.1834083511757
2010,41,16,0.62,770.0
2010,41,17,0.66,846.7627123875826
2010,41,18,0.7,923.0287447267045
2010,41,19,0.74,1012.7751319850695
2010,41,20,0.78,1150.0
2010,41,21,0.82,1250.0
2010,41,22,0.86,1374.7313525534166
2010,41,23,0.9,1551.456331764044
2010,41,24,0.94,1826.92
2010,41,25,0.98,2689.2274359761573
2010,42,1,0.02,72.50131477431057
2010,42,2,0.06,146.0324146253376
2010,42,3,0.1,200.0859839162062
2010,42,4,0.14,269.1942838356259
2010,42,5,0.18,323.9758498221758
2010,42,6,0.22,366.42175121247953
2010,42,7,0.26,400.0
2010,42,8,0.3,440.0
2010,42,9,0.34,480.0
2010,42,10,0.38,520.0
2010,42,11,0.42,568.4
2010,42,12,0.46,600.0
2010,42,13,0.5,650.0
2010,42,14,0.54,700.0
2010,42,15,0.58,760.0
2010,42,16,0.62,800.0
2010,42,17,0.66,865.38
2010,42,18,0.7,950.0
2010,42,19,0.74,1000.0
2010,42,20,0.78,1076.0
2010,42,21,0.82,1158.9741778425935
2010,42,22,0.86,1346.15
2010,42,23,0.9,1538.46
2010,42,24,0.94,1923.0
2010,42,25,0.98,2884.100749187008
2010,44,1,0.02,80.0
2010,44,2,0.06,145.0
2010,44,3,0.1,192.219233109459
2010,44,4,0.14,240.0
2010,44,5,0.18,288.46
2010,44,6,0.22,330.0
2010,44,7,0.26,375.0
2010,44,8,0.3,417.19461032445173
2010,44,9,0.34,466.00801809903913
2010,44,10,0.38,504.0
2010,44,11,0.42,560.0
2010,44,12,0.46,600.0
2010,44,13,0.5,650.0
2010,44,14,0.54,714.1304061000023
2010,44,15,0.58,769.23
2010,44,16,0.62,840.0
2010,44,17,0.66,916.8301000135148
2010,44,18,0.7,1000.0
2010,44,19,0.74,1076.92
2010,44,20,0.78,1154.1147152242272
2010,44,21,0.82,1325.6100441490812
2010,44,22,0.86,1442.3
2010,44,23,0.9,1634.61
2010,44,24,0.94,1923.0
2010,44,25,0.98,2692.0505665753085
2010,45,1,0.02,87.0
2010,45,2,0.06,153.78194250872843
2010,45,3,0.1,227.20777119375404
2010,45,4,0.14,288.5423457493371
2010,45,5,0.18,324.85262547910435
2010,45,6,0.22,360.0
2010,45,7,0.26,390.0
2010,45,8,0.3,416.4177901325646
2010,45,9,0.34,454.98958352838434
2010,45,10,0.38,480.2327488645184
2010,45,11,0.42,519.23
2010,45,12,0.46,557.8500087304424
2010,45,13,0.5,600.0
2010,45,14,0.54,640.0
2010,45,15,0.58,673.07
2010,45,16,0.62,720.0
2010,45,17,0.66,769.0
2010,45,18,0.7,821.9277485467953
2010,45,19,0.74,884.0
2010,45,20,0.78,961.53
2010,45,21,0.82,1040.0
2010,45,22,0.86,1160.0944519668906
2010,45,23,0.9,1346.15
2010,45,24,0.94,1576.785947108891
2010,45,25,0.98,2307.0
2010,46,1,0.02,72.5
2010,46,2,0.06,150.0
2010,46,3,0.1,217.13170124842267
2010,46,4,0.14,270.0
2010,46,5,0.18,310.09112047769077
2010,46,6,0.22,359.0136100136326
2010,46,7,0.26,389.5912312768293
2010,46,8,0.3,412.3045779077755
2010,46,9,0.34,450.0
2010,46,10,0.38,480.0
2010,46,11,0.42,500.0
2010,46,12,0.46,540.0
2010,46,13,0.5,576.92
2010,46,14,0.54,607.6982025261232
2010,46,15,0.58,644.815498988213
2010,46,16,0.62,691.7089671627814
2010,46,17,0.66,738.9750959040073
2010,46,18,0.7,777.3340131579808
2010,46,19,0.74,826.92
2010,46,20,0.78,894.9134358577975
2010,46,21,0.82,992.3
2010,46,22,0.86,1100.0
2010,46,23,0.9,1250.0
2010,46,24,0.94,1516.4451568510844
2010,46,25,0.98,2022.7783511237287
2010,47,1,0.02,88.73165958086271
2010,47,2,0.06,160.0
2010,47,3,0.1,200.0
2010,47,4,0.14,250.0
2010,47,5,0.18,300.0
2010,47,6,0.22,329.75869054417467
2010,47,7,0.26,360.0
2010,47,8,0.3,385.0
2010,47,9,0.34,410.74564494480023
2010,47,10,0.38,448.6901963968917
2010,47,11,0.42,480.0
2010,47,12,0.46,516.9529135999809
2010,47,13,0.5,560.0
2010,47,14,0.54,600.0
2010,47,15,0.58,643.8819577929052
2010,47,16,0.62,692.0958833105612
2010,47,17,0.66,750.0
2010,47,18,0.7,800.0
2010,47,19,0.74,865.0
2010,47,20,0.78,957.3867048169734
2010,47,21,0.82,1040.0
2010,47,22,0.86,1160.0
2010,47,23,0.9,1440.3357975308886
2010,47,24,0.94,1760.6356441136165
2010,47,25,0.98,2552.4654640114863
2010,48,1,0.02,84.0
2010,48,2,0.06,160.0
2010,48,3,0.1,217.5
2010,48,4,0.14,272.0
2010,48,5,0.18,300.0
2010,48,6,0.22,340.0
2010,48,7,0.26,369.23
2010,48,8,0.3,400.0
2010,48,9,0.34,425.0
2010,48,10,0.38,469.90018201101134
2010,48,11,0.42,500.0
2010,48,12,0.46,540.0
2010,48,13,0.5,580.0
2010,48,14,0.54,630.0
2010,48,15,0.58,680.0
2010,48,16,0.62,738.0
2010,48,17,0.66,800.0
2010,48,18,0.7,865.38
2010,48,19,0.74,942.0
2010,48,20,0.78,1000.0
2010,48,21,0.82,1153.84
2010,48,22,0.86,1260.1520854031114
2010,48,23,0.9,1480.76
2010,48,24,0.94,1846.15
2010,48,25,0.98,2874.50739876255
2010,49,1,0.02,60.0
2010,49,2,0.06,126.40517080769335
2010,49,3,0.1,180.095781163813
2010,49,4,0.14,225.0
2010,49,5,0.18,280.0
2010,49,6,0.22,320.0
2010,49,7,0.26,357.0790662017147
2010,49,8,0.3,400.0
2010,49,9,0.34,427.2065784698346
2010,49,10,0.38,475.0
2010,49,11,0.42,500.0
2010,49,12,0.46,550.0
2010,49,13,0.5,600.0
2010,49,14,0.54,641.8646299052319
2010,49,15,0.58,692.186089141092
2010,49,16,0.62,734.2965713470741
2010,49,17,0.66,800.0
2010,49,18,0.7,865.38
2010,49,19,0.74,931.5538639755528
2010,49,20,0.78,1000.0
2010,49,21,0.82,1151.1873131654088
2010,49,22,0.86,1250.0
2010,49,23,0.9,1441.527714319355
2010,49,24,0.94,1762.737513091223
2010,49,25,0.98,2515.35888028086
2010,50,1,0.02,51.0
2010,50,2,0.06,127.57008618858167
2010,50,3,0.1,198.12934034044372
2010,50,4,0.14,264.0
2010,50,5,0.18,315.0
2010,50,6,0.22,360.0
2010,50,7,0.26,400.0
2010,50,8,0.3,442.0
2010,50,9,0.34,480.76
2010,50,10,0.38,520.0
2010,50,11,0.42,576.0
2010,50,12,0.46,600.0
2010,50,13,0.5,650.0
2010,50,14,0.54,692.3
2010,50,15,0.58,750.0
2010,50,16,0.62,788.46
2010,50,17,0.66,826.92
2010,50,18,0.7,885.8823549323957
2010,50,19,0.74,961.0
2010,50,20,0.78,1019.23
2010,50,21,0.82,1125.0
2010,50,22,0.86,1230.0
2010,50,23,0.9,1441.1476841610217
2010,50,24,0.94,1730.0
2010,50,25,0.98,2500.0
2010,51,1,0.02,77.91168538140558
2010,51,2,0.06,173.56547924906357
2010,51,3,0.1,232.5
2010,51,4,0.14,288.0
2010,51,5,0.18,325.0
2010,51,6,0.22,378.0
2010,51,7,0.26,402.49940395551397
2010,51,8,0.3,461.0
2010,51,9,0.34,504.2087376184406
2010,51,10,0.38,563.9309153647605
2010,51,11,0.42,605.76
2010,51,12,0.46,673.07
2010,51,13,0.5,730.76
2010,51,14,0.54,769.23
2010,51,15,0.58,850.0
2010,51,16,0.62,923.0
2010,51,17,0.66,998.0
2010,51,18,0.7,1081.0
2010,51,19,0.74,1191.410815710193
2010,51,20,0.78,1346.0
2010,51,21,0.82,1476.9637674086755
2010,51,22,0.86,1711.53
2010,51,23,0.9,1923.07
2010,51,24,0.94,2403.0
2010,51,25,0.98,2884.61
2010,53,1,0.02,88.11794447020094
2010,53,2,0.06,171.0883504852331
2010,53,3,0.1,245.00113562682887
2010,53,4,0.14,299.22133934910175
2010,53,5,0.18,342.2298382305775
2010,53,6,0.22,396.0
2010,53,7,0.26,440.0
2010,53,8,0.3,480.0
2010,53,9,0.34,519.23
2010,53,10,0.38,569.9555825385469
2010,53,11,0.42,609.0445778140273
2010,53,12,0.46,680.0
2010,53,13,0.5,730.76
2010,53,14,0.54,791.0759581118272
2010,53,15,0.58,857.0415035878633
2010,53,16,0.62,923.07
2010,53,17,0.66,999.6494580336756
2010,53,18,0.7,1066.060872477338
2010,53,19,0.74,1153.84
2010,53,20,0.78,1250.0
2010,53,21,0.82,1404.3941072788155
2010,53,22,0.86,1574.422207777091
2010,53,23,0.9,1793.31495317356
2010,53,24,0.94,2019.23
2010,53,25,0.98,2826.2235395853577
2010,54,1,0.02,96.1348297389741
2010,54,2,0.06,173.76126233652013
2010,54,3,0.1,230.0
2010,54,4,0.14,281.02533384238376
2010,54,5,0.18,320.0
2010,54,6,0.22,347.791813372578
2010,54,7,0.26,384.0
2010,54,8,0.3,420.0
2010,54,9,0.34,468.72836386408915
2010,54,10,0.38,500.0
2010,54,11,0.42,553.84
2010,54,12,0.46,600.0
2010,54,13,0.5,639.3365502341633
2010,54,14,0.54,683.9790259059189
2010,54,15,0.58,730.76
2010,54,16,0.62,788.46
2010,54,17,0.66,854.0310063784078
2010,54,18,0.7,923.07
2010,54,19,0.74,1000.0
2010,54,20,0.78,1078.2049965247936
2010,54,21,0.82,1189.6731271009637
2010,54,22,0.86,1335.3786030992146
2010,54,23,0.9,1500.0
2010,54,24,0.94,1746.5414061620213
2010,54,25,0.98,2346.15
2010,55,1,0.02,72.5
2010,55,2,0.06,127.5
2010,55,3,0.1,187.5
2010,55,4,0.14,249.49994053082716
2010,55,5,0.18,300.0
2010,55,6,0.22,351.0
2010,55,7,0.26,400.0
2010,55,8,0.3,440.0
2010,55,9,0.34,480.0
2010,55,10,0.38,516.0
2010,55,11,0.42,560.0
2010,55,12,0.46,600.0
2010,55,13,0.5,650.0
2010,55,14,0.54,692.3
2010,55,15,0.58,738.46
2010,55,16,0.62,789.0
2010,55,17,0.66,830.0
2010,55,18,0.7,884.61
2010,55,19,0.74,961.53
2010,55,20,0.78,1038.0
2010,55,21,0.82,1150.0
2010,55,22,0.86,1250.0
2010,55,23,0.9,1406.1210605765948
2010,55,24,0.94,1638.8650810097
2010,55,25,0.98,2375.406377190236
2010,56,1,0.02,72.5
2010,56,2,0.06,145.0
2010,56,3,0.1,208.23207860189754
2010,56,4,0.14,270.0
2010,56,5,0.18,320.0
2010,56,6,0.22,367.5
2010,56,7,0.26,400.0
2010,56,8,0.3,440.0
2010,56,9,0.34,480.4775631690444
2010,56,10,0.38,520.0
2010,56,11,0.42,576.2499381678319
2010,56,12,0.46,603.1858666761204
2010,56,13,0.5,660.0
2010,56,14,0.54,710.9324333656856
2010,56,15,0.58,769.23
2010,56,16,0.62,807.69
2010,56,17,0.66,880.0
2010,56,18,0.7,932.6580533727832
2010,56,19,0.74,1000.0
2010,56,20,0.78,1080.0
2010,56,21,0.82,1160.0
2010,56,22,0.86,1280.0
2010,56,23,0.9,1400.0
2010,56,24,0.94,1585.2331030964397
2010,56,25,0.98,2198.637662814346
2015,1,1,0.02,115.04585691077578
2015,1,2,0.06,190.0
2015,1,3,0.1,250.0
2015,1,4,0.14,290.0
2015,1,5,0.18,332.09446681271413
2015,1,6,0.22,368.38242005430675
2015,1,7,0.26,400.0
2015,1,8,0.3,427.6550313601511
2015,1,9,0.34,479.3834777414194
2015,1,10,0.38,503.27321545909183
2015,1,11,0.42,554.3932995424003
2015,1,12,0.46,600.0
2015,1,13,0.5,635.7070315446796
2015,1,14,0.54,680.0
2015,1,15,0.58,724.8301938068715
2015,1,16,0.62,769.23
2015,1,17,0.66,845.1872144886427
2015,1,18,0.7,923.0
2015,1,19,0.74,991.9581134177664
2015,1,20,0.78,1079.6547768326907
2015,1,21,0.82,1200.0
2015,1,22,0.86,1346.0
2015,1,23,0.9,1520.646678018956
2015,1,24,0.94,1826.0
2015,1,25,0.98,2884.0
2015,2,1,0.02,122.78957839374
2015,2,2,0.06,230.0
2015,2,3,0.1,312.2664225162596
2015,2,4,0.14,375.83950716636144
2015,2,5,0.18,408.5364633117189
2015,2,6,0.22,450.0
2015,2,7,0.26,495.0
2015,2,8,0.3,550.0
2015,2,9,0.34,593.4750805137597
2015,2,10,0.38,630.0
2015,2,11,0.42,692.0
2015,2,12,0.46,750.0
2015,2,13,0.5,800.0
2015,2,14,0.54,876.9782625799517
2015,2,15,0.58,942.0864468858148
2015,2,16,0.62,1005.1468190575439
2015,2,17,0.66,1100.0
2015,2,18,0.7,1160.081011632172
2015,2,19,0.74,1269.23
2015,2,20,0.78,1384.61
2015,2,21,0.82,1500.0
2015,2,22,0.86,1700.0
2015,2,23,0.9,1923.07
2015,2,24,0.94,2307.69
2015,2,25,0.98,2884.61
2015,4,1,0.02,100.0
2015,4,2,0.06,186.53670071144742
2015,4,3,0.1,240.4671826574777
2015,4,4,0.14,298.77624825415927
2015,4,5,0.18,336.28829209621216
2015,4,6,0.22,378.0
2015,4,7,0.26,400.0
2015,4,8,0.3,448.0
2015,4,9,0.34,480.0
2015,4,10,0.38,520.0
2015,4,11,0.42,560.0
2015,4,12,0.46,600.0
2015,4,13,0.5,646.9470755405094
2015,4,14,0.54,693.2482049678811
2015,4,15,0.58,750.7531918756056
2015,4,16,0.62,800.0
2015,4,17,0.66,865.38
2015,4,18,0.7,961.3748257763776
2015,4,19,0.74,1057.0
2015,4,20,0.78,1153.84
2015,4,21,0.82,1300.0
2015,4,22,0.86,1442.3
2015,4,23,0.9,1692.106195984176
2015,4,24,0.94,2000.0
2015,4,25,0.98,2884.61
2015,5,1,0.02,100.0
2015,5,2,0.06,174.0
2015,5,3,0.1,252.01843244668476
2015,5,4,0.14,300.41306376969834
2015,5,5,0.18,346.15
2015,5,6,0.22,384.0
2015,5,7,0.26,400.0
2015,5,8,0.3,447.4071109770601
2015,5,9,0.34,480.0
2015,5,10,0.38,500.0
2015,5,11,0.42,541.8930616196474
2015,5,12,0.46,591.5704585826718
2015,5,13,0.5,615.0
2015,5,14,0.54,660.0
2015,5,15,0.58,711.030502715398
2015,5,16,0.62,761.0404774173863
2015,5,17,0.66,807.0
2015,5,18,0.7,876.9116698736387
2015,5,19,0.74,958.0200873500422
2015,5,20,0.78,1019.23
2015,5,21,0.82,1153.0
2015,5,22,0.86,1288.1134693373767
2015,5,23,0.9,1500.0
2015,5,24,0.94,1800.0
2015,5,25,0.98,2884.61
2015,6,1,0.02,108.0
2015,6,2,0.06,185.0
2015,6,3,0.1,243.25806879276016
2015,6,4,0.14,300.0
2015,6,5,0.18,350.0
2015,6,6,0.22,384.61
2015,6,7,0.26,415.53839588776333
2015,6,8,0.3,461.53
2015,6,9,0.34,500.0
2015,6,10,0.38,560.0
2015,6,11,0.42,600.0
2015,6,12,0.46,650.0
2015,6,13,0.5,711.0
2015,6,14,0.54,769.23
2015,6,15,0.58,840.0
2015,6,16,0.62,923.07
2015,6,17,0.66,1000.0
2015,6,18,0.7,1120.0
2015,6,19,0.74,1230.0
2015,6,20,0.78,1384.0
2015,6,21,0.82,1538.0
2015,6,22,0.86,1750.0
2015,6,23,0.9,2014.0
2015,6,24,0.94,2500.0
2015,6,25,0.98,2884.61
2015,8,1,0.02,96.82535602966237
2015,8,2,0.06,195.77208579962863
2015,8,3,0.1,265.1510283521806
2015,8,4,0.14,342.0
2015,8,5,0.18,384.61
2015,8,6,0.22,423.07
2015,8,7,0.26,480.0
2015,8,8,0.3,520.0
2015,8,9,0.34,560.0
2015,8,10,0.38,600.0
2015,8,11,0.42,646.15
2015,8,12,0.46,700.0
2015,8,13,0.5,760.0
2015,8,14,0.54,800.0
2015,8,15,0.58,865.38
2015,8,16,0.62,941.9502243295439
2015,8,17,0.66,1000.0
2015,8,18,0.7,1096.15
2015,8,19,0.74,1216.8379608235969
2015,8,20,0.78,1346.15
2015,8,21,0.82,1517.9414205987885
2015,8,22,0.86,1730.0
2015,8,23,0.9,1923.07
2015,8,24,0.94,2307.69
2015,8,25,0.98,2884.61
2015,9,1,0.02,100.0
2015,9,2,0.06,180.0
2015,9,3,0.1,250.0
2015,9,4,0.14,310.6738200638749
2015,9,5,0.18,360.0
2015,9,6,0.22,403.92241134036783
2015,9,7,0.26,475.0
2015,9,8,0.3,522.1125139804051
2015,9,9,0.34,576.0
2015,9,10,0.38,640.0
2015,9,11,0.42,697.510894802235
2015,9,12,0.46,769.0
2015,9,13,0.5,807.69
2015,9,14,0.54,894.2053144473462
2015,9,15,0.58,980.76
2015,9,16,0.62,1057.69
2015,9,17,0.66,1153.0
2015,9,18,0.7,1250.0
2015,9,19,0.74,1346.15
2015,9,20,0.78,1515.1782373679036
2015,9,21,0.82,1666.66
2015,9,22,0.86,1912.0186115930042
2015,9,23,0.9,2185.45535539537
2015,9,24,0.94,2500.0
2015,9,25,0.98,2884.61
2015,10,1,0.02,113.96476434130577
2015,10,2,0.06,200.0
2015,10,3,0.1,269.2864440439734
2015,10,4,0.14,320.0
2015,10,5,0.18,369.44145684609504
2015,10,6,0.22,400.0
2015,10,7,0.26,450.0
2015,10,8,0.3,485.55727343749396
2015,10,9,0.34,526.9274571122161
2015,10,10,0.38,576.0
2015,10,11,0.42,617.0504418684974
2015,10,12,0.46,673.0
2015,10,13,0.5,700.0
2015,10,14,0.54,761.53
2015,10,15,0.58,800.0
2015,10,16,0.62,865.38
2015,10,17,0.66,960.0
2015,10,18,0.7,1000.0
2015,10,19,0.74,1120.0
2015,10,20,0.78,1220.8326879466183
2015,10,21,0.82,1346.15
2015,10,22,0.86,1509.4929590342088
2015,10,23,0.9,1730.0
2015,10,24,0.94,2055.3204377766274
2015,10,25,0.98,2852.7128455111233
2015,11,1,0.02,150.17136406048047
2015,11,2,0.06,272.2896226702241
2015,11,3,0.1,350.0
2015,11,4,0.14,400.0
2015,11,5,0.18,480.0
2015,11,6,0.22,554.309095587773
2015,11,7,0.26,600.0
2015,11,8,0.3,692.020450464757
2015,11,9,0.34,764.8239248224693
2015,11,10,0.38,826.92
2015,11,11,0.42,900.0
2015,11,12,0.46,961.53
2015,11,13,0.5,1038.46
2015,11,14,0.54,1153.0
2015,11,15,0.58,1230.0
2015,11,16,0.62,1334.0651501117175
2015,11,17,0.66,1442.3
2015,11,18,0.7,1540.3780856884732
2015,11,19,0.74,1730.76
2015,11,20,0.78,1903.0
2015,11,21,0.82,2100.0
2015,11,22,0.86,2307.69
2015,11,23,0.9,2692.3
2015,11,24,0.94,2884.61
2015,11,25,0.98,2884.61
2015,12,1,0.02,113.87083616271966
2015,12,2,0.06,194.11245454319976
2015,12,3,0.1,250.0
2015,12,4,0.14,300.0
2015,12,5,0.18,343.13470953141564
2015,12,6,0.22,384.0
2015,12,7,0.26,401.6
2015,12,8,0.3,457.0263592380122
2015,12,9,0.34,496.0
2015,12,10,0.38,538.46
2015,12,11,0.42,576.92
2015,12,12,0.46,600.0
2015,12,13,0.5,670.0
2015,12,14,0.54,700.0
2015,12,15,0.58,769.0
2015,12,16,0.62,815.2532832138786
2015,12,17,0.66,884.61
2015,12,18,0.7,961.53
2015,12,19,0.74,1055.5012589775943
2015,12,20,0.78,1153.84
2015,12,21,0.82,1280.0
2015,12,22,0.86,1442.3
2015,12,23,0.9,1730.0
2015,12,24,0.94,2153.0294117221056
2015,12,25,0.98,2884.61
2015,13,1,0.02,104.26164202134233
2015,13,2,0.06,200.0
2015,13,3,0.1,262.5
2015,13,4,0.14,303.67158333707346
2015,13,5,0.18,357.4236724667412
2015,13,6,0.22,393.9663423644307
2015,13,7,0.26,423.016772173465
2015,13,8,0.3,475.0
2015,13,9,0.34,500.0
2015,13,10,0.38,550.0
2015,13,11,0.42,576.92
2015,13,12,0.46,615.38
2015,13,13,0.5,673.07
2015,13,14,0.54,720.0
2015,13,15,0.58,769.23
2015,13,16,0.62,813.7616990568937
2015,13,17,0.66,894.5300005298931
2015,13,18,0.7,961.53
2015,13,19,0.74,1057.69
2015,13,20,0.78,1153.84
2015,13,21,0.82,1313.266383010231
2015,13,22,0.86,1500.0
2015,13,23,0.9,1730.0
2015,13,24,0.94,2017.6684203275156
2015,13,25,0.98,2884.61
2015,15,1,0.02,91.47108933952234
2015,15,2,0.06,170.41712846178552
2015,15,3,0.1,232.22676479892849
2015,15,4,0.14,292.00323836461
2015,15,5,0.18,346.15
2015,15,6,0.22,400.0
2015,15,7,0.26,435.9816229013831
2015,15,8,0.3,480.0
2015,15,9,0.34,510.0
2015,15,10,0.38,560.0
2015,15,11,0.42,600.0
2015,15,12,0.46,640.0
2015,15,13,0.5,680.0
2015,15,14,0.54,720.0
2015,15,15,0.58,769.23
2015,15,16,0.62,841.0577076626281
2015,15,17,0.66,923.0
2015,15,18,0.7,1000.0
2015,15,19,0.74,1064.398230290133
2015,15,20,0.78,1187.3266070223297
2015,15,21,0.82,1320.0
2015,15,22,0.86,1442.3
2015,15,23,0.9,1634.61
2015,15,24,0.94,2000.0
2015,15,25,0.98,2884.0
2015,16,1,0.02,75.0
2015,16,2,0.06,148.11245121588613
2015,16,3,0.1,200.4
2015,16,4,0.14,250.0
2015,16,5,0.18,313.1074582140781
2015,16,6,0.22,360.0
2015,16,7,0.26,400.0
2015,16,8,0.3,440.0
2015,16,9,0.34,480.0
2015,16,10,0.38,520.0
2015,16,11,0.42,560.0
2015,16,12,0.46,600.0
2015,16,13,0.5,615.38
2015,16,14,0.54,673.0
2015,16,15,0.58,711.53
2015,16,16,0.62,769.0
2015,16,17,0.66,807.7749367950338
2015,16,18,0.7,881.7227814712129
2015,16,19,0.74,961.53
2015,16,20,0.78,1057.69
2015,16,21,0.82,1153.84
2015,16,22,0.86,1285.1090919267342
2015,16,23,0.9,1480.1634719542903
2015,16,24,0.94,1809.164303361623
2015,16,25,0.98,2500.0
2015,17,1,0.02,95.0
2015,17,2,0.06,170.0
2015,17,3,0.1,240.0
2015,17,4,0.14,300.0
2015,17,5,0.18,350.0
2015,17,6,0.22,392.6441210769098
2015,17,7,0.26,420.0
2015,17,8,0.3,473.61862519819016
2015,17,9,0.34,510.0
2015,17,10,0.38,562.2449045481563
2015,17,11,0.42,600.3344929334927
2015,17,12,0.46,673.0
2015,17,13,0.5,727.8078833771268
2015,17,14,0.54,776.2795992354976
2015,17,15,0.58,850.0
2015,17,16,0.62,912.1696489184378
2015,17,17,0.66,980.76
2015,17,18,0.7,1057.69
2015,17,19,0.74,1153.84
2015,17,20,0.78,1280.0
2015,17,21,0.82,1442.0
2015,17,22,0.86,1615.38
2015,17,23,0.9,1923.07
2015,17,24,0.94,2307.69
2015,17,25,0.98,2884.61
2015,18,1,0.02,85.0
2015,18,2,0.06,169.6103267288747
2015,18,3,0.1,240.0
2015,18,4,0.14,289.1823416367252
2015,18,5,0.18,343.2324276494603
2015,18,6,0.22,384.61
2015,18,7,0.26,402.8214526926305
2015,18,8,0.3,452.9593992304651
2015,18,9,0.34,497.50664469116754
2015,18,10,0.38,539.074015200288
2015,18,11,0.42,587.164211205472
2015,18,12,0.46,620.0074779875707
2015,18,13,0.5,673.07
2015,18,14,0.54,720.0
2015,18,15,0.58,769.23
2015,18,16,0.62,830.0
2015,18,17,0.66,900.0
2015,18,18,0.7,961.53
2015,18,19,0.74,1039.7894615439907
2015,18,20,0.78,1149.7853067940177
2015,18,21,0.82,1247.473978422478
2015,18,22,0.86,1402.5040325897069
2015,18,23,0.9,1586.4518733058246
2015,18,24,0.94,1923.07
2015,18,25,0.98,2870.715724904036
2015,19,1,0.02,90.85609757743488
2015,19,2,0.06,156.3505457644871
2015,19,3,0.1,212.99974780282633
2015,19,4,0.14,280.0
2015,19,5,0.18,331.60915586247603
2015,19,6,0.22,388.13048125529735
2015,19,7,0.26,432.9972744332926
2015,19,8,0.3,480.0
2015,19,9,0.34,510.0
2015,19,10,0.38,553.84
2015,19,11,0.42,599.9221044526056
2015,19,12,0.46,630.0
2015,19,13,0.5,680.0
2015,19,14,0.54,720.0
2015,19,15,0.58,769.0
2015,19,16,0.62,807.69
2015,19,17,0.66,880.0
2015,19,18,0.7,940.1787216378393
2015,19,19,0.74,1000.0
2015,19,20,0.78,1095.9389510439564
2015,19,21,0.82,1192.3
2015,19,22,0.86,1346.0
2015,19,23,0.9,1576.0
2015,19,24,0.94,1923.0
2015,19,25,0.98,2599.156978073025
2015,20,1,0.02,84.67475762065764
2015,20,2,0.06,166.99106368075397
2015,20,3,0.1,243.78236220828944
2015,20,4,0.14,298.8992271834662
2015,20,5,0.18,336.0
2015,20,6,0.22,385.4555332517377
