year,state_fips,k,u_k,earnwke_q
2015,20,7,0.26,420.0
2015,20,8,0.3,475.0
2015,20,9,0.34,500.0
2015,20,10,0.38,550.0
2015,20,11,0.42,595.1771302477443
2015,20,12,0.46,624.0
2015,20,13,0.5,674.9139849296046
2015,20,14,0.54,725.508794823814
2015,20,15,0.58,769.23
2015,20,16,0.62,846.15
2015,20,17,0.66,903.84
2015,20,18,0.7,961.53
2015,20,19,0.74,1040.0
2015,20,20,0.78,1153.0
2015,20,21,0.82,1250.0
2015,20,22,0.86,1386.0278657812564
2015,20,23,0.9,1615.0
2015,20,24,0.94,1925.0775489550672
2015,20,25,0.98,2876.918107778774
2015,21,1,0.02,97.6514778704249
2015,21,2,0.06,172.58687273648388
2015,21,3,0.1,253.8333823975602
2015,21,4,0.14,310.71526620047536
2015,21,5,0.18,360.0
2015,21,6,0.22,400.0
2015,21,7,0.26,423.07
2015,21,8,0.3,468.7228267182055
2015,21,9,0.34,508.1205813951472
2015,21,10,0.38,560.0
2015,21,11,0.42,600.0
2015,21,12,0.46,640.0
2015,21,13,0.5,673.07
2015,21,14,0.54,720.0
2015,21,15,0.58,769.23
2015,21,16,0.62,810.0995522536443
2015,21,17,0.66,880.2422983934661
2015,21,18,0.7,961.0
2015,21,19,0.74,1000.0
2015,21,20,0.78,1100.4641499517256
2015,21,21,0.82,1211.412798831063
2015,21,22,0.86,1363.0279513062544
2015,21,23,0.9,1574.051378311116
2015,21,24,0.94,1923.07
2015,21,25,0.98,2884.61
2015,22,1,0.02,113.48642302098385
2015,22,2,0.06,184.0
2015,22,3,0.1,233.09085625677952
2015,22,4,0.14,288.0
2015,22,5,0.18,320.0
2015,22,6,0.22,360.0
2015,22,7,0.26,400.0
2015,22,8,0.3,423.07
2015,22,9,0.34,480.0
2015,22,10,0.38,513.0845067550445
2015,22,11,0.42,560.0
2015,22,12,0.46,600.0
2015,22,13,0.5,650.0
2015,22,14,0.54,700.0
2015,22,15,0.58,750.0
2015,22,16,0.62,800.0
2015,22,17,0.66,865.38
2015,22,18,0.7,955.1414729444173
2015,22,19,0.74,1014.8440523973848
2015,22,20,0.78,1134.0996801313142
2015,22,21,0.82,1250.0
2015,22,22,0.86,1384.61
2015,22,23,0.9,1576.2520888874712
2015,22,24,0.94,1923.07
2015,22,25,0.98,2884.61
2015,23,1,0.02,75.14017429179619
2015,23,2,0.06,163.23335337107653
2015,23,3,0.1,230.52024520611573
2015,23,4,0.14,296.44820658991716
2015,23,5,0.18,349.2737661969276
2015,23,6,0.22,392.45862063091903
2015,23,7,0.26,440.0
2015,23,8,0.3,480.0
2015,23,9,0.34,520.0
2015,23,10,0.38,560.0
2015,23,11,0.42,600.0
2015,23,12,0.46,641.437635406647
2015,23,13,0.5,680.0
2015,23,14,0.54,739.5880710809023
2015,23,15,0.58,793.0132456801996
2015,23,16,0.62,840.6293996273436
2015,23,17,0.66,900.0
2015,23,18,0.7,980.0
2015,23,19,0.74,1051.7423213689653
2015,23,20,0.78,1153.0
2015,23,21,0.82,1244.1039859631144
2015,23,22,0.86,1377.2660430266237
2015,23,23,0.9,1576.9795115025504
2015,23,24,0.94,1923.0
2015,23,25,0.98,2624.070794628033
2015,24,1,0.02,100.0
2015,24,2,0.06,200.0
2015,24,3,0.1,285.0
2015,24,4,0.14,350.0
2015,24,5,0.18,400.0
2015,24,6,0.22,450.0
2015,24,7,0.26,500.0
2015,24,8,0.3,560.0
2015,24,9,0.34,600.0
2015,24,10,0.38,660.0
2015,24,11,0.42,714.8153725799411
2015,24,12,0.46,769.0
2015,24,13,0.5,844.8938253828572
2015,24,14,0.54,929.5679609880993
2015,24,15,0.58,1000.0
2015,24,16,0.62,1076.0
2015,24,17,0.66,1175.5671463761282
2015,24,18,0.7,1307.5247061388045
2015,24,19,0.74,1442.3
2015,24,20,0.78,1576.0
2015,24,21,0.82,1746.3878536064358
2015,24,22,0.86,1923.07
2015,24,23,0.9,2180.939124885497
2015,24,24,0.94,2500.0
2015,24,25,0.98,2884.61
2015,25,1,0.02,80.99727656391524
2015,25,2,0.06,180.0
2015,25,3,0.1,253.60085073196927
2015,25,4,0.14,321.1637081754711
2015,25,5,0.18,384.0
2015,25,6,0.22,420.0
2015,25,7,0.26,481.5849450072449
2015,25,8,0.3,550.0
2015,25,9,0.34,600.0
2015,25,10,0.38,660.0
2015,25,11,0.42,720.0
2015,25,12,0.46,788.1843600910406
2015,25,13,0.5,865.0
2015,25,14,0.54,923.07
2015,25,15,0.58,1000.0
2015,25,16,0.62,1057.69
2015,25,17,0.66,1153.84
2015,25,18,0.7,1256.8163640769978
2015,25,19,0.74,1400.0
2015,25,20,0.78,1538.46
2015,25,21,0.82,1730.0
2015,25,22,0.86,1923.07
2015,25,23,0.9,2219.808307030721
2015,25,24,0.94,2692.3
2015,25,25,0.98,2884.61
2015,26,1,0.02,81.5
2015,26,2,0.06,161.10055549829636
2015,26,3,0.1,218.60598635908565
2015,26,4,0.14,275.49100439433056
2015,26,5,0.18,336.515621160665
2015,26,6,0.22,380.0
2015,26,7,0.26,400.0
2015,26,8,0.3,457.6
2015,26,9,0.34,500.0
2015,26,10,0.38,547.4419878354315
2015,26,11,0.42,600.0
2015,26,12,0.46,640.0
2015,26,13,0.5,700.0
2015,26,14,0.54,759.2809685563736
2015,26,15,0.58,801.820790178119
2015,26,16,0.62,865.38
2015,26,17,0.66,960.0
2015,26,18,0.7,1019.23
2015,26,19,0.74,1146.1774536506746
2015,26,20,0.78,1250.0
2015,26,21,0.82,1386.4771361068813
2015,26,22,0.86,1538.46
2015,26,23,0.9,1733.1639157783163
2015,26,24,0.94,2115.38
2015,26,25,0.98,2884.61
2015,27,1,0.02,80.0
2015,27,2,0.06,175.0
2015,27,3,0.1,236.67788929378813
2015,27,4,0.14,300.0
2015,27,5,0.18,360.0
2015,27,6,0.22,400.0
2015,27,7,0.26,448.8878237602222
2015,27,8,0.3,494.4
2015,27,9,0.34,550.0
2015,27,10,0.38,600.0
2015,27,11,0.42,652.8
2015,27,12,0.46,715.2063000096083
2015,27,13,0.5,760.0
2015,27,14,0.54,807.0
2015,27,15,0.58,880.0
2015,27,16,0.62,961.53
2015,27,17,0.66,1000.0
2015,27,18,0.7,1100.0
2015,27,19,0.74,1192.0
2015,27,20,0.78,1305.4105421888019
2015,27,21,0.82,1442.0
2015,27,22,0.86,1615.38
2015,27,23,0.9,1888.4976792860643
2015,27,24,0.94,2228.0402922290405
2015,27,25,0.98,2884.61
2015,28,1,0.02,100.0
2015,28,2,0.06,180.0
2015,28,3,0.1,228.18136793291183
2015,28,4,0.14,279.6354868380797
2015,28,5,0.18,320.0
2015,28,6,0.22,350.0
2015,28,7,0.26,375.0
2015,28,8,0.3,400.0
2015,28,9,0.34,440.0
2015,28,10,0.38,480.0
2015,28,11,0.42,507.69
2015,28,12,0.46,560.0
2015,28,13,0.5,600.0
2015,28,14,0.54,630.0327027407111
2015,28,15,0.58,680.0
2015,28,16,0.62,732.9769791796156
2015,28,17,0.66,795.2390554987211
2015,28,18,0.7,840.0
2015,28,19,0.74,920.0
2015,28,20,0.78,1000.0
2015,28,21,0.82,1120.0
2015,28,22,0.86,1250.0
2015,28,23,0.9,1442.3
2015,28,24,0.94,1730.76
2015,28,25,0.98,2654.925295656642
2015,29,1,0.02,87.92041811959817
2015,29,2,0.06,177.830162928583
2015,29,3,0.1,230.76
2015,29,4,0.14,300.0
2015,29,5,0.18,350.0
2015,29,6,0.22,396.0
2015,29,7,0.26,428.57089288856076
2015,29,8,0.3,473.864449444241
2015,29,9,0.34,500.0
2015,29,10,0.38,550.0
2015,29,11,0.42,586.0
2015,29,12,0.46,630.9037513249567
2015,29,13,0.5,675.0
2015,29,14,0.54,733.6797866053557
2015,29,15,0.58,781.8222737385422
2015,29,16,0.62,865.0
2015,29,17,0.66,923.0
2015,29,18,0.7,1000.0
2015,29,19,0.74,1057.69
2015,29,20,0.78,1153.84
2015,29,21,0.82,1250.0
2015,29,22,0.86,1408.8877494546543
2015,29,23,0.9,1625.5348795215646
2015,29,24,0.94,1923.07
2015,29,25,0.98,2884.61
2015,30,1,0.02,60.0
2015,30,2,0.06,147.0865468579567
2015,30,3,0.1,200.11199686657724
2015,30,4,0.14,261.1476320601344
2015,30,5,0.18,307.6338240562185
2015,30,6,0.22,360.0
2015,30,7,0.26,400.0
2015,30,8,0.3,430.0341323779301
2015,30,9,0.34,480.0
2015,30,10,0.38,519.1835981711213
2015,30,11,0.42,560.0
2015,30,12,0.46,600.0
2015,30,13,0.5,636.695176443575
2015,30,14,0.54,679.6848682185281
2015,30,15,0.58,720.0
2015,30,16,0.62,764.8144768724167
2015,30,17,0.66,804.2682220976441
2015,30,18,0.7,884.61
2015,30,19,0.74,961.53
2015,30,20,0.78,1050.0
2015,30,21,0.82,1153.84
2015,30,22,0.86,1336.1250181746207
2015,30,23,0.9,1538.0
2015,30,24,0.94,1864.258785803146
2015,30,25,0.98,2760.474324865274
2015,31,1,0.02,76.0
2015,31,2,0.06,144.16670557293202
2015,31,3,0.1,225.0
2015,31,4,0.14,288.46
2015,31,5,0.18,346.15
2015,31,6,0.22,400.0
2015,31,7,0.26,425.8536918793758
2015,31,8,0.3,470.0
2015,31,9,0.34,506.1877432765426
2015,31,10,0.38,560.0
2015,31,11,0.42,596.15
2015,31,12,0.46,626.9647953563465
2015,31,13,0.5,680.0
2015,31,14,0.54,720.0
2015,31,15,0.58,769.0
2015,31,16,0.62,807.0
2015,31,17,0.66,865.38
2015,31,18,0.7,960.0
2015,31,19,0.74,1000.0
2015,31,20,0.78,1096.15
2015,31,21,0.82,1200.0
2015,31,22,0.86,1346.0
2015,31,23,0.9,1538.46
2015,31,24,0.94,1885.4120825137493
2015,31,25,0.98,2884.0
2015,32,1,0.02,95.78642382157695
2015,32,2,0.06,192.0
2015,32,3,0.1,250.58641817553044
2015,32,4,0.14,300.0
2015,32,5,0.18,350.0
2015,32,6,0.22,384.61
2015,32,7,0.26,402.76339776817764
2015,32,8,0.3,460.0
2015,32,9,0.34,488.34874712499425
2015,32,10,0.38,524.3156312732189
2015,32,11,0.42,572.0
2015,32,12,0.46,600.0
2015,32,13,0.5,640.0
2015,32,14,0.54,680.0
2015,32,15,0.58,738.46
2015,32,16,0.62,796.0711812690614
2015,32,17,0.66,879.6871148146731
2015,32,18,0.7,961.53
2015,32,19,0.74,1038.46
2015,32,20,0.78,1153.84
2015,32,21,0.82,1250.0
2015,32,22,0.86,1403.84
2015,32,23,0.9,1590.916120506096
2015,32,24,0.94,1923.07
2015,32,25,0.98,2884.61
2015,33,1,0.02,90.0
2015,33,2,0.06,160.0
2015,33,3,0.1,230.0
2015,33,4,0.14,295.8802876537009
2015,33,5,0.18,349.89716577353687
2015,33,6,0.22,400.0
2015,33,7,0.26,450.0
2015,33,8,0.3,500.0
2015,33,9,0.34,552.5637571968729
2015,33,10,0.38,600.0
2015,33,11,0.42,640.0
2015,33,12,0.46,679.209607267618
2015,33,13,0.5,730.76
2015,33,14,0.54,780.0
2015,33,15,0.58,855.0
2015,33,16,0.62,924.0260911768261
2015,33,17,0.66,1000.0
2015,33,18,0.7,1096.114384556354
2015,33,19,0.74,1192.0
2015,33,20,0.78,1300.0
2015,33,21,0.82,1429.9172667457362
2015,33,22,0.86,1600.0
2015,33,23,0.9,1923.0
2015,33,24,0.94,2307.0
2015,33,25,0.98,2884.61
2015,34,1,0.02,100.0
2015,34,2,0.06,200.0
2015,34,3,0.1,268.58802673746516
2015,34,4,0.14,324.0
2015,34,5,0.18,381.1862931284915
2015,34,6,0.22,420.0
2015,34,7,0.26,480.0
2015,34,8,0.3,520.0
2015,34,9,0.34,596.0
2015,34,10,0.38,624.7595017326427
2015,34,11,0.42,692.0
2015,34,12,0.46,760.0
2015,34,13,0.5,825.0
2015,34,14,0.54,920.0
2015,34,15,0.58,993.7334917167062
2015,34,16,0.62,1057.69
2015,34,17,0.66,1153.84
2015,34,18,0.7,1250.0
2015,34,19,0.74,1346.15
2015,34,20,0.78,1500.0
2015,34,21,0.82,1667.3376606907482
2015,34,22,0.86,1923.0
2015,34,23,0.9,2192.140408026178
2015,34,24,0.94,2692.3
2015,34,25,0.98,2884.61
2015,35,1,0.02,102.36124148667886
2015,35,2,0.06,175.0
2015,35,3,0.1,230.52942805751596
2015,35,4,0.14,286.0
2015,35,5,0.18,320.0
2015,35,6,0.22,351.06997732829245
2015,35,7,0.26,399.6
2015,35,8,0.3,420.0
2015,35,9,0.34,461.7286109376038
2015,35,10,0.38,500.0
2015,35,11,0.42,524.3627305516831
2015,35,12,0.46,576.0
2015,35,13,0.5,600.0
2015,35,14,0.54,660.0
2015,35,15,0.58,720.0
2015,35,16,0.62,778.5603149196122
2015,35,17,0.66,862.4446937017591
2015,35,18,0.7,950.0
2015,35,19,0.74,1020.7831956732025
2015,35,20,0.78,1153.0
2015,35,21,0.82,1280.0
2015,35,22,0.86,1442.0
2015,35,23,0.9,1615.38
2015,35,24,0.94,2000.0
2015,35,25,0.98,2884.61
2015,36,1,0.02,100.0
2015,36,2,0.06,192.15864175564022
2015,36,3,0.1,250.0
2015,36,4,0.14,300.0079110957254
2015,36,5,0.18,360.0
2015,36,6,0.22,400.0
2015,36,7,0.26,450.0
2015,36,8,0.3,500.0
2015,36,9,0.34,538.46
2015,36,10,0.38,589.0960949317295
2015,36,11,0.42,640.0
2015,36,12,0.46,700.0
2015,36,13,0.5,769.0
2015,36,14,0.54,809.3365812168455
2015,36,15,0.58,900.0
2015,36,16,0.62,961.53
2015,36,17,0.66,1057.0
2015,36,18,0.7,1153.84
2015,36,19,0.74,1280.0
2015,36,20,0.78,1400.0
2015,36,21,0.82,1538.46
2015,36,22,0.86,1750.0
2015,36,23,0.9,2000.0
2015,36,24,0.94,2500.0
2015,36,25,0.98,2884.61
2015,37,1,0.02,90.33546606947374
2015,37,2,0.06,180.0
2015,37,3,0.1,250.0
2015,37,4,0.14,300.0
2015,37,5,0.18,350.0
2015,37,6,0.22,380.0
2015,37,7,0.26,400.0
2015,37,8,0.3,440.0
2015,37,9,0.34,480.0
2015,37,10,0.38,504.5809998239927
2015,37,11,0.42,556.6875559394049
2015,37,12,0.46,600.0
2015,37,13,0.5,637.2842039421887
2015,37,14,0.54,692.0
2015,37,15,0.58,750.0
2015,37,16,0.62,807.0
2015,37,17,0.66,893.8291068281077
2015,37,18,0.7,961.53
2015,37,19,0.74,1057.0
2015,37,20,0.78,1153.84
2015,37,21,0.82,1324.9493331060587
2015,37,22,0.86,1500.0
2015,37,23,0.9,1788.228663160653
2015,37,24,0.94,2211.53
2015,37,25,0.98,2884.61
2015,38,1,0.02,105.0
2015,38,2,0.06,190.0
2015,38,3,0.1,264.8514183565583
2015,38,4,0.14,333.2968548641592
2015,38,5,0.18,392.0
2015,38,6,0.22,435.687362394345
2015,38,7,0.26,480.0
2015,38,8,0.3,520.0
2015,38,9,0.34,562.7316199164379
2015,38,10,0.38,600.0
2015,38,11,0.42,640.0
2015,38,12,0.46,676.0
2015,38,13,0.5,720.0
2015,38,14,0.54,769.0
2015,38,15,0.58,807.69
2015,38,16,0.62,874.8006652810433
2015,38,17,0.66,937.5675310505667
2015,38,18,0.7,1000.0
2015,38,19,0.74,1057.0
2015,38,20,0.78,1153.84
2015,38,21,0.82,1260.0
2015,38,22,0.86,1442.3
2015,38,23,0.9,1681.953308328133
2015,38,24,0.94,2000.0
2015,38,25,0.98,2884.61
2015,39,1,0.02,92.48249351894383
2015,39,2,0.06,170.0
2015,39,3,0.1,230.89851074876287
2015,39,4,0.14,288.0
2015,39,5,0.18,340.0
2015,39,6,0.22,384.0
2015,39,7,0.26,420.0
2015,39,8,0.3,472.03235654663393
2015,39,9,0.34,500.0
2015,39,10,0.38,555.6994851272699
2015,39,11,0.42,600.0
2015,39,12,0.46,630.4710241394636
2015,39,13,0.5,680.0
2015,39,14,0.54,744.0
2015,39,15,0.58,800.0
2015,39,16,0.62,859.7663499960171
2015,39,17,0.66,923.07
2015,39,18,0.7,1000.0
2015,39,19,0.74,1072.4295525726207
2015,39,20,0.78,1154.0
2015,39,21,0.82,1300.0
2015,39,22,0.86,1442.3
2015,39,23,0.9,1615.1612247747807
2015,39,24,0.94,1923.07
2015,39,25,0.98,2884.61
2015,40,1,0.02,92.61548713388744
2015,40,2,0.06,191.14112620188124
2015,40,3,0.1,257.81245997806417
2015,40,4,0.14,300.0
2015,40,5,0.18,350.0
2015,40,6,0.22,385.0
2015,40,7,0.26,410.534722443234
2015,40,8,0.3,456.1918688818581
2015,40,9,0.34,499.2267638934222
2015,40,10,0.38,534.1940428091183
2015,40,11,0.42,576.92
2015,40,12,0.46,613.4746998532833
2015,40,13,0.5,673.0
2015,40,14,0.54,717.6089179593041
2015,40,15,0.58,755.0
2015,40,16,0.62,800.0
2015,40,17,0.66,865.38
2015,40,18,0.7,942.4
2015,40,19,0.74,1000.0
2015,40,20,0.78,1080.4125016932455
2015,40,21,0.82,1200.0
2015,40,22,0.86,1400.0
2015,40,23,0.9,1576.7479353481178
2015,40,24,0.94,1953.650010208797
2015,40,25,0.98,2884.61
2015,41,1,0.02,92.5
2015,41,2,0.06,185.0
2015,41,3,0.1,250.0
2015,41,4,0.14,300.0
2015,41,5,0.18,360.0
2015,41,6,0.22,389.0053688790244
2015,41,7,0.26,421.8535415581776
2015,41,8,0.3,461.53
2015,41,9,0.34,488.52519125649826
2015,41,10,0.38,526.8
2015,41,11,0.42,578.3753892307817
2015,41,12,0.46,623.07
2015,41,13,0.5,680.0
2015,41,14,0.54,730.76
2015,41,15,0.58,800.0
2015,41,16,0.62,865.3307265441123
2015,41,17,0.66,923.07
2015,41,18,0.7,1000.0
2015,41,19,0.74,1100.0
2015,41,20,0.78,1246.15
2015,41,21,0.82,1375.7195484390684
2015,41,22,0.86,1538.46
2015,41,23,0.9,1826.92
2015,41,24,0.94,2207.420289375429
2015,41,25,0.98,2884.61
2015,42,1,0.02,83.04458220033173
2015,42,2,0.06,160.0
2015,42,3,0.1,225.0
2015,42,4,0.14,280.0
2015,42,5,0.18,346.15
2015,42,6,0.22,400.0
2015,42,7,0.26,440.0
2015,42,8,0.3,480.0
2015,42,9,0.34,520.0
2015,42,10,0.38,567.0033860487191
2015,42,11,0.42,600.0
2015,42,12,0.46,656.0
2015,42,13,0.5,711.0
2015,42,14,0.54,769.0
2015,42,15,0.58,826.0
2015,42,16,0.62,887.4469177779122
2015,42,17,0.66,961.53
2015,42,18,0.7,1019.0
2015,42,19,0.74,1153.0
2015,42,20,0.78,1250.0
2015,42,21,0.82,1384.3798526013095
2015,42,22,0.86,1538.46
2015,42,23,0.9,1776.9666421344305
2015,42,24,0.94,2115.0
2015,42,25,0.98,2884.61
2015,44,1,0.02,76.06686878815614
2015,44,2,0.06,160.0
2015,44,3,0.1,207.7951237997352
2015,44,4,0.14,280.0
2015,44,5,0.18,331.86670431615124
2015,44,6,0.22,378.48923576943633
2015,44,7,0.26,400.0
2015,44,8,0.3,455.3763036146869
2015,44,9,0.34,500.0
2015,44,10,0.38,540.0
2015,44,11,0.42,596.0477698805905
2015,44,12,0.46,620.0
2015,44,13,0.5,692.0
2015,44,14,0.54,741.8151745226914
2015,44,15,0.58,800.0
2015,44,16,0.62,865.0
2015,44,17,0.66,934.122208947966
2015,44,18,0.7,1000.0
2015,44,19,0.74,1096.0
2015,44,20,0.78,1200.0
2015,44,21,0.82,1326.3636565005008
2015,44,22,0.86,1500.0
2015,44,23,0.9,1711.53
2015,44,24,0.94,2066.9034228853475
2015,44,25,0.98,2884.61
2015,45,1,0.02,107.68713468859237
2015,45,2,0.06,184.61
2015,45,3,0.1,256.5190227349146
2015,45,4,0.14,300.0
2015,45,5,0.18,350.0
2015,45,6,0.22,380.19158569419926
2015,45,7,0.26,400.0
2015,45,8,0.3,440.0
2015,45,9,0.34,484.8
2015,45,10,0.38,520.0
2015,45,11,0.42,570.2548391974279
2015,45,12,0.46,600.0
2015,45,13,0.5,630.0
2015,45,14,0.54,673.07
2015,45,15,0.58,720.0
2015,45,16,0.62,769.23
2015,45,17,0.66,823.6792047401468
2015,45,18,0.7,884.0244732707795
2015,45,19,0.74,961.0
2015,45,20,0.78,1039.2882724799078
2015,45,21,0.82,1153.84
2015,45,22,0.86,1293.2159413344987
2015,45,23,0.9,1500.0
2015,45,24,0.94,1843.5164858128896
2015,45,25,0.98,2696.334282452029
2015,46,1,0.02,83.02708454343608
2015,46,2,0.06,170.0
2015,46,3,0.1,229.6997258504355
2015,46,4,0.14,300.0
2015,46,5,0.18,370.0
2015,46,6,0.22,400.0
2015,46,7,0.26,444.1502212830691
2015,46,8,0.3,480.0
2015,46,9,0.34,500.0
2015,46,10,0.38,548.1414098217413
2015,46,11,0.42,580.0
2015,46,12,0.46,615.38
2015,46,13,0.5,650.0
2015,46,14,0.54,688.3173303420648
2015,46,15,0.58,720.0
2015,46,16,0.62,769.0
2015,46,17,0.66,807.5645660321143
2015,46,18,0.7,875.1905783323568
2015,46,19,0.74,935.4614027722017
2015,46,20,0.78,1000.0
2015,46,21,0.82,1120.0
2015,46,22,0.86,1238.2447295205197
2015,46,23,0.9,1400.0
2015,46,24,0.94,1739.1449896293586
2015,46,25,0.98,2596.0
2015,47,1,0.02,100.0
2015,47,2,0.06,166.64755501040474
2015,47,3,0.1,230.76
2015,47,4,0.14,288.0
2015,47,5,0.18,330.0
2015,47,6,0.22,368.2962225615852
2015,47,7,0.26,400.0
2015,47,8,0.3,439.5013537070095
2015,47,9,0.34,478.09496837713056
2015,47,10,0.38,500.0
2015,47,11,0.42,542.9361524239677
2015,47,12,0.46,585.0703956557154
2015,47,13,0.5,615.0
2015,47,14,0.54,673.0
2015,47,15,0.58,709.3318255865339
2015,47,16,0.62,769.23
2015,47,17,0.66,825.8390506831709
2015,47,18,0.7,900.0
2015,47,19,0.74,961.53
2015,47,20,0.78,1057.69
2015,47,21,0.82,1153.3182075739105
2015,47,22,0.86,1300.0
2015,47,23,0.9,1538.46
2015,47,24,0.94,1884.1011654617548
2015,47,25,0.98,2884.61
2015,48,1,0.02,112.5
2015,48,2,0.06,200.0
2015,48,3,0.1,260.0
2015,48,4,0.14,313.5
2015,48,5,0.18,350.0
2015,48,6,0.22,392.0
2015,48,7,0.26,420.0
2015,48,8,0.3,461.53
2015,48,9,0.34,500.0
2015,48,10,0.38,540.0
2015,48,11,0.42,580.0
2015,48,12,0.46,630.0
2015,48,13,0.5,692.0
2015,48,14,0.54,750.0
2015,48,15,0.58,800.0
2015,48,16,0.62,865.38
2015,48,17,0.66,943.2
2015,48,18,0.7,1000.0
2015,48,19,0.74,1100.0
2015,48,20,0.78,1200.0
2015,48,21,0.82,1346.15
2015,48,22,0.86,1524.3196444953412
2015,48,23,0.9,1750.0
2015,48,24,0.94,2134.4394509720946
2015,48,25,0.98,2884.61
2015,49,1,0.02,64.48533298980207
2015,49,2,0.06,134.5831393659802
2015,49,3,0.1,183.67514635394005
2015,49,4,0.14,248.73767024809018
2015,49,5,0.18,300.0
2015,49,6,0.22,350.0
2015,49,7,0.26,400.0
2015,49,8,0.3,428.95838124375604
2015,49,9,0.34,480.0
2015,49,10,0.38,520.0
2015,49,11,0.42,574.0
2015,49,12,0.46,600.0
2015,49,13,0.5,673.0
2015,49,14,0.54,711.411149741941
2015,49,15,0.58,769.0
2015,49,16,0.62,820.0
2015,49,17,0.66,881.2147647269852
2015,49,18,0.7,961.53
2015,49,19,0.74,1057.0
2015,49,20,0.78,1155.8699229601018
2015,49,21,0.82,1342.8952343264132
2015,49,22,0.86,1442.3
2015,49,23,0.9,1692.0671760129362
2015,49,24,0.94,2038.7250686750465
2015,49,25,0.98,2884.61
2015,50,1,0.02,87.51579385641178
2015,50,2,0.06,183.0
2015,50,3,0.1,264.41775025353763
2015,50,4,0.14,323.69926455620856
2015,50,5,0.18,376.3876405454312
2015,50,6,0.22,420.0
2015,50,7,0.26,479.0005480533646
2015,50,8,0.3,500.0
2015,50,9,0.34,550.0
2015,50,10,0.38,600.0
2015,50,11,0.42,640.0
2015,50,12,0.46,692.3
2015,50,13,0.5,732.188193358899
2015,50,14,0.54,787.9044508680851
2015,50,15,0.58,826.9045721737563
2015,50,16,0.62,880.0
2015,50,17,0.66,961.0
2015,50,18,0.7,1015.0934440166149
2015,50,19,0.74,1108.8933176250537
2015,50,20,0.78,1192.3
2015,50,21,0.82,1288.46
2015,50,22,0.86,1442.0
2015,50,23,0.9,1634.61
2015,50,24,0.94,1923.07
2015,50,25,0.98,2788.429465673855
2015,51,1,0.02,97.91423087837799
2015,51,2,0.06,165.0
2015,51,3,0.1,225.0
2015,51,4,0.14,283.5751063805242
2015,51,5,0.18,345.8339760663044
2015,51,6,0.22,400.0
2015,51,7,0.26,450.0
2015,51,8,0.3,500.0
2015,51,9,0.34,556.3487575133821
2015,51,10,0.38,600.0
2015,51,11,0.42,673.07
2015,51,12,0.46,730.76
2015,51,13,0.5,798.76202927246
2015,51,14,0.54,865.38
2015,51,15,0.58,961.0
2015,51,16,0.62,1019.23
2015,51,17,0.66,1115.38
2015,51,18,0.7,1250.0
2015,51,19,0.74,1346.15
2015,51,20,0.78,1538.0
2015,51,21,0.82,1730.76
2015,51,22,0.86,1978.725892696442
2015,51,23,0.9,2300.0
2015,51,24,0.94,2784.7735577841463
2015,51,25,0.98,2884.61
2015,53,1,0.02,99.37911807997165
2015,53,2,0.06,200.74336203952345
2015,53,3,0.1,277.3112146551368
2015,53,4,0.14,342.58366546554123
2015,53,5,0.18,389.4080854348645
2015,53,6,0.22,432.0
2015,53,7,0.26,480.0
2015,53,8,0.3,520.0
2015,53,9,0.34,576.92
2015,53,10,0.38,624.1593617437753
2015,53,11,0.42,680.0
2015,53,12,0.46,735.7588619260326
2015,53,13,0.5,800.0
2015,53,14,0.54,846.15
2015,53,15,0.58,920.0
2015,53,16,0.62,1000.0
2015,53,17,0.66,1073.7193433656882
2015,53,18,0.7,1153.84
2015,53,19,0.74,1269.23
2015,53,20,0.78,1411.334264082104
2015,53,21,0.82,1539.0316800445137
2015,53,22,0.86,1735.5248708333193
2015,53,23,0.9,2030.7183327677594
2015,53,24,0.94,2403.84
2015,53,25,0.98,2884.61
2015,54,1,0.02,102.7068927699943
2015,54,2,0.06,192.0149271250865
2015,54,3,0.1,250.0
2015,54,4,0.14,300.0
2015,54,5,0.18,350.0
2015,54,6,0.22,386.7436979844848
2015,54,7,0.26,408.0
2015,54,8,0.3,461.1602953704252
2015,54,9,0.34,500.0
2015,54,10,0.38,538.0
2015,54,11,0.42,576.92
2015,54,12,0.46,600.0
2015,54,13,0.5,650.0
2015,54,14,0.54,692.3
2015,54,15,0.58,749.0832353232736
2015,54,16,0.62,800.0
2015,54,17,0.66,845.8442053729402
2015,54,18,0.7,903.84
2015,54,19,0.74,985.0933594974689
2015,54,20,0.78,1057.69
2015,54,21,0.82,1153.84
2015,54,22,0.86,1305.3445177960712
2015,54,23,0.9,1500.0
2015,54,24,0.94,1783.3933089769585
2015,54,25,0.98,2513.464237882456
2015,55,1,0.02,75.0
2015,55,2,0.06,150.0
2015,55,3,0.1,208.07861972177153
2015,55,4,0.14,270.0
2015,55,5,0.18,333.7648138381287
2015,55,6,0.22,380.0
2015,55,7,0.26,421.7542325678886
2015,55,8,0.3,480.0
2015,55,9,0.34,520.0
2015,55,10,0.38,570.3205143116836
2015,55,11,0.42,600.0
2015,55,12,0.46,640.0
2015,55,13,0.5,692.3
2015,55,14,0.54,750.0
2015,55,15,0.58,800.0
2015,55,16,0.62,865.0
2015,55,17,0.66,923.07
2015,55,18,0.7,1000.0
2015,55,19,0.74,1077.6531045123684
2015,55,20,0.78,1192.3
2015,55,21,0.82,1320.0
2015,55,22,0.86,1442.152945910576
