year,state_fips,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25
2010,25,90.0,153.84,207.49561107006684,280.0,346.15,397.7341751706959,448.71606188331936,500.0,560.0,600.0,673.0,723.8805653421866,783.00578479151,846.15,923.07,1000.0,1057.69,1153.84,1250.0,1384.0,1527.0526656343604,1730.0,1923.07,2307.69,2884.61
2010,26,71.00530594396109,130.0,172.5,225.0,273.5621152549529,315.0,354.98925703656425,400.0,440.0,488.6533127539049,530.76,576.92,620.0,673.07,730.76,791.9383166955063,850.0,921.9445884135075,1000.0,1115.0,1203.3148152674212,1384.0,1538.46,1923.07,2596.15
2010,27,66.13022972231757,130.23494048519507,192.3,250.0,301.5764209122247,368.0,414.0,460.0,500.0,560.0,600.0,650.0,700.0,759.4271183297452,800.0,865.38,932.7455902808728,999.6845960318082,1061.53,1153.84,1260.0,1442.0,1623.73551459826,1923.07,2884.61
2010,28,90.56216240397958,152.6394208298533,219.32925112401372,261.0,300.0,320.0,350.0,384.61,411.58921411234144,450.0,480.76,519.23,560.0,600.0,628.137295661047,680.0,730.76,800.0,865.38,958.767379624131,1057.0,1200.0,1358.0243595946938,1633.9068770041526,2498.0731271649524
2010,29,87.0,159.66163967733107,222.73388473501134,267.6478396018011,300.0,345.92758376107855,380.0,415.38,456.4466085603913,488.04322039525067,519.23,560.0,600.0,673.0,720.0,769.23,825.4685752055797,900.0,961.53,1050.0,1153.84,1300.0,1500.0,1779.0802134939822,2500.0
2010,30,76.85439394916723,148.31879531352808,200.0,250.0,292.0159448082554,340.0,360.0,396.0,418.4921713025556,444.56718039282293,480.0,500.0,550.0,580.0,635.4092057811281,681.870828672306,720.0,780.0,840.933048627283,920.0,969.5278317325185,1100.0,1269.9320114429906,1508.003187367741,1985.5756086596484
2010,31,72.21432240958895,150.0,200.0,275.0,320.0,360.97514774443596,400.0,429.967167724215,468.0,494.0,520.0,560.0,600.0,640.0,692.0,730.76,773.5335126743456,859.7649332656407,923.07,970.8502957563504,1072.185890475113,1200.0,1384.61,1634.61,2307.69
2010,32,100.33193921881342,176.30718339364574,239.98114108299163,288.46,330.0,364.1440436959367,400.0,430.0,463.22838332289814,500.0,540.0,576.843613428763,600.0,640.0,690.0,735.183882835185,774.0,846.0704859991904,923.07,1000.0,1100.0,1250.0,1442.180838093273,1730.0,2307.69
2010,33,75.0,150.0,216.0,289.94418973422836,340.48193351883924,400.0,444.0,494.7242641603011,538.46,580.0,634.0,680.0,734.4766917826618,794.2876399228368,846.0,903.84,966.6095600260492,1050.0,1153.0,1230.0112433882266,1346.15,1500.0,1700.0,1923.07,2884.0
2010,34,85.0,171.13967404859457,250.0,300.2009985833716,358.6800754129,400.0,440.0,490.62722733936414,538.46,580.0,634.61,700.0,769.23,865.0,923.07,1000.0,1076.92,1175.0,1300.818633247691,1442.0,1600.0,1806.698753149414,2038.558440811817,2500.0,2884.61
2010,35,80.0,153.26482387929576,214.52981620438663,264.0,303.976688670779,346.04476233235204,369.22313243209186,400.0,424.0034042357694,480.0,500.0,550.0,592.2749011043214,640.3598755868278,692.3,769.0,807.69,903.0,1000.0,1088.3123252911628,1192.230787187071,1346.0,1538.46,1923.07,2500.0
2010,36,96.0,167.38729608163865,231.61379762947521,300.0,333.7502989164129,384.0,400.0,450.1556335746223,500.0,550.0,600.0,640.0,692.3,760.0,804.0337133984725,865.38,961.0,1019.23,1125.0,1230.76,1346.15,1520.0,1730.76,2115.0,2884.61
2010,37,96.11514050686519,180.0,232.25855960677612,280.0,315.0,350.0,384.0,402.2114602077446,448.77427649333214,480.0,516.6116514119572,568.9538414913025,600.0,640.0,692.3,750.0,807.69,865.38,961.0,1000.0,1125.0,1250.0,1442.3,1846.15,2788.46
2010,38,77.5,150.0,200.0,267.26668680958886,320.0,362.6147265224871,400.0,440.0,476.4201161807873,500.0,529.2155984789885,576.0,600.0,649.7987081686663,692.0,735.4142500088101,780.0,840.0,903.7460410018367,984.579335905859,1057.69,1192.0,1378.1355372417866,1673.07,2403.84
2010,39,70.0,140.9743579283373,184.61,231.5128742808545,288.0,323.0,368.0,400.0,442.3,480.76,526.6777809200236,576.0,603.7342393653138,658.8,700.0,761.0,807.0,876.1433448680026,960.0,1005.1907065308692,1120.0,1250.0,1414.4041308095118,1650.9707458733121,2340.5733025828426
2010,40,100.0,180.0,240.0,288.0,320.0,350.0,389.6,403.75484598214604,450.0,480.24648058018596,520.0,560.0,600.0,640.0,680.0,721.8383071136737,769.4631421312409,846.15,937.4340873804888,1000.0,1060.0,1205.04321015528,1402.0836081580408,1692.8196079598704,2309.0217803369587
2010,41,61.87968319004951,144.89810847569652,200.0,240.0,280.1603202068191,322.3313167519856,360.0,400.0,432.2748209068777,480.0,520.0,560.0,600.0,667.9007540846328,711.1834083511757,770.0,846.7627123875826,923.0287447267045,1012.7751319850695,1150.0,1250.0,1374.7313525534166,1551.456331764044,1826.92,2689.2274359761573
2010,42,72.50131477431057,146.0324146253376,200.0859839162062,269.1942838356259,323.9758498221758,366.42175121247953,400.0,440.0,480.0,520.0,568.4,600.0,650.0,700.0,760.0,800.0,865.38,950.0,1000.0,1076.0,1158.9741778425935,1346.15,1538.46,1923.0,2884.100749187008
2010,44,80.0,145.0,192.219233109459,240.0,288.46,330.0,375.0,417.19461032445173,466.00801809903913,504.0,560.0,600.0,650.0,714.1304061000023,769.23,840.0,916.8301000135148,1000.0,1076.92,1154.1147152242272,1325.6100441490812,1442.3,1634.61,1923.0,2692.0505665753085
2010,45,87.0,153.78194250872843,227.20777119375404,288.5423457493371,324.85262547910435,360.0,390.0,416.4177901325646,454.98958352838434,480.2327488645184,519.23,557.8500087304424,600.0,640.0,673.07,720.0,769.0,821.9277485467953,884.0,961.53,1040.0,1160.0944519668906,1346.15,1576.785947108891,2307.0
2010,46,72.5,150.0,217.13170124842267,270.0,310.09112047769077,359.0136100136326,389.5912312768293,412.3045779077755,450.0,480.0,500.0,540.0,576.92,607.6982025261232,644.815498988213,691.7089671627814,738.9750959040073,777.3340131579808,826.92,894.9134358577975,992.3,1100.0,1250.0,1516.4451568510844,2022.7783511237287
2010,47,88.73165958086271,160.0,200.0,250.0,300.0,329.75869054417467,360.0,385.0,410.74564494480023,448.6901963968917,480.0,516.9529135999809,560.0,600.0,643.8819577929052,692.0958833105612,750.0,800.0,865.0,957.3867048169734,1040.0,1160.0,1440.3357975308886,1760.6356441136165,2552.4654640114863
2010,48,84.0,160.0,217.5,272.0,300.0,340.0,369.23,400.0,425.0,469.90018201101134,500.0,540.0,580.0,630.0,680.0,738.0,800.0,865.38,942.0,1000.0,1153.84,1260.1520854031114,1480.76,1846.15,2874.50739876255
2010,49,60.0,126.40517080769335,180.095781163813,225.0,280.0,320.0,357.0790662017147,400.0,427.2065784698346,475.0,500.0,550.0,600.0,641.8646299052319,692.186089141092,734.2965713470741,800.0,865.38,931.5538639755528,1000.0,1151.1873131654088,1250.0,1441.527714319355,1762.737513091223,2515.35888028086
2010,50,51.0,127.57008618858167,198.12934034044372,264.0,315.0,360.0,400.0,442.0,480.76,520.0,576.0,600.0,650.0,692.3,750.0,788.46,826.92,885.8823549323957,961.0,1019.23,1125.0,1230.0,1441.1476841610217,1730.0,2500.0
2010,51,77.91168538140558,173.56547924906357,232.5,288.0,325.0,378.0,402.49940395551397,461.0,504.2087376184406,563.9309153647605,605.76,673.07,730.76,769.23,850.0,923.0,998.0,1081.0,1191.410815710193,1346.0,1476.9637674086755,1711.53,1923.07,2403.0,2884.61
2010,53,88.11794447020094,171.0883504852331,245.00113562682887,299.22133934910175,342.2298382305775,396.0,440.0,480.0,519.23,569.9555825385469,609.0445778140273,680.0,730.76,791.0759581118272,857.0415035878633,923.07,999.6494580336756,1066.060872477338,1153.84,1250.0,1404.3941072788155,1574.422207777091,1793.31495317356,2019.23,2826.2235395853577
2010,54,96.1348297389741,173.76126233652013,230.0,281.02533384238376,320.0,347.791813372578,384.0,420.0,468.72836386408915,500.0,553.84,600.0,639.3365502341633,683.9790259059189,730.76,788.46,854.0310063784078,923.07,1000.0,1078.2049965247936,1189.6731271009637,1335.3786030992146,1500.0,1746.5414061620213,2346.15
2010,55,72.5,127.5,187.5,249.49994053082716,300.0,351.0,400.0,440.0,480.0,516.0,560.0,600.0,650.0,692.3,738.46,789.0,830.0,884.61,961.53,1038.0,1150.0,1250.0,1406.1210605765948,1638.8650810097,2375.406377190236
2010,56,72.5,145.0,208.23207860189754,270.0,320.0,367.5,400.0,440.0,480.4775631690444,520.0,576.2499381678319,603.1858666761204,660.0,710.9324333656856,769.23,807.69,880.0,932.6580533727832,1000.0,1080.0,1160.0,1280.0,1400.0,1585.2331030964397,2198.637662814346
2015,1,115.04585691077578,190.0,250.0,290.0,332.09446681271413,368.38242005430675,400.0,427.6550313601511,479.3834777414194,503.27321545909183,554.3932995424003,600.0,635.7070315446796,680.0,724.8301938068715,769.23,845.1872144886427,923.0,991.9581134177664,1079.6547768326907,1200.0,1346.0,1520.646678018956,1826.0,2884.0
2015,2,122.78957839374,230.0,312.2664225162596,375.83950716636144,408.5364633117189,450.0,495.0,550.0,593.4750805137597,630.0,692.0,750.0,800.0,876.9782625799517,942.0864468858148,1005.1468190575439,1100.0,1160.081011632172,1269.23,1384.61,1500.0,1700.0,1923.07,2307.69,2884.61
2015,4,100.0,186.53670071144742,240.4671826574777,298.77624825415927,336.28829209621216,378.0,400.0,448.0,480.0,520.0,560.0,600.0,646.9470755405094,693.2482049678811,750.7531918756056,800.0,865.38,961.3748257763776,1057.0,1153.84,1300.0,1442.3,1692.106195984176,2000.0,2884.61
2015,5,100.0,174.0,252.01843244668476,300.41306376969834,346.15,384.0,400.0,447.4071109770601,480.0,500.0,541.8930616196474,591.5704585826718,615.0,660.0,711.030502715398,761.0404774173863,807.0,876.9116698736387,958.0200873500422,1019.23,1153.0,1288.1134693373767,1500.0,1800.0,2884.61
2015,6,108.0,185.0,243.25806879276016,300.0,350.0,384.61,415.53839588776333,461.53,500.0,560.0,600.0,650.0,711.0,769.23,840.0,923.07,1000.0,1120.0,1230.0,1384.0,1538.0,1750.0,2014.0,2500.0,2884.61
2015,8,96.82535602966237,195.77208579962863,265.1510283521806,342.0,384.61,423.07,480.0,520.0,560.0,600.0,646.15,700.0,760.0,800.0,865.38,941.9502243295439,1000.0,1096.15,1216.8379608235969,1346.15,1517.9414205987885,1730.0,1923.07,2307.69,2884.61
2015,9,100.0,180.0,250.0,310.6738200638749,360.0,403.92241134036783,475.0,522.1125139804051,576.0,640.0,697.510894802235,769.0,807.69,894.2053144473462,980.76,1057.69,1153.0,1250.0,1346.15,1515.1782373679036,1666.66,1912.0186115930042,2185.45535539537,2500.0,2884.61
2015,10,113.96476434130577,200.0,269.2864440439734,320.0,369.44145684609504,400.0,450.0,485.55727343749396,526.9274571122161,576.0,617.0504418684974,673.0,700.0,761.53,800.0,865.38,960.0,1000.0,1120.0,1220.8326879466183,1346.15,1509.4929590342088,1730.0,2055.3204377766274,2852.7128455111233
2015,11,150.17136406048047,272.2896226702241,350.0,400.0,480.0,554.309095587773,600.0,692.020450464757,764.8239248224693,826.92,900.0,961.53,1038.46,1153.0,1230.0,1334.0651501117175,1442.3,1540.3780856884732,1730.76,1903.0,2100.0,2307.69,2692.3,2884.61,2884.61
2015,12,113.87083616271966,194.11245454319976,250.0,300.0,343.13470953141564,384.0,401.6,457.0263592380122,496.0,538.46,576.92,600.0,670.0,700.0,769.0,815.2532832138786,884.61,961.53,1055.5012589775943,1153.84,1280.0,1442.3,1730.0,2153.0294117221056,2884.61
2015,13,104.26164202134233,200.0,262.5,303.67158333707346,357.4236724667412,393.9663423644307,423.016772173465,475.0,500.0,550.0,576.92,615.38,673.07,720.0,769.23,813.7616990568937,894.5300005298931,961.53,1057.69,1153.84,1313.266383010231,1500.0,1730.0,2017.6684203275156,2884.61
2015,15,91.47108933952234,170.41712846178552,232.22676479892849,292.00323836461,346.15,400.0,435.9816229013831,480.0,510.0,560.0,600.0,640.0,680.0,720.0,769.23,841.0577076626281,923.0,1000.0,1064.398230290133,1187.3266070223297,1320.0,1442.3,1634.61,2000.0,2884.0
2015,16,75.0,148.11245121588613,200.4,250.0,313.1074582140781,360.0,400.0,440.0,480.0,520.0,560.0,600.0,615.38,673.0,711.53,769.0,807.7749367950338,881.7227814712129,961.53,1057.69,1153.84,1285.1090919267342,1480.1634719542903,1809.164303361623,2500.0
2015,17,95.0,170.0,240.0,300.0,350.0,392.6441210769098,420.0,473.61862519819016,510.0,562.2449045481563,600.3344929334927,673.0,727.8078833771268,776.2795992354976,850.0,912.1696489184378,980.76,1057.69,1153.84,1280.0,1442.0,1615.38,1923.07,2307.69,2884.61
2015,18,85.0,169.6103267288747,240.0,289.1823416367252,343.2324276494603,384.61,402.8214526926305,452.9593992304651,497.50664469116754,539.074015200288,587.164211205472,620.0074779875707,673.07,720.0,769.23,830.0,900.0,961.53,1039.7894615439907,1149.7853067940177,1247.473978422478,1402.5040325897069,1586.4518733058246,1923.07,2870.715724904036
2015,19,90.85609757743488,156.3505457644871,212.99974780282633,280.0,331.60915586247603,388.13048125529735,432.9972744332926,480.0,510.0,553.84,599.9221044526056,630.0,680.0,720.0,769.0,807.69,880.0,940.1787216378393,1000.0,1095.9389510439564,1192.3,1346.0,1576.0,1923.0,2599.156978073025
2015,20,84.67475762065764,166.99106368075397,243.78236220828944,298.8992271834662,336.0,385.4555332517377,420.0,475.0,500.0,550.0,595.1771302477443,624.0,674.9139849296046,725.508794823814,769.23,846.15,903.84,961.53,1040.0,1153.0,1250.0,1386.0278657812564,1615.0,1925.0775489550672,2876.918107778774
2015,21,97.6514778704249,172.58687273648388,253.8333823975602,310.71526620047536,360.0,400.0,423.07,468.7228267182055,508.1205813951472,560.0,600.0,640.0,673.07,720.0,769.23,810.0995522536443,880.2422983934661,961.0,1000.0,1100.4641499517256,1211.412798831063,1363.0279513062544,1574.051378311116,1923.07,2884.61
2015,22,113.48642302098385,184.0,233.09085625677952,288.0,320.0,360.0,400.0,423.07,480.0,513.0845067550445,560.0,600.0,650.0,700.0,750.0,800.0,865.38,955.1414729444173,1014.8440523973848,1134.0996801313142,1250.0,1384.61,1576.2520888874712,1923.07,2884.61
2015,23,75.14017429179619,163.23335337107653,230.52024520611573,296.44820658991716,349.2737661969276,392.45862063091903,440.0,480.0,520.0,560.0,600.0,641.437635406647,680.0,739.5880710809023,793.0132456801996,840.6293996273436,900.0,980.0,1051.7423213689653,1153.0,1244.1039859631144,1377.2660430266237,1576.9795115025504,1923.0,2624.070794628033
2015,24,100.0,200.0,285.0,350.0,400.0,450.0,500.0,560.0,600.0,660.0,714.8153725799411,769.0,844.8938253828572,929.5679609880993,1000.0,1076.0,1175.5671463761282,1307.5247061388045,1442.3,1576.0,1746.3878536064358,1923.07,2180.939124885497,2500.0,2884.61
2015,25,80.99727656391524,180.0,253.60085073196927,321.1637081754711,384.0,420.0,481.5849450072449,550.0,600.0,660.0,720.0,788.1843600910406,865.0,923.07,1000.0,1057.69,1153.84,1256.8163640769978,1400.0,1538.46,1730.0,1923.07,2219.808307030721,2692.3,2884.61
2015,26,81.5,161.10055549829636,218.60598635908565,275.49100439433056,336.515621160665,380.0,400.0,457.6,500.0,547.4419878354315,600.0,640.0,700.0,759.2809685563736,801.820790178119,865.38,960.0,1019.23,1146.1774536506746,1250.0,1386.4771361068813,1538.46,1733.1639157783163,2115.38,2884.61
2015,27,80.0,175.0,236.67788929378813,300.0,360.0,400.0,448.8878237602222,494.4,550.0,600.0,652.8,715.2063000096083,760.0,807.0,880.0,961.53,1000.0,1100.0,1192.0,1305.4105421888019,1442.0,1615.38,1888.4976792860643,2228.0402922290405,2884.61
2015,28,100.0,180.0,228.18136793291183,279.6354868380797,320.0,350.0,375.0,400.0,440.0,480.0,507.69,560.0,600.0,630.0327027407111,680.0,732.9769791796156,795.2390554987211,840.0,920.0,1000.0,1120.0,1250.0,1442.3,1730.76,2654.925295656642
2015,29,87.92041811959817,177.830162928583,230.76,300.0,350.0,396.0,428.57089288856076,473.864449444241,500.0,550.0,586.0,630.9037513249567,675.0,733.6797866053557,781.8222737385422,865.0,923.0,1000.0,1057.69,1153.84,1250.0,1408.8877494546543,1625.5348795215646,1923.07,2884.61
2015,30,60.0,147.0865468579567,200.11199686657724,261.1476320601344,307.6338240562185,360.0,400.0,430.0341323779301,480.0,519.1835981711213,560.0,600.0,636.695176443575,679.6848682185281,720.0,764.8144768724167,804.2682220976441,884.61,961.53,1050.0,1153.84,1336.1250181746207,1538.0,1864.258785803146,2760.474324865274
2015,31,76.0,144.16670557293202,225.0,288.46,346.15,400.0,425.8536918793758,470.0,506.1877432765426,560.0,596.15,626.9647953563465,680.0,720.0,769.0,807.0,865.38,960.0,1000.0,1096.15,1200.0,1346.0,1538.46,1885.4120825137493,2884.0
2015,32,95.78642382157695,192.0,250.58641817553044,300.0,350.0,384.61,402.76339776817764,460.0,488.34874712499425,524.3156312732189,572.0,600.0,640.0,680.0,738.46,796.0711812690614,879.6871148146731,961.53,1038.46,1153.84,1250.0,1403.84,1590.916120506096,1923.07,2884.61
2015,33,90.0,160.0,230.0,295.8802876537009,349.89716577353687,400.0,450.0,500.0,552.5637571968729,600.0,640.0,679.209607267618,730.76,780.0,855.0,924.0260911768261,1000.0,1096.114384556354,1192.0,1300.0,1429.9172667457362,1600.0,1923.0,2307.0,2884.61
2015,34,100.0,200.0,268.58802673746516,324.0,381.1862931284915,420.0,480.0,520.0,596.0,624.7595017326427,692.0,760.0,825.0,920.0,993.7334917167062,1057.69,1153.84,1250.0,1346.15,1500.0,1667.3376606907482,1923.0,2192.140408026178,2692.3,2884.61
2015,35,102.36124148667886,175.0,230.52942805751596,286.0,320.0,351.06997732829245,399.6,420.0,461.7286109376038,500.0,524.3627305516831,576.0,600.0,660.0,720.0,778.5603149196122,862.4446937017591,950.0,1020.7831956732025,1153.0,1280.0,1442.0,1615.38,2000.0,2884.61
2015,36,100.0,192.15864175564022,250.0,300.0079110957254,360.0,400.0,450.0,500.0,538.46,589.0960949317295,640.0,700.0,769.0,809.3365812168455,900.0,961.53,1057.0,1153.84,1280.0,1400.0,1538.46,1750.0,2000.0,2500.0,2884.61
2015,37,90.33546606947374,180.0,250.0,300.0,350.0,380.0,400.0,440.0,480.0,504.5809998239927,556.6875559394049,600.0,637.2842039421887,692.0,750.0,807.0,893.8291068281077,961.53,1057.0,1153.84,1324.9493331060587,1500.0,1788.228663160653,2211.53,2884.61
2015,38,105.0,190.0,264.8514183565583,333.2968548641592,392.0,435.687362394345,480.0,520.0,562.7316199164379,600.0,640.0,676.0,720.0,769.0,807.69,874.8006652810433,937.5675310505667,1000.0,1057.0,1153.84,1260.0,1442.3,1681.953308328133,2000.0,2884.61
2015,39,92.48249351894383,170.0,230.89851074876287,288.0,340.0,384.0,420.0,472.03235654663393,500.0,555.6994851272699,600.0,630.4710241394636,680.0,744.0,800.0,859.7663499960171,923.07,1000.0,1072.4295525726207,1154.0,1300.0,1442.3,1615.1612247747807,1923.07,2884.61
2015,40,92.61548713388744,191.14112620188124,257.81245997806417,300.0,350.0,385.0,410.534722443234,456.1918688818581,499.2267638934222,534.1940428091183,576.92,613.4746998532833,673.0,717.6089179593041,755.0,800.0,865.38,942.4,1000.0,1080.4125016932455,1200.0,1400.0,1576.7479353481178,1953.650010208797,2884.61
2015,41,92.5,185.0,250.0,300.0,360.0,389.0053688790244,421.8535415581776,461.53,488.52519125649826,526.8,578.3753892307817,623.07,680.0,730.76,800.0,865.3307265441123,923.07,1000.0,1100.0,1246.15,1375.7195484390684,1538.46,1826.92,2207.420289375429,2884.61
2015,42,83.04458220033173,160.0,225.0,280.0,346.15,400.0,440.0,480.0,520.0,567.0033860487191,600.0,656.0,711.0,769.0,826.0,887.4469177779122,961.53,1019.0,1153.0,1250.0,1384.3798526013095,1538.46,1776.9666421344305,2115.0,2884.61
2015,44,76.06686878815614,160.0,207.7951237997352,280.0,331.86670431615124,378.48923576943633,400.0,455.3763036146869,500.0,540.0,596.0477698805905,620.0,692.0,741.8151745226914,800.0,865.0,934.122208947966,1000.0,1096.0,1200.0,1326.3636565005008,1500.0,1711.53,2066.9034228853475,2884.61
2015,45,107.68713468859237,184.61,256.5190227349146,300.0,350.0,380.19158569419926,400.0,440.0,484.8,520.0,570.2548391974279,600.0,630.0,673.07,720.0,769.23,823.6792047401468,884.0244732707795,961.0,1039.2882724799078,1153.84,1293.2159413344987,1500.0,1843.5164858128896,2696.334282452029
2015,46,83.02708454343608,170.0,229.6997258504355,300.0,370.0,400.0,444.1502212830691,480.0,500.0,548.1414098217413,580.0,615.38,650.0,688.3173303420648,720.0,769.0,807.5645660321143,875.1905783323568,935.4614027722017,1000.0,1120.0,1238.2447295205197,1400.0,1739.1449896293586,2596.0
2015,47,100.0,166.64755501040474,230.76,288.0,330.0,368.2962225615852,400.0,439.5013537070095,478.09496837713056,500.0,542.9361524239677,585.0703956557154,615.0,673.0,709.3318255865339,769.23,825.8390506831709,900.0,961.53,1057.69,1153.3182075739105,1300.0,1538.46,1884.1011654617548,2884.61
