village_code,treat,hi_sat,subcounty,n_hh_sample,assets_mod,hhsize_bl,elec_bl,census_hh,share_biz,share_elig,n_allents_BL
601010101002.0,0,0,SIAYA,14,712.1131967817034,3.9808571679251537,0.08973683629717145,125,0.176,0.36,128.49999833106995
601010101004.0,0,0,SIAYA,12,923.7381070454916,4.666666666666667,0.0,80,0.2875,0.225,85.11999893188477
601010101009.0,0,0,SIAYA,20,777.1305576324463,4.136600017547607,0.11281578540802002,142,0.21830985915492956,0.2323943661971831,141.88799810409546
601010101010.0,1,0,SIAYA,10,349.0815139770508,3.6366000175476074,0.11281578540802002,115,0.12173913043478261,0.4,115.85999846458435
601010102001.0,0,0,SIAYA,13,642.7833797748273,3.3640000269963193,0.17356274678156927,125,0.256,0.328,125.49999833106995
601010102003.0,0,0,SIAYA,14,2082.7120688302175,4.649857180459159,0.09889096873147148,114,0.2894736842105263,0.17543859649122806,114.89599847793579
601010102010.0,0,0,SIAYA,12,794.5722883145014,4.311000029246013,0.10469297568003337,164,0.23780487804878048,0.3475609756097561,171.09599781036377
601010102013.0,0,0,SIAYA,15,326.66377878189087,3.9398667017618814,0.02563157081604004,65,0.18461538461538463,0.4307692307692308,64.65999913215637
601010103001.0,0,0,SIAYA,15,811.0331779479981,3.6065333684285483,0.02563157081604004,71,0.1267605633802817,0.3380281690140845,70.44399905204773
601010103002.0,0,0,SIAYA,12,903.4093435481191,3.5833333333333335,0.0,112,0.21428571428571427,0.42857142857142855,111.96799850463867
601010103003.0,1,0,SIAYA,11,852.2321076826615,4.017818277532404,0.16081337495283646,160,0.21875,0.3875,166.23999786376953
601010103005.0,1,0,SIAYA,15,1732.6751088460287,4.830933380126953,0.03417542775472005,45,0.5777777777777777,0.4444444444444444,54.37999939918518
601010103007.0,1,0,SIAYA,13,498.9989535991962,4.335846167344314,0.009858296467707707,77,0.15584415584415584,0.2597402597402597,76.22799897193909
601010103008.0,1,0,SIAYA,12,1261.5903027852376,3.6443333625793457,0.02135964234670003,69,0.21739130434782608,0.4057971014492754,69.51599907875061
601010104002.0,0,0,SIAYA,12,1179.2786835034688,4.144333362579346,0.02135964234670003,82,0.10975609756097561,0.4634146341463415,83.04799890518188
601010104004.0,1,0,SIAYA,11,1360.9241232438521,4.396909106861461,0.011650714007290926,94,0.13829787234042554,0.40425531914893614,95.6159987449646
601010104005.0,0,0,SIAYA,13,923.1811417799729,4.874307705805852,0.009858296467707707,135,0.17777777777777778,0.37777777777777777,141.13999819755554
601010104006.0,1,0,SIAYA,11,913.3889867609197,3.669636379588734,0.19346889582547275,111,0.1891891891891892,0.3333333333333333,126.00399851799011
601010104008.0,0,0,SIAYA,13,714.3918192936824,5.3433846693772535,0.03943318587083083,68,0.08955223880597014,0.4264705882352941,69.55199909210205
601010105001.0,1,1,SIAYA,13,706.7326246408315,4.874307705805852,0.08678137339078464,109,0.23853211009174313,0.3394495412844037,116.075998544693
601010105003.0,1,1,SIAYA,11,1656.6808266206222,4.090909090909091,0.18181818181818182,81,0.08641975308641975,0.38271604938271603,82.08399891853333
601010105004.0,1,1,SIAYA,23,814.9185465937076,4.175043562184209,0.06129288673400879,107,0.14018691588785046,0.2616822429906542,108.14799857139587
601010105005.0,1,1,SIAYA,18,776.2146788703071,4.071888976626926,0.0640789270401001,107,0.205607476635514,0.29906542056074764,110.14799857139587
601010105006.0,0,1,SIAYA,13,574.8101143470177,5.59476925776555,0.09663966985849234,106,0.20754716981132076,0.27358490566037735,112.18399858474731
601010105008.0,0,1,SIAYA,14,1514.6728719983782,4.818857192993164,0.03661652973720005,154,0.16883116883116883,0.2857142857142857,164.45599794387817
601010105009.0,1,1,SIAYA,14,541.5726699829102,4.195142882210868,0.018308264868600026,128,0.140625,0.28125,137.39199829101562
601010105010.0,1,1,SIAYA,12,1115.8671913146973,4.583333333333333,0.0,115,0.12173913043478261,0.3391304347826087,110.85999846458435
601010105011.0,1,1,SIAYA,10,826.5906700134277,5.6,0.1,103,0.1650485436893204,0.4563106796116505,104.29199862480164
601010105012.0,0,1,SIAYA,12,1131.7810325622559,4.530500014623006,0.09401315450668335,176,0.09195402298850575,0.38636363636363635,178.66399765014648
601010106001.0,1,1,SIAYA,11,951.9251403808594,4.636363636363637,0.0,45,0.26666666666666666,0.13953488372093023,50.37999939918518
601010106003.0,1,1,SIAYA,12,808.4319127400717,3.197166681289673,0.010679821173350016,144,0.056338028169014086,0.2708333333333333,145.81599807739258
601010106004.0,0,1,SIAYA,13,918.1726229741023,3.748615411611704,0.25048582370464617,127,0.10236220472440945,0.2440944881889764,135.42799830436707
601010106006.0,1,1,SIAYA,12,778.0293127695719,2.5833333333333335,0.08333333333333333,118,0.211864406779661,0.3389830508474576,121.75199842453003
601010106010.0,0,1,SIAYA,10,342.00903472900393,4.0,0.0,140,0.1366906474820144,0.25,143.95999813079834
601010201002.0,0,0,SIAYA,15,682.0735388437907,3.3398667017618817,0.02563157081604004,59,0.13559322033898305,0.3728813559322034,58.875999212265015
601010201003.0,1,0,SIAYA,11,1265.5507410222833,4.454545454545454,0.0,83,0.1927710843373494,0.43373493975903615,82.01199889183044
601010201004.0,1,0,SIAYA,12,469.54541873931885,4.25,0.0,85,0.17647058823529413,0.36470588235294116,92.93999886512756
601010201005.0,0,0,SIAYA,11,365.2007233012806,3.272727272727273,0.09090909090909091,74,0.1506849315068493,0.3013698630136986,72.33599901199341
601010201007.0,0,0,SIAYA,12,689.8580383062363,4.280500014623006,0.09401315450668335,134,0.2537313432835821,0.4253731343283582,132.17599821090698
