statefips,year,A1,A2,A3,rmw,fed_only
17,1992,0.0,1.0,0.0,7.127210476585884,True
17,1993,0.0,0.0,0.0,6.954122154134888,False
17,1994,0.0,0.0,0.0,6.8116153757431155,False
17,1995,0.0,0.0,0.0,6.65113180555359,False
17,1996,0.0,0.0,0.0,6.477205175080615,False
17,1997,0.0,1.0,0.0,7.086088401909752,True
17,1998,0.0,1.0,0.0,7.578340009037032,True
17,1999,0.0,0.0,0.0,7.421414860688944,False
17,2000,0.0,0.0,0.0,7.177693097786782,False
17,2001,0.0,0.0,0.0,6.981532166896606,False
17,2002,0.0,0.0,0.0,6.871888530204329,False
17,2003,0.0,0.0,0.0,6.719528313602171,False
17,2004,1.0,1.0,1.0,6.9882836301140765,False
17,2005,1.0,1.0,1.0,7.989919006890791,False
17,2006,0.0,0.0,1.0,7.738793553978682,False
17,2007,0.0,0.0,1.0,7.524115386466593,False
17,2008,1.0,1.0,1.0,8.360763402744974,False
17,2009,1.0,1.0,1.0,8.670064563220985,False
17,2010,0.0,0.0,1.0,8.805859011535658,False
17,2011,0.0,0.0,1.0,8.803249816241776,False
17,2012,0.0,0.0,1.0,8.624465835558436,False
